n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
13,20,0.00288391,1,0.00288391,0.00288391,0.00288391,106,1,106,106,106,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00249807,1,0.00249807,0.00249807,0.00249807,84,1,84,84,84,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
13,20,0.00120673,1,0.00120673,0.00120673,0.00120673,104,1,104,104,104,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00466385,1,0.00466385,0.00466385,0.00466385,106,1,106,106,106,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.0025011,1,0.0025011,0.0025011,0.0025011,87,1,87,87,87,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00206535,1,0.00206535,0.00206535,0.00206535,86,1,86,86,86,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00575895,1,0.00575895,0.00575895,0.00575895,104,1,104,104,104,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00420026,1,0.00420026,0.00420026,0.00420026,108,1,108,108,108,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00153181,1,0.00153181,0.00153181,0.00153181,92,1,92,92,92,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
13,20,0.003011,1,0.003011,0.003011,0.003011,109,1,109,109,109,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00191328,1,0.00191328,0.00191328,0.00191328,124,1,124,124,124,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00306537,1,0.00306537,0.00306537,0.00306537,86,1,86,86,86,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00404961,1,0.00404961,0.00404961,0.00404961,129,1,129,129,129,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00199575,1,0.00199575,0.00199575,0.00199575,103,1,103,103,103,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00214768,1,0.00214768,0.00214768,0.00214768,103,1,103,103,103,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00290546,1,0.00290546,0.00290546,0.00290546,112,1,112,112,112,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
13,20,0.00250324,1,0.00250324,0.00250324,0.00250324,87,1,87,87,87,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00391278,1,0.00391278,0.00391278,0.00391278,123,1,123,123,123,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.0023317,1,0.0023317,0.0023317,0.0023317,101,1,101,101,101,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00287106,1,0.00287106,0.00287106,0.00287106,109,1,109,109,109,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
13,20,0.00532464,1,0.00532464,0.00532464,0.00532464,112,1,112,112,112,4,1,4,4,4,3,1,3,3,3,1,1,1,1,1
13,20,0.0030354,1,0.0030354,0.0030354,0.0030354,90,1,90,90,90,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00114167,1,0.00114167,0.00114167,0.00114167,86,1,86,86,86,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00858233,1,0.00858233,0.00858233,0.00858233,127,1,127,127,127,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00241523,1,0.00241523,0.00241523,0.00241523,111,1,111,111,111,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
13,20,0.00278314,1,0.00278314,0.00278314,0.00278314,102,1,102,102,102,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00246783,1,0.00246783,0.00246783,0.00246783,102,1,102,102,102,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00207367,1,0.00207367,0.00207367,0.00207367,87,1,87,87,87,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00435147,1,0.00435147,0.00435147,0.00435147,87,1,87,87,87,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00126087,1,0.00126087,0.00126087,0.00126087,86,1,86,86,86,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00565102,1,0.00565102,0.00565102,0.00565102,105,1,105,105,105,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00389412,1,0.00389412,0.00389412,0.00389412,101,1,101,101,101,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00153434,1,0.00153434,0.00153434,0.00153434,108,1,108,108,108,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00141697,1,0.00141697,0.00141697,0.00141697,100,1,100,100,100,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00272977,1,0.00272977,0.00272977,0.00272977,100,1,100,100,100,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.0107664,1,0.0107664,0.0107664,0.0107664,106,1,106,106,106,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00172838,1,0.00172838,0.00172838,0.00172838,113,1,113,113,113,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
13,20,0.0012636,1,0.0012636,0.0012636,0.0012636,103,1,103,103,103,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00415835,1,0.00415835,0.00415835,0.00415835,106,1,106,106,106,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
13,20,0.00189421,1,0.00189421,0.00189421,0.00189421,85,1,85,85,85,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
13,20,0.0120006,1,0.0120006,0.0120006,0.0120006,127,1,127,127,127,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
13,20,0.00203357,1,0.00203357,0.00203357,0.00203357,91,1,91,91,91,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00152267,1,0.00152267,0.00152267,0.00152267,88,1,88,88,88,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00382293,1,0.00382293,0.00382293,0.00382293,100,1,100,100,100,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00394195,1,0.00394195,0.00394195,0.00394195,109,1,109,109,109,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00185665,1,0.00185665,0.00185665,0.00185665,102,1,102,102,102,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00330009,1,0.00330009,0.00330009,0.00330009,106,1,106,106,106,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
13,20,0.00391041,1,0.00391041,0.00391041,0.00391041,88,1,88,88,88,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
