n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
10,90,0.000861834,1,0.000861834,0.000861834,0.000861834,214,1,214,214,214,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
10,90,0.00111227,1,0.00111227,0.00111227,0.00111227,176,1,176,176,176,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
10,90,0.000874785,1,0.000874785,0.000874785,0.000874785,145,1,145,145,145,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,0.000709454,1,0.000709454,0.000709454,0.000709454,146,1,146,146,146,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,0.000732353,1,0.000732353,0.000732353,0.000732353,124,1,124,124,124,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
10,90,0.000819014,1,0.000819014,0.000819014,0.000819014,214,1,214,214,214,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
10,90,0.000822913,1,0.000822913,0.000822913,0.000822913,140,1,140,140,140,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,0.000690267,1,0.000690267,0.000690267,0.000690267,176,1,176,176,176,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
10,90,0.000765494,1,0.000765494,0.000765494,0.000765494,144,1,144,144,144,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,0.000763657,1,0.000763657,0.000763657,0.000763657,176,1,176,176,176,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
10,90,0.000690921,1,0.000690921,0.000690921,0.000690921,174,1,174,174,174,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
10,90,0.000601401,1,0.000601401,0.000601401,0.000601401,144,1,144,144,144,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,0.000878405,1,0.000878405,0.000878405,0.000878405,175,1,175,175,175,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
10,90,0.000597686,1,0.000597686,0.000597686,0.000597686,144,1,144,144,144,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,0.000671954,1,0.000671954,0.000671954,0.000671954,112,1,112,112,112,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
10,90,0.000446236,1,0.000446236,0.000446236,0.000446236,110,1,110,110,110,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
10,90,0.000556341,1,0.000556341,0.000556341,0.000556341,145,1,145,145,145,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,0.000809431,1,0.000809431,0.000809431,0.000809431,210,1,210,210,210,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
10,90,0.00109908,1,0.00109908,0.00109908,0.00109908,143,1,143,143,143,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,0.00100008,1,0.00100008,0.00100008,0.00100008,113,1,113,113,113,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
10,90,0.00098469,1,0.00098469,0.00098469,0.00098469,178,1,178,178,178,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
10,90,0.000829661,1,0.000829661,0.000829661,0.000829661,145,1,145,145,145,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
