n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
15,90,0.00612757,1,0.00612757,0.00612757,0.00612757,307,1,307,307,307,9,1,9,9,9,8,1,8,8,8,1,1,1,1,1
15,90,0.00368608,1,0.00368608,0.00368608,0.00368608,396,1,396,396,396,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
15,90,0.00366445,1,0.00366445,0.00366445,0.00366445,255,1,255,255,255,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,90,0.00383113,1,0.00383113,0.00383113,0.00383113,346,1,346,346,346,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
15,90,0.0038168,1,0.0038168,0.0038168,0.0038168,346,1,346,346,346,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
15,90,0.00107438,1,0.00107438,0.00107438,0.00107438,261,1,261,261,261,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,90,0.00230885,1,0.00230885,0.00230885,0.00230885,300,1,300,300,300,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,90,0.00380973,1,0.00380973,0.00380973,0.00380973,347,1,347,347,347,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
15,90,0.0020544,1,0.0020544,0.0020544,0.0020544,444,1,444,444,444,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
15,90,0.00602998,1,0.00602998,0.00602998,0.00602998,306,1,306,306,306,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,90,0.0028278,1,0.0028278,0.0028278,0.0028278,299,1,299,299,299,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,90,0.00209483,1,0.00209483,0.00209483,0.00209483,349,1,349,349,349,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
15,90,0.00432987,1,0.00432987,0.00432987,0.00432987,248,1,248,248,248,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,90,0.00342973,1,0.00342973,0.00342973,0.00342973,308,1,308,308,308,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,90,0.00488038,1,0.00488038,0.00488038,0.00488038,259,1,259,259,259,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,90,0.00257935,1,0.00257935,0.00257935,0.00257935,393,1,393,393,393,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
15,90,0.00153934,1,0.00153934,0.00153934,0.00153934,397,1,397,397,397,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
15,90,0.00281837,1,0.00281837,0.00281837,0.00281837,306,1,306,306,306,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,90,0.00296261,1,0.00296261,0.00296261,0.00296261,258,1,258,258,258,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,90,0.00199322,1,0.00199322,0.00199322,0.00199322,352,1,352,352,352,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
15,90,0.00437104,1,0.00437104,0.00437104,0.00437104,306,1,306,306,306,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,90,0.00108318,1,0.00108318,0.00108318,0.00108318,261,1,261,261,261,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,90,0.00447281,1,0.00447281,0.00447281,0.00447281,344,1,344,344,344,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
15,90,0.00239334,1,0.00239334,0.00239334,0.00239334,347,1,347,347,347,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
15,90,0.00176603,1,0.00176603,0.00176603,0.00176603,443,1,443,443,443,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
15,90,0.00338717,1,0.00338717,0.00338717,0.00338717,261,1,261,261,261,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,90,0.00254614,1,0.00254614,0.00254614,0.00254614,446,1,446,446,446,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
