n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
11,10,0.000825596,1,0.000825596,0.000825596,0.000825596,62,1,62,62,62,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000795879,1,0.000795879,0.000795879,0.000795879,60,1,60,60,60,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000529214,1,0.000529214,0.000529214,0.000529214,63,1,63,63,63,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00065089,1,0.00065089,0.00065089,0.00065089,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000725106,1,0.000725106,0.000725106,0.000725106,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00105689,1,0.00105689,0.00105689,0.00105689,60,1,60,60,60,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000804713,1,0.000804713,0.000804713,0.000804713,61,1,61,61,61,3,1,3,3,3,2,1,2,2,2,1,1,1,1,1
11,10,0.000658818,1,0.000658818,0.000658818,0.000658818,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000805917,1,0.000805917,0.000805917,0.000805917,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.0005294,1,0.0005294,0.0005294,0.0005294,56,1,56,56,56,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00110307,1,0.00110307,0.00110307,0.00110307,61,1,61,61,61,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00057679,1,0.00057679,0.00057679,0.00057679,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000806689,1,0.000806689,0.000806689,0.000806689,75,1,75,75,75,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
11,10,0.000605932,1,0.000605932,0.000605932,0.000605932,57,1,57,57,57,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000545406,1,0.000545406,0.000545406,0.000545406,57,1,57,57,57,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000946752,1,0.000946752,0.000946752,0.000946752,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000528481,1,0.000528481,0.000528481,0.000528481,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00066886,1,0.00066886,0.00066886,0.00066886,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00170328,1,0.00170328,0.00170328,0.00170328,74,1,74,74,74,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
11,10,0.000731968,1,0.000731968,0.000731968,0.000731968,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000573229,1,0.000573229,0.000573229,0.000573229,57,1,57,57,57,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000570976,1,0.000570976,0.000570976,0.000570976,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000548189,1,0.000548189,0.000548189,0.000548189,57,1,57,57,57,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00094243,1,0.00094243,0.00094243,0.00094243,60,1,60,60,60,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
11,10,0.000525704,1,0.000525704,0.000525704,0.000525704,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000660744,1,0.000660744,0.000660744,0.000660744,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000528325,1,0.000528325,0.000528325,0.000528325,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00087825,1,0.00087825,0.00087825,0.00087825,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00120084,1,0.00120084,0.00120084,0.00120084,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00058594,1,0.00058594,0.00058594,0.00058594,57,1,57,57,57,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000813754,1,0.000813754,0.000813754,0.000813754,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00136038,1,0.00136038,0.00136038,0.00136038,60,1,60,60,60,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000701939,1,0.000701939,0.000701939,0.000701939,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00096084,1,0.00096084,0.00096084,0.00096084,62,1,62,62,62,3,1,3,3,3,2,1,2,2,2,1,1,1,1,1
11,10,0.000544672,1,0.000544672,0.000544672,0.000544672,57,1,57,57,57,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000732758,1,0.000732758,0.000732758,0.000732758,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00100481,1,0.00100481,0.00100481,0.00100481,62,1,62,62,62,3,1,3,3,3,2,1,2,2,2,1,1,1,1,1
11,10,0.00068043,1,0.00068043,0.00068043,0.00068043,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000727797,1,0.000727797,0.000727797,0.000727797,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00111892,1,0.00111892,0.00111892,0.00111892,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000671755,1,0.000671755,0.000671755,0.000671755,57,1,57,57,57,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000581175,1,0.000581175,0.000581175,0.000581175,61,1,61,61,61,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000544759,1,0.000544759,0.000544759,0.000544759,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.0010125,1,0.0010125,0.0010125,0.0010125,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000557054,1,0.000557054,0.000557054,0.000557054,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000762548,1,0.000762548,0.000762548,0.000762548,60,1,60,60,60,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000983827,1,0.000983827,0.000983827,0.000983827,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000886749,1,0.000886749,0.000886749,0.000886749,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000740182,1,0.000740182,0.000740182,0.000740182,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000592275,1,0.000592275,0.000592275,0.000592275,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000574853,1,0.000574853,0.000574853,0.000574853,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000581925,1,0.000581925,0.000581925,0.000581925,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000575146,1,0.000575146,0.000575146,0.000575146,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00104888,1,0.00104888,0.00104888,0.00104888,60,1,60,60,60,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000689686,1,0.000689686,0.000689686,0.000689686,60,1,60,60,60,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00201119,1,0.00201119,0.00201119,0.00201119,74,1,74,74,74,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
11,10,0.00104657,1,0.00104657,0.00104657,0.00104657,60,1,60,60,60,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000689393,1,0.000689393,0.000689393,0.000689393,60,1,60,60,60,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000648023,1,0.000648023,0.000648023,0.000648023,57,1,57,57,57,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00122093,1,0.00122093,0.00122093,0.00122093,81,1,81,81,81,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
11,10,0.000787544,1,0.000787544,0.000787544,0.000787544,60,1,60,60,60,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.001257,1,0.001257,0.001257,0.001257,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000523493,1,0.000523493,0.000523493,0.000523493,56,1,56,56,56,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000670447,1,0.000670447,0.000670447,0.000670447,57,1,57,57,57,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00101556,1,0.00101556,0.00101556,0.00101556,79,1,79,79,79,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
11,10,0.00100251,1,0.00100251,0.00100251,0.00100251,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000537715,1,0.000537715,0.000537715,0.000537715,57,1,57,57,57,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00113576,1,0.00113576,0.00113576,0.00113576,61,1,61,61,61,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000773793,1,0.000773793,0.000773793,0.000773793,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000697225,1,0.000697225,0.000697225,0.000697225,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000515498,1,0.000515498,0.000515498,0.000515498,56,1,56,56,56,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00106479,1,0.00106479,0.00106479,0.00106479,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00100326,1,0.00100326,0.00100326,0.00100326,61,1,61,61,61,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
11,10,0.000583389,1,0.000583389,0.000583389,0.000583389,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000710096,1,0.000710096,0.000710096,0.000710096,60,1,60,60,60,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000693291,1,0.000693291,0.000693291,0.000693291,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000490483,1,0.000490483,0.000490483,0.000490483,57,1,57,57,57,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000646617,1,0.000646617,0.000646617,0.000646617,57,1,57,57,57,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000637719,1,0.000637719,0.000637719,0.000637719,61,1,61,61,61,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
11,10,0.000720546,1,0.000720546,0.000720546,0.000720546,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000536671,1,0.000536671,0.000536671,0.000536671,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00110396,1,0.00110396,0.00110396,0.00110396,60,1,60,60,60,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
11,10,0.000754921,1,0.000754921,0.000754921,0.000754921,60,1,60,60,60,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.00214939,1,0.00214939,0.00214939,0.00214939,84,1,84,84,84,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
11,10,0.00063832,1,0.00063832,0.00063832,0.00063832,62,1,62,62,62,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
11,10,0.000639872,1,0.000639872,0.000639872,0.000639872,59,1,59,59,59,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
11,10,0.000762847,1,0.000762847,0.000762847,0.000762847,58,1,58,58,58,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
