n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
18,10,0.81149,100,0.0081149,0.0012236,0.0309166,17301,100,173.01,159,208,270,100,2.7,2,3,268,100,2.68,2,3,2,100,0.02,0,1
18,20,2.75359,100,0.0275359,0.00468908,0.139917,19404,100,194.04,166,246,355,100,3.55,3,5,324,100,3.24,3,4,31,100,0.31,0,1
18,30,4.79571,100,0.0479571,0.00949031,0.199898,21348,100,213.48,169,268,433,100,4.33,3,6,402,100,4.02,3,5,31,100,0.31,0,1
18,40,6.42831,100,0.0642831,0.006073,0.291876,23696,100,236.96,180,317,504,100,5.04,4,6,463,100,4.63,3,5,41,100,0.41,0,2
18,50,5.93494,100,0.0593494,0.00531169,0.25227,26492,100,264.92,208,346,603,100,6.03,5,8,546,100,5.46,4,7,57,100,0.57,0,2
18,60,5.29847,100,0.0529847,0.00546443,0.242161,29063,100,290.63,227,389,683,100,6.83,5,9,628,100,6.28,5,8,55,100,0.55,0,2
18,70,4.01661,100,0.0401661,0.00462257,0.193916,32662,100,326.62,237,403,790,100,7.9,6,10,746,100,7.46,6,10,44,100,0.44,0,2
18,80,1.56249,100,0.0156249,0.00135255,0.0758614,37299,100,372.99,310,477,908,100,9.08,8,11,878,100,8.78,7,11,30,100,0.3,0,2
18,90,0.430773,100,0.00430773,0.00129516,0.0200294,49075,100,490.75,400,634,1154,100,11.54,10,14,1152,100,11.52,10,14,2,100,0.02,0,1
