n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
47,10,0.342495,1000,0.000342495,0.000132358,0.000855568,1230235,1000,1230.23,1129,1552,4193,1000,4.193,3,6
47,20,0.563557,1000,0.000563557,0.000249031,0.00124869,1345791,1000,1345.79,1213,1621,6071,1000,6.071,4,8
47,30,0.793899,1000,0.000793899,0.000356849,0.00174952,1461038,1000,1461.04,1286,1766,7775,1000,7.775,6,9
47,40,1.09414,1000,0.00109414,0.000517593,0.00207024,1578109,1000,1578.11,1389,1834,9516,1000,9.516,8,12
47,50,1.29354,1000,0.00129354,0.000638251,0.00235663,1713349,1000,1713.35,1487,1978,11400,1000,11.4,9,14
47,60,1.70613,1000,0.00170613,0.000992378,0.00297571,1875403,1000,1875.4,1595,2200,13492,1000,13.492,11,17
47,70,2.26153,1000,0.00226153,0.00139292,0.00371222,2070226,1000,2070.23,1776,2400,15919,1000,15.919,13,19
47,80,3.21705,1000,0.00321705,0.0020236,0.00457868,2357197,1000,2357.2,2003,2765,19066,1000,19.066,16,22
47,90,4.97618,1000,0.00497618,0.00303639,0.00804812,2754149,1000,2754.15,2383,3143,23250,1000,23.25,20,26
