n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
28,40,0.000309312,1,0.000309312,0.000309312,0.000309312,577,1,577,577,577,6,1,6,6,6
28,40,0.00050927,1,0.00050927,0.00050927,0.00050927,634,1,634,634,634,7,1,7,7,7
28,40,0.000292355,1,0.000292355,0.000292355,0.000292355,584,1,584,584,584,7,1,7,7,7
28,40,0.000381825,1,0.000381825,0.000381825,0.000381825,594,1,594,594,594,7,1,7,7,7
28,40,0.000265001,1,0.000265001,0.000265001,0.000265001,575,1,575,575,575,7,1,7,7,7
28,40,0.000460193,1,0.000460193,0.000460193,0.000460193,663,1,663,663,663,7,1,7,7,7
28,40,0.000274386,1,0.000274386,0.000274386,0.000274386,516,1,516,516,516,6,1,6,6,6
28,40,0.000247549,1,0.000247549,0.000247549,0.000247549,552,1,552,552,552,7,1,7,7,7
28,40,0.000400416,1,0.000400416,0.000400416,0.000400416,588,1,588,588,588,7,1,7,7,7
28,40,0.000513941,1,0.000513941,0.000513941,0.000513941,672,1,672,672,672,8,1,8,8,8
28,40,0.000348753,1,0.000348753,0.000348753,0.000348753,578,1,578,578,578,7,1,7,7,7
28,40,0.000315397,1,0.000315397,0.000315397,0.000315397,567,1,567,567,567,7,1,7,7,7
28,40,0.000228455,1,0.000228455,0.000228455,0.000228455,527,1,527,527,527,6,1,6,6,6
28,40,0.00034517,1,0.00034517,0.00034517,0.00034517,588,1,588,588,588,7,1,7,7,7
28,40,0.000340413,1,0.000340413,0.000340413,0.000340413,549,1,549,549,549,6,1,6,6,6
28,40,0.000216191,1,0.000216191,0.000216191,0.000216191,568,1,568,568,568,6,1,6,6,6
28,40,0.000274834,1,0.000274834,0.000274834,0.000274834,550,1,550,550,550,7,1,7,7,7
28,40,0.000329119,1,0.000329119,0.000329119,0.000329119,590,1,590,590,590,7,1,7,7,7
28,40,0.000511244,1,0.000511244,0.000511244,0.000511244,656,1,656,656,656,8,1,8,8,8
28,40,0.000187836,1,0.000187836,0.000187836,0.000187836,504,1,504,504,504,6,1,6,6,6
28,40,0.000435552,1,0.000435552,0.000435552,0.000435552,629,1,629,629,629,7,1,7,7,7
28,40,0.000309217,1,0.000309217,0.000309217,0.000309217,572,1,572,572,572,7,1,7,7,7
28,40,0.00030206,1,0.00030206,0.00030206,0.00030206,566,1,566,566,566,7,1,7,7,7
28,40,0.000254233,1,0.000254233,0.000254233,0.000254233,549,1,549,549,549,6,1,6,6,6
28,40,0.000210326,1,0.000210326,0.000210326,0.000210326,527,1,527,527,527,6,1,6,6,6
28,40,0.000374094,1,0.000374094,0.000374094,0.000374094,554,1,554,554,554,7,1,7,7,7
28,40,0.000366435,1,0.000366435,0.000366435,0.000366435,567,1,567,567,567,7,1,7,7,7
28,40,0.000313795,1,0.000313795,0.000313795,0.000313795,593,1,593,593,593,7,1,7,7,7
28,40,0.000398406,1,0.000398406,0.000398406,0.000398406,574,1,574,574,574,7,1,7,7,7
28,40,0.000246068,1,0.000246068,0.000246068,0.000246068,560,1,560,560,560,7,1,7,7,7
28,40,0.000323467,1,0.000323467,0.000323467,0.000323467,571,1,571,571,571,7,1,7,7,7
28,40,0.000173407,1,0.000173407,0.000173407,0.000173407,509,1,509,509,509,6,1,6,6,6
28,40,0.000319621,1,0.000319621,0.000319621,0.000319621,551,1,551,551,551,7,1,7,7,7
28,40,0.000532695,1,0.000532695,0.000532695,0.000532695,650,1,650,650,650,8,1,8,8,8
28,40,0.000337166,1,0.000337166,0.000337166,0.000337166,564,1,564,564,564,7,1,7,7,7
28,40,0.000564086,1,0.000564086,0.000564086,0.000564086,631,1,631,631,631,8,1,8,8,8
28,40,0.000302448,1,0.000302448,0.000302448,0.000302448,556,1,556,556,556,7,1,7,7,7
28,40,0.000183739,1,0.000183739,0.000183739,0.000183739,513,1,513,513,513,6,1,6,6,6
28,40,0.000324351,1,0.000324351,0.000324351,0.000324351,581,1,581,581,581,7,1,7,7,7
28,40,0.000437371,1,0.000437371,0.000437371,0.000437371,604,1,604,604,604,7,1,7,7,7
28,40,0.000233589,1,0.000233589,0.000233589,0.000233589,520,1,520,520,520,6,1,6,6,6
28,40,0.000245223,1,0.000245223,0.000245223,0.000245223,521,1,521,521,521,6,1,6,6,6
28,40,0.000510328,1,0.000510328,0.000510328,0.000510328,630,1,630,630,630,7,1,7,7,7
28,40,0.000252417,1,0.000252417,0.000252417,0.000252417,552,1,552,552,552,7,1,7,7,7
28,40,0.000392428,1,0.000392428,0.000392428,0.000392428,593,1,593,593,593,7,1,7,7,7
28,40,0.00024104,1,0.00024104,0.00024104,0.00024104,506,1,506,506,506,6,1,6,6,6
28,40,0.000332852,1,0.000332852,0.000332852,0.000332852,588,1,588,588,588,7,1,7,7,7
28,40,0.000242338,1,0.000242338,0.000242338,0.000242338,566,1,566,566,566,7,1,7,7,7
28,40,0.000306982,1,0.000306982,0.000306982,0.000306982,565,1,565,565,565,7,1,7,7,7
28,40,0.00041942,1,0.00041942,0.00041942,0.00041942,601,1,601,601,601,7,1,7,7,7
28,40,0.000372199,1,0.000372199,0.000372199,0.000372199,571,1,571,571,571,7,1,7,7,7
28,40,0.00038601,1,0.00038601,0.00038601,0.00038601,617,1,617,617,617,7,1,7,7,7
28,40,0.000334604,1,0.000334604,0.000334604,0.000334604,613,1,613,613,613,7,1,7,7,7
28,40,0.00028895,1,0.00028895,0.00028895,0.00028895,564,1,564,564,564,6,1,6,6,6
28,40,0.00025916,1,0.00025916,0.00025916,0.00025916,524,1,524,524,524,6,1,6,6,6
28,40,0.000447413,1,0.000447413,0.000447413,0.000447413,658,1,658,658,658,7,1,7,7,7
