n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
48,80,0.00424276,1,0.00424276,0.00424276,0.00424276,2615,1,2615,2615,2615,21,1,21,21,21
48,80,0.00374818,1,0.00374818,0.00374818,0.00374818,2526,1,2526,2526,2526,20,1,20,20,20
48,80,0.0036193,1,0.0036193,0.0036193,0.0036193,2515,1,2515,2515,2515,20,1,20,20,20
48,80,0.00368401,1,0.00368401,0.00368401,0.00368401,2462,1,2462,2462,2462,20,1,20,20,20
48,80,0.00459733,1,0.00459733,0.00459733,0.00459733,2734,1,2734,2734,2734,22,1,22,22,22
48,80,0.00325602,1,0.00325602,0.00325602,0.00325602,2430,1,2430,2430,2430,19,1,19,19,19
48,80,0.00281175,1,0.00281175,0.00281175,0.00281175,2352,1,2352,2352,2352,18,1,18,18,18
48,80,0.00284584,1,0.00284584,0.00284584,0.00284584,2326,1,2326,2326,2326,18,1,18,18,18
48,80,0.00352888,1,0.00352888,0.00352888,0.00352888,2515,1,2515,2515,2515,20,1,20,20,20
48,80,0.00327227,1,0.00327227,0.00327227,0.00327227,2383,1,2383,2383,2383,19,1,19,19,19
48,80,0.0037304,1,0.0037304,0.0037304,0.0037304,2621,1,2621,2621,2621,21,1,21,21,21
48,80,0.00419279,1,0.00419279,0.00419279,0.00419279,2598,1,2598,2598,2598,21,1,21,21,21
48,80,0.00304339,1,0.00304339,0.00304339,0.00304339,2444,1,2444,2444,2444,19,1,19,19,19
48,80,0.00309069,1,0.00309069,0.00309069,0.00309069,2311,1,2311,2311,2311,18,1,18,18,18
48,80,0.0033313,1,0.0033313,0.0033313,0.0033313,2478,1,2478,2478,2478,20,1,20,20,20
48,80,0.00368793,1,0.00368793,0.00368793,0.00368793,2537,1,2537,2537,2537,20,1,20,20,20
48,80,0.00288684,1,0.00288684,0.00288684,0.00288684,2348,1,2348,2348,2348,18,1,18,18,18
48,80,0.00369125,1,0.00369125,0.00369125,0.00369125,2658,1,2658,2658,2658,21,1,21,21,21
48,80,0.00339805,1,0.00339805,0.00339805,0.00339805,2391,1,2391,2391,2391,19,1,19,19,19
48,80,0.0029774,1,0.0029774,0.0029774,0.0029774,2466,1,2466,2466,2466,19,1,19,19,19
48,80,0.00325438,1,0.00325438,0.00325438,0.00325438,2580,1,2580,2580,2580,20,1,20,20,20
48,80,0.00259309,1,0.00259309,0.00259309,0.00259309,2309,1,2309,2309,2309,18,1,18,18,18
48,80,0.00288672,1,0.00288672,0.00288672,0.00288672,2240,1,2240,2240,2240,18,1,18,18,18
48,80,0.00275784,1,0.00275784,0.00275784,0.00275784,2267,1,2267,2267,2267,18,1,18,18,18
48,80,0.00340695,1,0.00340695,0.00340695,0.00340695,2332,1,2332,2332,2332,19,1,19,19,19
48,80,0.00302155,1,0.00302155,0.00302155,0.00302155,2269,1,2269,2269,2269,18,1,18,18,18
48,80,0.00270586,1,0.00270586,0.00270586,0.00270586,2292,1,2292,2292,2292,18,1,18,18,18
48,80,0.00324518,1,0.00324518,0.00324518,0.00324518,2383,1,2383,2383,2383,19,1,19,19,19
48,80,0.00317455,1,0.00317455,0.00317455,0.00317455,2366,1,2366,2366,2366,19,1,19,19,19
48,80,0.00398646,1,0.00398646,0.00398646,0.00398646,2538,1,2538,2538,2538,20,1,20,20,20
48,80,0.00331672,1,0.00331672,0.00331672,0.00331672,2407,1,2407,2407,2407,19,1,19,19,19
48,80,0.00352536,1,0.00352536,0.00352536,0.00352536,2476,1,2476,2476,2476,20,1,20,20,20
48,80,0.00423638,1,0.00423638,0.00423638,0.00423638,2578,1,2578,2578,2578,21,1,21,21,21
48,80,0.00330861,1,0.00330861,0.00330861,0.00330861,2461,1,2461,2461,2461,19,1,19,19,19
48,80,0.00369769,1,0.00369769,0.00369769,0.00369769,2545,1,2545,2545,2545,20,1,20,20,20
48,80,0.00309793,1,0.00309793,0.00309793,0.00309793,2566,1,2566,2566,2566,20,1,20,20,20
48,80,0.00295627,1,0.00295627,0.00295627,0.00295627,2436,1,2436,2436,2436,19,1,19,19,19
48,80,0.00385047,1,0.00385047,0.00385047,0.00385047,2475,1,2475,2475,2475,20,1,20,20,20
48,80,0.00378663,1,0.00378663,0.00378663,0.00378663,2632,1,2632,2632,2632,21,1,21,21,21
48,80,0.00248267,1,0.00248267,0.00248267,0.00248267,2203,1,2203,2203,2203,17,1,17,17,17
48,80,0.003433,1,0.003433,0.003433,0.003433,2386,1,2386,2386,2386,19,1,19,19,19
48,80,0.00432936,1,0.00432936,0.00432936,0.00432936,2763,1,2763,2763,2763,22,1,22,22,22
48,80,0.0034105,1,0.0034105,0.0034105,0.0034105,2503,1,2503,2503,2503,20,1,20,20,20
48,80,0.00385829,1,0.00385829,0.00385829,0.00385829,2538,1,2538,2538,2538,20,1,20,20,20
48,80,0.00367733,1,0.00367733,0.00367733,0.00367733,2508,1,2508,2508,2508,20,1,20,20,20
48,80,0.00386798,1,0.00386798,0.00386798,0.00386798,2609,1,2609,2609,2609,21,1,21,21,21
48,80,0.00324762,1,0.00324762,0.00324762,0.00324762,2415,1,2415,2415,2415,19,1,19,19,19
48,80,0.00269992,1,0.00269992,0.00269992,0.00269992,2323,1,2323,2323,2323,18,1,18,18,18
48,80,0.00303976,1,0.00303976,0.00303976,0.00303976,2451,1,2451,2451,2451,19,1,19,19,19
48,80,0.00336951,1,0.00336951,0.00336951,0.00336951,2559,1,2559,2559,2559,20,1,20,20,20
48,80,0.00297855,1,0.00297855,0.00297855,0.00297855,2391,1,2391,2391,2391,19,1,19,19,19
48,80,0.00356139,1,0.00356139,0.00356139,0.00356139,2486,1,2486,2486,2486,20,1,20,20,20
48,80,0.00430782,1,0.00430782,0.00430782,0.00430782,2528,1,2528,2528,2528,21,1,21,21,21
48,80,0.00403284,1,0.00403284,0.00403284,0.00403284,2642,1,2642,2642,2642,21,1,21,21,21
48,80,0.00396799,1,0.00396799,0.00396799,0.00396799,2451,1,2451,2451,2451,20,1,20,20,20
48,80,0.00320569,1,0.00320569,0.00320569,0.00320569,2326,1,2326,2326,2326,18,1,18,18,18
48,80,0.00303984,1,0.00303984,0.00303984,0.00303984,2431,1,2431,2431,2431,19,1,19,19,19
48,80,0.00409665,1,0.00409665,0.00409665,0.00409665,2644,1,2644,2644,2644,21,1,21,21,21
48,80,0.00356071,1,0.00356071,0.00356071,0.00356071,2519,1,2519,2519,2519,20,1,20,20,20
48,80,0.00266338,1,0.00266338,0.00266338,0.00266338,2260,1,2260,2260,2260,18,1,18,18,18
48,80,0.00330257,1,0.00330257,0.00330257,0.00330257,2377,1,2377,2377,2377,19,1,19,19,19
48,80,0.00360109,1,0.00360109,0.00360109,0.00360109,2513,1,2513,2513,2513,20,1,20,20,20
48,80,0.00328,1,0.00328,0.00328,0.00328,2392,1,2392,2392,2392,19,1,19,19,19
48,80,0.00379307,1,0.00379307,0.00379307,0.00379307,2625,1,2625,2625,2625,21,1,21,21,21
48,80,0.00335732,1,0.00335732,0.00335732,0.00335732,2502,1,2502,2502,2502,20,1,20,20,20
48,80,0.00283185,1,0.00283185,0.00283185,0.00283185,2342,1,2342,2342,2342,18,1,18,18,18
48,80,0.00324753,1,0.00324753,0.00324753,0.00324753,2388,1,2388,2388,2388,19,1,19,19,19
48,80,0.00292496,1,0.00292496,0.00292496,0.00292496,2423,1,2423,2423,2423,19,1,19,19,19
48,80,0.00352605,1,0.00352605,0.00352605,0.00352605,2567,1,2567,2567,2567,20,1,20,20,20
48,80,0.00250514,1,0.00250514,0.00250514,0.00250514,2350,1,2350,2350,2350,18,1,18,18,18
48,80,0.00318392,1,0.00318392,0.00318392,0.00318392,2389,1,2389,2389,2389,19,1,19,19,19
48,80,0.00319057,1,0.00319057,0.00319057,0.00319057,2355,1,2355,2355,2355,19,1,19,19,19
48,80,0.00280782,1,0.00280782,0.00280782,0.00280782,2296,1,2296,2296,2296,18,1,18,18,18
48,80,0.00357804,1,0.00357804,0.00357804,0.00357804,2498,1,2498,2498,2498,20,1,20,20,20
48,80,0.00389223,1,0.00389223,0.00389223,0.00389223,2636,1,2636,2636,2636,21,1,21,21,21
48,80,0.00230392,1,0.00230392,0.00230392,0.00230392,2177,1,2177,2177,2177,17,1,17,17,17
48,80,0.00374015,1,0.00374015,0.00374015,0.00374015,2512,1,2512,2512,2512,20,1,20,20,20
48,80,0.00305159,1,0.00305159,0.00305159,0.00305159,2346,1,2346,2346,2346,19,1,19,19,19
48,80,0.00270874,1,0.00270874,0.00270874,0.00270874,2171,1,2171,2171,2171,17,1,17,17,17
48,80,0.00338833,1,0.00338833,0.00338833,0.00338833,2459,1,2459,2459,2459,20,1,20,20,20
48,80,0.00399135,1,0.00399135,0.00399135,0.00399135,2605,1,2605,2605,2605,21,1,21,21,21
48,80,0.00360079,1,0.00360079,0.00360079,0.00360079,2542,1,2542,2542,2542,20,1,20,20,20
48,80,0.0032595,1,0.0032595,0.0032595,0.0032595,2357,1,2357,2357,2357,19,1,19,19,19
48,80,0.00255121,1,0.00255121,0.00255121,0.00255121,2213,1,2213,2213,2213,17,1,17,17,17
48,80,0.00342531,1,0.00342531,0.00342531,0.00342531,2432,1,2432,2432,2432,19,1,19,19,19
48,80,0.00327251,1,0.00327251,0.00327251,0.00327251,2375,1,2375,2375,2375,19,1,19,19,19
48,80,0.00283529,1,0.00283529,0.00283529,0.00283529,2287,1,2287,2287,2287,18,1,18,18,18
48,80,0.00295195,1,0.00295195,0.00295195,0.00295195,2420,1,2420,2420,2420,19,1,19,19,19
48,80,0.00336395,1,0.00336395,0.00336395,0.00336395,2416,1,2416,2416,2416,19,1,19,19,19
48,80,0.00355331,1,0.00355331,0.00355331,0.00355331,2475,1,2475,2475,2475,20,1,20,20,20
48,80,0.00322175,1,0.00322175,0.00322175,0.00322175,2534,1,2534,2534,2534,20,1,20,20,20
