n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
23,20,9.3605e-05,1,9.3605e-05,9.3605e-05,9.3605e-05,319,1,319,319,319,4,1,4,4,4
23,20,0.000121947,1,0.000121947,0.000121947,0.000121947,325,1,325,325,325,4,1,4,4,4
23,20,6.973e-05,1,6.973e-05,6.973e-05,6.973e-05,296,1,296,296,296,4,1,4,4,4
23,20,6.8518e-05,1,6.8518e-05,6.8518e-05,6.8518e-05,305,1,305,305,305,4,1,4,4,4
23,20,0.000135896,1,0.000135896,0.000135896,0.000135896,325,1,325,325,325,4,1,4,4,4
23,20,9.2416e-05,1,9.2416e-05,9.2416e-05,9.2416e-05,330,1,330,330,330,4,1,4,4,4
23,20,0.000197603,1,0.000197603,0.000197603,0.000197603,358,1,358,358,358,4,1,4,4,4
23,20,7.379e-05,1,7.379e-05,7.379e-05,7.379e-05,313,1,313,313,313,4,1,4,4,4
23,20,0.000125323,1,0.000125323,0.000125323,0.000125323,349,1,349,349,349,4,1,4,4,4
23,20,5.4265e-05,1,5.4265e-05,5.4265e-05,5.4265e-05,292,1,292,292,292,3,1,3,3,3
23,20,0.000100467,1,0.000100467,0.000100467,0.000100467,325,1,325,325,325,4,1,4,4,4
23,20,0.000118993,1,0.000118993,0.000118993,0.000118993,309,1,309,309,309,4,1,4,4,4
23,20,0.00014348,1,0.00014348,0.00014348,0.00014348,330,1,330,330,330,4,1,4,4,4
23,20,7.141e-05,1,7.141e-05,7.141e-05,7.141e-05,304,1,304,304,304,4,1,4,4,4
23,20,3.8988e-05,1,3.8988e-05,3.8988e-05,3.8988e-05,271,1,271,271,271,3,1,3,3,3
23,20,0.000117735,1,0.000117735,0.000117735,0.000117735,316,1,316,316,316,4,1,4,4,4
23,20,7.2647e-05,1,7.2647e-05,7.2647e-05,7.2647e-05,306,1,306,306,306,4,1,4,4,4
23,20,6.9812e-05,1,6.9812e-05,6.9812e-05,6.9812e-05,300,1,300,300,300,4,1,4,4,4
23,20,6.5003e-05,1,6.5003e-05,6.5003e-05,6.5003e-05,293,1,293,293,293,4,1,4,4,4
23,20,9.163e-05,1,9.163e-05,9.163e-05,9.163e-05,304,1,304,304,304,4,1,4,4,4
23,20,0.000261382,1,0.000261382,0.000261382,0.000261382,377,1,377,377,377,5,1,5,5,5
23,20,0.000100165,1,0.000100165,0.000100165,0.000100165,321,1,321,321,321,4,1,4,4,4
23,20,0.000178228,1,0.000178228,0.000178228,0.000178228,333,1,333,333,333,4,1,4,4,4
