n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
20,10,7.207e-05,1,7.207e-05,7.207e-05,7.207e-05,219,1,219,219,219,3,1,3,3,3
20,10,0.00013131,1,0.00013131,0.00013131,0.00013131,255,1,255,255,255,3,1,3,3,3
20,10,7.7744e-05,1,7.7744e-05,7.7744e-05,7.7744e-05,224,1,224,224,224,3,1,3,3,3
20,10,3.1151e-05,1,3.1151e-05,3.1151e-05,3.1151e-05,202,1,202,202,202,3,1,3,3,3
20,10,9.5616e-05,1,9.5616e-05,9.5616e-05,9.5616e-05,229,1,229,229,229,3,1,3,3,3
20,10,3.0703e-05,1,3.0703e-05,3.0703e-05,3.0703e-05,200,1,200,200,200,2,1,2,2,2
20,10,6.8639e-05,1,6.8639e-05,6.8639e-05,6.8639e-05,226,1,226,226,226,3,1,3,3,3
20,10,6.7939e-05,1,6.7939e-05,6.7939e-05,6.7939e-05,224,1,224,224,224,3,1,3,3,3
20,10,7.0857e-05,1,7.0857e-05,7.0857e-05,7.0857e-05,223,1,223,223,223,3,1,3,3,3
20,10,6.4252e-05,1,6.4252e-05,6.4252e-05,6.4252e-05,219,1,219,219,219,3,1,3,3,3
20,10,7.0306e-05,1,7.0306e-05,7.0306e-05,7.0306e-05,240,1,240,240,240,3,1,3,3,3
20,10,5.4466e-05,1,5.4466e-05,5.4466e-05,5.4466e-05,218,1,218,218,218,3,1,3,3,3
20,10,6.0494e-05,1,6.0494e-05,6.0494e-05,6.0494e-05,221,1,221,221,221,3,1,3,3,3
20,10,0.000119456,1,0.000119456,0.000119456,0.000119456,254,1,254,254,254,3,1,3,3,3
20,10,5.8158e-05,1,5.8158e-05,5.8158e-05,5.8158e-05,219,1,219,219,219,3,1,3,3,3
20,10,6.3989e-05,1,6.3989e-05,6.3989e-05,6.3989e-05,217,1,217,217,217,3,1,3,3,3
20,10,9.3563e-05,1,9.3563e-05,9.3563e-05,9.3563e-05,255,1,255,255,255,3,1,3,3,3
20,10,6.9933e-05,1,6.9933e-05,6.9933e-05,6.9933e-05,228,1,228,228,228,4,1,4,4,4
20,10,0.000126164,1,0.000126164,0.000126164,0.000126164,263,1,263,263,263,2,1,2,2,2
20,10,5.8109e-05,1,5.8109e-05,5.8109e-05,5.8109e-05,222,1,222,222,222,3,1,3,3,3
20,10,6.0977e-05,1,6.0977e-05,6.0977e-05,6.0977e-05,221,1,221,221,221,2,1,2,2,2
20,10,4.5372e-05,1,4.5372e-05,4.5372e-05,4.5372e-05,219,1,219,219,219,3,1,3,3,3
20,10,5.056e-05,1,5.056e-05,5.056e-05,5.056e-05,219,1,219,219,219,3,1,3,3,3
20,10,8.5509e-05,1,8.5509e-05,8.5509e-05,8.5509e-05,234,1,234,234,234,2,1,2,2,2
20,10,3.0748e-05,1,3.0748e-05,3.0748e-05,3.0748e-05,199,1,199,199,199,3,1,3,3,3
20,10,5.5404e-05,1,5.5404e-05,5.5404e-05,5.5404e-05,214,1,214,214,214,3,1,3,3,3
20,10,7.1002e-05,1,7.1002e-05,7.1002e-05,7.1002e-05,222,1,222,222,222,4,1,4,4,4
20,10,5.0928e-05,1,5.0928e-05,5.0928e-05,5.0928e-05,224,1,224,224,224,3,1,3,3,3
20,10,5.9266e-05,1,5.9266e-05,5.9266e-05,5.9266e-05,224,1,224,224,224,3,1,3,3,3
20,10,3.1768e-05,1,3.1768e-05,3.1768e-05,3.1768e-05,199,1,199,199,199,2,1,2,2,2
20,10,3.0647e-05,1,3.0647e-05,3.0647e-05,3.0647e-05,201,1,201,201,201,2,1,2,2,2
20,10,3.091e-05,1,3.091e-05,3.091e-05,3.091e-05,201,1,201,201,201,3,1,3,3,3
20,10,5.7956e-05,1,5.7956e-05,5.7956e-05,5.7956e-05,217,1,217,217,217,3,1,3,3,3
20,10,0.000150392,1,0.000150392,0.000150392,0.000150392,273,1,273,273,273,3,1,3,3,3
20,10,8.5371e-05,1,8.5371e-05,8.5371e-05,8.5371e-05,219,1,219,219,219,3,1,3,3,3
20,10,7.2681e-05,1,7.2681e-05,7.2681e-05,7.2681e-05,225,1,225,225,225,3,1,3,3,3
20,10,3.2981e-05,1,3.2981e-05,3.2981e-05,3.2981e-05,206,1,206,206,206,3,1,3,3,3
20,10,6.9003e-05,1,6.9003e-05,6.9003e-05,6.9003e-05,240,1,240,240,240,3,1,3,3,3
20,10,8.1534e-05,1,8.1534e-05,8.1534e-05,8.1534e-05,220,1,220,220,220,3,1,3,3,3
20,10,3.0568e-05,1,3.0568e-05,3.0568e-05,3.0568e-05,201,1,201,201,201,3,1,3,3,3
20,10,3.1147e-05,1,3.1147e-05,3.1147e-05,3.1147e-05,204,1,204,204,204,3,1,3,3,3
20,10,5.4072e-05,1,5.4072e-05,5.4072e-05,5.4072e-05,217,1,217,217,217,3,1,3,3,3
20,10,3.0784e-05,1,3.0784e-05,3.0784e-05,3.0784e-05,203,1,203,203,203,3,1,3,3,3
20,10,3.1471e-05,1,3.1471e-05,3.1471e-05,3.1471e-05,200,1,200,200,200,3,1,3,3,3
20,10,7.1202e-05,1,7.1202e-05,7.1202e-05,7.1202e-05,222,1,222,222,222,3,1,3,3,3
20,10,7.7789e-05,1,7.7789e-05,7.7789e-05,7.7789e-05,233,1,233,233,233,3,1,3,3,3
20,10,0.000110821,1,0.000110821,0.000110821,0.000110821,248,1,248,248,248,3,1,3,3,3
20,10,5.4842e-05,1,5.4842e-05,5.4842e-05,5.4842e-05,226,1,226,226,226,3,1,3,3,3
20,10,5.9691e-05,1,5.9691e-05,5.9691e-05,5.9691e-05,220,1,220,220,220,3,1,3,3,3
20,10,9.1604e-05,1,9.1604e-05,9.1604e-05,9.1604e-05,244,1,244,244,244,3,1,3,3,3
20,10,8.1886e-05,1,8.1886e-05,8.1886e-05,8.1886e-05,231,1,231,231,231,3,1,3,3,3
20,10,3.0324e-05,1,3.0324e-05,3.0324e-05,3.0324e-05,198,1,198,198,198,2,1,2,2,2
20,10,3.059e-05,1,3.059e-05,3.059e-05,3.059e-05,202,1,202,202,202,3,1,3,3,3
20,10,5.9587e-05,1,5.9587e-05,5.9587e-05,5.9587e-05,219,1,219,219,219,2,1,2,2,2
20,10,6.4505e-05,1,6.4505e-05,6.4505e-05,6.4505e-05,220,1,220,220,220,3,1,3,3,3
20,10,3.1248e-05,1,3.1248e-05,3.1248e-05,3.1248e-05,199,1,199,199,199,3,1,3,3,3
20,10,5.2395e-05,1,5.2395e-05,5.2395e-05,5.2395e-05,219,1,219,219,219,3,1,3,3,3
20,10,7.0457e-05,1,7.0457e-05,7.0457e-05,7.0457e-05,223,1,223,223,223,2,1,2,2,2
20,10,8.8928e-05,1,8.8928e-05,8.8928e-05,8.8928e-05,231,1,231,231,231,3,1,3,3,3
20,10,3.1303e-05,1,3.1303e-05,3.1303e-05,3.1303e-05,200,1,200,200,200,3,1,3,3,3
20,10,7.1939e-05,1,7.1939e-05,7.1939e-05,7.1939e-05,234,1,234,234,234,2,1,2,2,2
20,10,5.8267e-05,1,5.8267e-05,5.8267e-05,5.8267e-05,216,1,216,216,216,3,1,3,3,3
20,10,6.0148e-05,1,6.0148e-05,6.0148e-05,6.0148e-05,221,1,221,221,221,3,1,3,3,3
20,10,2.9789e-05,1,2.9789e-05,2.9789e-05,2.9789e-05,199,1,199,199,199,2,1,2,2,2
20,10,3.1309e-05,1,3.1309e-05,3.1309e-05,3.1309e-05,205,1,205,205,205,3,1,3,3,3
20,10,4.1689e-05,1,4.1689e-05,4.1689e-05,4.1689e-05,215,1,215,215,215,3,1,3,3,3
20,10,3.0771e-05,1,3.0771e-05,3.0771e-05,3.0771e-05,199,1,199,199,199,2,1,2,2,2
20,10,9.785e-05,1,9.785e-05,9.785e-05,9.785e-05,242,1,242,242,242,3,1,3,3,3
20,10,3.0494e-05,1,3.0494e-05,3.0494e-05,3.0494e-05,203,1,203,203,203,3,1,3,3,3
20,10,3.193e-05,1,3.193e-05,3.193e-05,3.193e-05,204,1,204,204,204,3,1,3,3,3
20,10,0.000123658,1,0.000123658,0.000123658,0.000123658,259,1,259,259,259,3,1,3,3,3
20,10,4.5545e-05,1,4.5545e-05,4.5545e-05,4.5545e-05,222,1,222,222,222,3,1,3,3,3
20,10,3.7108e-05,1,3.7108e-05,3.7108e-05,3.7108e-05,213,1,213,213,213,2,1,2,2,2
20,10,4.1769e-05,1,4.1769e-05,4.1769e-05,4.1769e-05,219,1,219,219,219,3,1,3,3,3
20,10,5.3451e-05,1,5.3451e-05,5.3451e-05,5.3451e-05,220,1,220,220,220,3,1,3,3,3
20,10,9.9414e-05,1,9.9414e-05,9.9414e-05,9.9414e-05,233,1,233,233,233,4,1,4,4,4
20,10,8.5201e-05,1,8.5201e-05,8.5201e-05,8.5201e-05,223,1,223,223,223,3,1,3,3,3
20,10,3.3446e-05,1,3.3446e-05,3.3446e-05,3.3446e-05,203,1,203,203,203,3,1,3,3,3
20,10,8.6808e-05,1,8.6808e-05,8.6808e-05,8.6808e-05,221,1,221,221,221,2,1,2,2,2
20,10,4.1452e-05,1,4.1452e-05,4.1452e-05,4.1452e-05,215,1,215,215,215,3,1,3,3,3
20,10,7.7728e-05,1,7.7728e-05,7.7728e-05,7.7728e-05,223,1,223,223,223,3,1,3,3,3
20,10,5.2056e-05,1,5.2056e-05,5.2056e-05,5.2056e-05,226,1,226,226,226,3,1,3,3,3
20,10,3.098e-05,1,3.098e-05,3.098e-05,3.098e-05,199,1,199,199,199,2,1,2,2,2
20,10,3.0299e-05,1,3.0299e-05,3.0299e-05,3.0299e-05,196,1,196,196,196,2,1,2,2,2
20,10,7.6225e-05,1,7.6225e-05,7.6225e-05,7.6225e-05,228,1,228,228,228,3,1,3,3,3
20,10,8.3588e-05,1,8.3588e-05,8.3588e-05,8.3588e-05,230,1,230,230,230,3,1,3,3,3
20,10,3.0263e-05,1,3.0263e-05,3.0263e-05,3.0263e-05,199,1,199,199,199,2,1,2,2,2
20,10,3.0526e-05,1,3.0526e-05,3.0526e-05,3.0526e-05,202,1,202,202,202,3,1,3,3,3
20,10,3.0283e-05,1,3.0283e-05,3.0283e-05,3.0283e-05,200,1,200,200,200,2,1,2,2,2
20,10,3.0246e-05,1,3.0246e-05,3.0246e-05,3.0246e-05,202,1,202,202,202,3,1,3,3,3
20,10,8.5139e-05,1,8.5139e-05,8.5139e-05,8.5139e-05,227,1,227,227,227,3,1,3,3,3
20,10,8.3673e-05,1,8.3673e-05,8.3673e-05,8.3673e-05,235,1,235,235,235,3,1,3,3,3
20,10,0.000108323,1,0.000108323,0.000108323,0.000108323,244,1,244,244,244,3,1,3,3,3
20,10,4.4949e-05,1,4.4949e-05,4.4949e-05,4.4949e-05,217,1,217,217,217,3,1,3,3,3
20,10,3.0786e-05,1,3.0786e-05,3.0786e-05,3.0786e-05,203,1,203,203,203,3,1,3,3,3
20,10,7.0218e-05,1,7.0218e-05,7.0218e-05,7.0218e-05,225,1,225,225,225,3,1,3,3,3
20,10,4.4956e-05,1,4.4956e-05,4.4956e-05,4.4956e-05,215,1,215,215,215,3,1,3,3,3
20,10,9.4012e-05,1,9.4012e-05,9.4012e-05,9.4012e-05,243,1,243,243,243,3,1,3,3,3
20,10,6.1011e-05,1,6.1011e-05,6.1011e-05,6.1011e-05,232,1,232,232,232,3,1,3,3,3
20,10,3.0954e-05,1,3.0954e-05,3.0954e-05,3.0954e-05,199,1,199,199,199,2,1,2,2,2
20,10,0.000124746,1,0.000124746,0.000124746,0.000124746,250,1,250,250,250,3,1,3,3,3
20,10,0.000124406,1,0.000124406,0.000124406,0.000124406,255,1,255,255,255,3,1,3,3,3
20,10,3.2094e-05,1,3.2094e-05,3.2094e-05,3.2094e-05,204,1,204,204,204,3,1,3,3,3
20,10,6.2165e-05,1,6.2165e-05,6.2165e-05,6.2165e-05,218,1,218,218,218,3,1,3,3,3
20,10,8.4873e-05,1,8.4873e-05,8.4873e-05,8.4873e-05,224,1,224,224,224,2,1,2,2,2
20,10,3.1096e-05,1,3.1096e-05,3.1096e-05,3.1096e-05,200,1,200,200,200,2,1,2,2,2
20,10,6.5023e-05,1,6.5023e-05,6.5023e-05,6.5023e-05,223,1,223,223,223,2,1,2,2,2
20,10,4.749e-05,1,4.749e-05,4.749e-05,4.749e-05,222,1,222,222,222,3,1,3,3,3
20,10,5.3891e-05,1,5.3891e-05,5.3891e-05,5.3891e-05,213,1,213,213,213,3,1,3,3,3
