n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
42,40,0.000884321,1,0.000884321,0.000884321,0.000884321,1268,1,1268,1268,1268,9,1,9,9,9
42,40,0.000742962,1,0.000742962,0.000742962,0.000742962,1298,1,1298,1298,1298,9,1,9,9,9
42,40,0.000754554,1,0.000754554,0.000754554,0.000754554,1302,1,1302,1302,1302,9,1,9,9,9
42,40,0.00110581,1,0.00110581,0.00110581,0.00110581,1374,1,1374,1374,1374,10,1,10,10,10
42,40,0.000908431,1,0.000908431,0.000908431,0.000908431,1281,1,1281,1281,1281,9,1,9,9,9
42,40,0.000580615,1,0.000580615,0.000580615,0.000580615,1166,1,1166,1166,1166,8,1,8,8,8
42,40,0.000604087,1,0.000604087,0.000604087,0.000604087,1159,1,1159,1159,1159,8,1,8,8,8
42,40,0.000878835,1,0.000878835,0.000878835,0.000878835,1244,1,1244,1244,1244,9,1,9,9,9
42,40,0.000966647,1,0.000966647,0.000966647,0.000966647,1325,1,1325,1325,1325,9,1,9,9,9
42,40,0.000982514,1,0.000982514,0.000982514,0.000982514,1332,1,1332,1332,1332,10,1,10,10,10
42,40,0.00068479,1,0.00068479,0.00068479,0.00068479,1264,1,1264,1264,1264,9,1,9,9,9
42,40,0.000755235,1,0.000755235,0.000755235,0.000755235,1257,1,1257,1257,1257,9,1,9,9,9
42,40,0.000766095,1,0.000766095,0.000766095,0.000766095,1289,1,1289,1289,1289,9,1,9,9,9
42,40,0.00106877,1,0.00106877,0.00106877,0.00106877,1359,1,1359,1359,1359,10,1,10,10,10
42,40,0.000852562,1,0.000852562,0.000852562,0.000852562,1325,1,1325,1325,1325,9,1,9,9,9
42,40,0.000722944,1,0.000722944,0.000722944,0.000722944,1247,1,1247,1247,1247,9,1,9,9,9
42,40,0.00103755,1,0.00103755,0.00103755,0.00103755,1373,1,1373,1373,1373,10,1,10,10,10
42,40,0.00064998,1,0.00064998,0.00064998,0.00064998,1177,1,1177,1177,1177,8,1,8,8,8
42,40,0.000601585,1,0.000601585,0.000601585,0.000601585,1196,1,1196,1196,1196,8,1,8,8,8
42,40,0.000813105,1,0.000813105,0.000813105,0.000813105,1278,1,1278,1278,1278,8,1,8,8,8
42,40,0.00093556,1,0.00093556,0.00093556,0.00093556,1307,1,1307,1307,1307,9,1,9,9,9
42,40,0.000704856,1,0.000704856,0.000704856,0.000704856,1239,1,1239,1239,1239,8,1,8,8,8
