n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
29,30,0.000315632,1,0.000315632,0.000315632,0.000315632,550,1,550,550,550,6,1,6,6,6
29,30,0.000458554,1,0.000458554,0.000458554,0.000458554,635,1,635,635,635,7,1,7,7,7
29,30,0.000303195,1,0.000303195,0.000303195,0.000303195,571,1,571,571,571,6,1,6,6,6
29,30,0.000301521,1,0.000301521,0.000301521,0.000301521,562,1,562,562,562,6,1,6,6,6
29,30,0.000351991,1,0.000351991,0.000351991,0.000351991,602,1,602,602,602,6,1,6,6,6
29,30,0.000326725,1,0.000326725,0.000326725,0.000326725,589,1,589,589,589,6,1,6,6,6
29,30,0.000171247,1,0.000171247,0.000171247,0.000171247,500,1,500,500,500,5,1,5,5,5
29,30,0.000390285,1,0.000390285,0.000390285,0.000390285,565,1,565,565,565,6,1,6,6,6
29,30,0.000282154,1,0.000282154,0.000282154,0.000282154,561,1,561,561,561,6,1,6,6,6
29,30,0.000297714,1,0.000297714,0.000297714,0.000297714,566,1,566,566,566,6,1,6,6,6
29,30,0.000174873,1,0.000174873,0.000174873,0.000174873,507,1,507,507,507,5,1,5,5,5
29,30,0.000563412,1,0.000563412,0.000563412,0.000563412,682,1,682,682,682,6,1,6,6,6
29,30,0.000387095,1,0.000387095,0.000387095,0.000387095,595,1,595,595,595,6,1,6,6,6
29,30,0.000323744,1,0.000323744,0.000323744,0.000323744,579,1,579,579,579,6,1,6,6,6
29,30,0.000208566,1,0.000208566,0.000208566,0.000208566,530,1,530,530,530,5,1,5,5,5
29,30,0.000324421,1,0.000324421,0.000324421,0.000324421,581,1,581,581,581,6,1,6,6,6
29,30,0.000337636,1,0.000337636,0.000337636,0.000337636,567,1,567,567,567,6,1,6,6,6
29,30,0.000257037,1,0.000257037,0.000257037,0.000257037,551,1,551,551,551,6,1,6,6,6
29,30,0.000230651,1,0.000230651,0.000230651,0.000230651,535,1,535,535,535,5,1,5,5,5
29,30,0.00025203,1,0.00025203,0.00025203,0.00025203,536,1,536,536,536,6,1,6,6,6
29,30,0.000261946,1,0.000261946,0.000261946,0.000261946,565,1,565,565,565,5,1,5,5,5
29,30,0.000165258,1,0.000165258,0.000165258,0.000165258,500,1,500,500,500,5,1,5,5,5
