n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,cliques_total,cliques_count,cliques_mean,cliques_min,cliques_max
13,60,49,1,49,49,49,6.8165e-05,1,6.8165e-05,6.8165e-05,6.8165e-05,28,1,28,28,28,8,1,8,8,8,0,1,0,0,0
13,60,46,1,46,46,46,5.4279e-05,1,5.4279e-05,5.4279e-05,5.4279e-05,30,1,30,30,30,6,1,6,6,6,0,1,0,0,0
13,60,49,1,49,49,49,0.000103852,1,0.000103852,0.000103852,0.000103852,56,1,56,56,56,6,1,6,6,6,0,1,0,0,0
13,60,54,1,54,54,54,8.0593e-05,1,8.0593e-05,8.0593e-05,8.0593e-05,44,1,44,44,44,7,1,7,7,7,0,1,0,0,0
13,60,49,1,49,49,49,5.8552e-05,1,5.8552e-05,5.8552e-05,5.8552e-05,32,1,32,32,32,6,1,6,6,6,0,1,0,0,0
13,60,50,1,50,50,50,7.8531e-05,1,7.8531e-05,7.8531e-05,7.8531e-05,42,1,42,42,42,7,1,7,7,7,0,1,0,0,0
13,60,47,1,47,47,47,6.6753e-05,1,6.6753e-05,6.6753e-05,6.6753e-05,35,1,35,35,35,6,1,6,6,6,0,1,0,0,0
13,60,48,1,48,48,48,7.5091e-05,1,7.5091e-05,7.5091e-05,7.5091e-05,40,1,40,40,40,6,1,6,6,6,0,1,0,0,0
13,60,45,1,45,45,45,6.8841e-05,1,6.8841e-05,6.8841e-05,6.8841e-05,40,1,40,40,40,5,1,5,5,5,0,1,0,0,0
13,60,40,1,40,40,40,7.6129e-05,1,7.6129e-05,7.6129e-05,7.6129e-05,45,1,45,45,45,5,1,5,5,5,0,1,0,0,0
13,60,50,1,50,50,50,6.562e-05,1,6.562e-05,6.562e-05,6.562e-05,41,1,41,41,41,6,1,6,6,6,0,1,0,0,0
13,60,44,1,44,44,44,7.5965e-05,1,7.5965e-05,7.5965e-05,7.5965e-05,45,1,45,45,45,5,1,5,5,5,0,1,0,0,0
13,60,45,1,45,45,45,7.4336e-05,1,7.4336e-05,7.4336e-05,7.4336e-05,45,1,45,45,45,6,1,6,6,6,0,1,0,0,0
13,60,40,1,40,40,40,7.1832e-05,1,7.1832e-05,7.1832e-05,7.1832e-05,42,1,42,42,42,6,1,6,6,6,0,1,0,0,0
13,60,44,1,44,44,44,5.9914e-05,1,5.9914e-05,5.9914e-05,5.9914e-05,31,1,31,31,31,6,1,6,6,6,0,1,0,0,0
13,60,53,1,53,53,53,0.000110619,1,0.000110619,0.000110619,0.000110619,66,1,66,66,66,6,1,6,6,6,0,1,0,0,0
13,60,50,1,50,50,50,9.9802e-05,1,9.9802e-05,9.9802e-05,9.9802e-05,49,1,49,49,49,7,1,7,7,7,0,1,0,0,0
13,60,54,1,54,54,54,0.000141825,1,0.000141825,0.000141825,0.000141825,79,1,79,79,79,6,1,6,6,6,0,1,0,0,0
13,60,45,1,45,45,45,6.8775e-05,1,6.8775e-05,6.8775e-05,6.8775e-05,35,1,35,35,35,7,1,7,7,7,0,1,0,0,0
13,60,46,1,46,46,46,9.5503e-05,1,9.5503e-05,9.5503e-05,9.5503e-05,56,1,56,56,56,5,1,5,5,5,0,1,0,0,0
13,60,51,1,51,51,51,6.1491e-05,1,6.1491e-05,6.1491e-05,6.1491e-05,31,1,31,31,31,7,1,7,7,7,0,1,0,0,0
13,60,49,1,49,49,49,8.382e-05,1,8.382e-05,8.382e-05,8.382e-05,46,1,46,46,46,7,1,7,7,7,0,1,0,0,0
13,60,46,1,46,46,46,8.2234e-05,1,8.2234e-05,8.2234e-05,8.2234e-05,41,1,41,41,41,6,1,6,6,6,0,1,0,0,0
13,60,47,1,47,47,47,7.0515e-05,1,7.0515e-05,7.0515e-05,7.0515e-05,34,1,34,34,34,6,1,6,6,6,0,1,0,0,0
13,60,50,1,50,50,50,0.000113148,1,0.000113148,0.000113148,0.000113148,36,1,36,36,36,7,1,7,7,7,0,1,0,0,0
13,60,50,1,50,50,50,8.3176e-05,1,8.3176e-05,8.3176e-05,8.3176e-05,39,1,39,39,39,6,1,6,6,6,0,1,0,0,0
13,60,54,1,54,54,54,6.4897e-05,1,6.4897e-05,6.4897e-05,6.4897e-05,28,1,28,28,28,7,1,7,7,7,0,1,0,0,0
13,60,46,1,46,46,46,8.2332e-05,1,8.2332e-05,8.2332e-05,8.2332e-05,46,1,46,46,46,5,1,5,5,5,0,1,0,0,0
13,60,55,1,55,55,55,8.1507e-05,1,8.1507e-05,8.1507e-05,8.1507e-05,40,1,40,40,40,7,1,7,7,7,0,1,0,0,0
13,60,56,1,56,56,56,8.019e-05,1,8.019e-05,8.019e-05,8.019e-05,39,1,39,39,39,7,1,7,7,7,0,1,0,0,0
13,60,45,1,45,45,45,7.4597e-05,1,7.4597e-05,7.4597e-05,7.4597e-05,38,1,38,38,38,7,1,7,7,7,0,1,0,0,0
13,60,46,1,46,46,46,6.0745e-05,1,6.0745e-05,6.0745e-05,6.0745e-05,34,1,34,34,34,7,1,7,7,7,0,1,0,0,0
13,60,45,1,45,45,45,5.1472e-05,1,5.1472e-05,5.1472e-05,5.1472e-05,27,1,27,27,27,6,1,6,6,6,0,1,0,0,0
13,60,48,1,48,48,48,8.3451e-05,1,8.3451e-05,8.3451e-05,8.3451e-05,38,1,38,38,38,7,1,7,7,7,0,1,0,0,0
13,60,51,1,51,51,51,7.0148e-05,1,7.0148e-05,7.0148e-05,7.0148e-05,39,1,39,39,39,7,1,7,7,7,0,1,0,0,0
13,60,45,1,45,45,45,5.9882e-05,1,5.9882e-05,5.9882e-05,5.9882e-05,32,1,32,32,32,6,1,6,6,6,0,1,0,0,0
13,60,53,1,53,53,53,9.8757e-05,1,9.8757e-05,9.8757e-05,9.8757e-05,43,1,43,43,43,7,1,7,7,7,0,1,0,0,0
13,60,47,1,47,47,47,9.1363e-05,1,9.1363e-05,9.1363e-05,9.1363e-05,45,1,45,45,45,7,1,7,7,7,0,1,0,0,0
13,60,46,1,46,46,46,5.2244e-05,1,5.2244e-05,5.2244e-05,5.2244e-05,33,1,33,33,33,6,1,6,6,6,0,1,0,0,0
13,60,48,1,48,48,48,6.9442e-05,1,6.9442e-05,6.9442e-05,6.9442e-05,38,1,38,38,38,6,1,6,6,6,0,1,0,0,0
