n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,cliques_total,cliques_count,cliques_mean,cliques_min,cliques_max
9,90,35,1,35,35,35,1.6967e-05,1,1.6967e-05,1.6967e-05,1.6967e-05,10,1,10,10,10,9,1,9,9,9,0,1,0,0,0
9,90,33,1,33,33,33,3.4551e-05,1,3.4551e-05,3.4551e-05,3.4551e-05,13,1,13,13,13,8,1,8,8,8,0,1,0,0,0
9,90,31,1,31,31,31,3.4854e-05,1,3.4854e-05,3.4854e-05,3.4854e-05,25,1,25,25,25,6,1,6,6,6,0,1,0,0,0
9,90,31,1,31,31,31,2.6485e-05,1,2.6485e-05,2.6485e-05,2.6485e-05,15,1,15,15,15,7,1,7,7,7,0,1,0,0,0
9,90,33,1,33,33,33,2.0624e-05,1,2.0624e-05,2.0624e-05,2.0624e-05,12,1,12,12,12,8,1,8,8,8,0,1,0,0,0
9,90,31,1,31,31,31,2.4573e-05,1,2.4573e-05,2.4573e-05,2.4573e-05,17,1,17,17,17,7,1,7,7,7,0,1,0,0,0
9,90,32,1,32,32,32,2.5697e-05,1,2.5697e-05,2.5697e-05,2.5697e-05,16,1,16,16,16,8,1,8,8,8,0,1,0,0,0
9,90,31,1,31,31,31,2.9611e-05,1,2.9611e-05,2.9611e-05,2.9611e-05,16,1,16,16,16,7,1,7,7,7,0,1,0,0,0
9,90,32,1,32,32,32,4.4096e-05,1,4.4096e-05,4.4096e-05,4.4096e-05,16,1,16,16,16,7,1,7,7,7,0,1,0,0,0
9,90,29,1,29,29,29,2.4873e-05,1,2.4873e-05,2.4873e-05,2.4873e-05,14,1,14,14,14,7,1,7,7,7,0,1,0,0,0
9,90,33,1,33,33,33,2.0517e-05,1,2.0517e-05,2.0517e-05,2.0517e-05,12,1,12,12,12,8,1,8,8,8,0,1,0,0,0
9,90,33,1,33,33,33,2.0801e-05,1,2.0801e-05,2.0801e-05,2.0801e-05,12,1,12,12,12,8,1,8,8,8,0,1,0,0,0
9,90,33,1,33,33,33,1.6244e-05,1,1.6244e-05,1.6244e-05,1.6244e-05,10,1,10,10,10,8,1,8,8,8,0,1,0,0,0
9,90,33,1,33,33,33,2.1689e-05,1,2.1689e-05,2.1689e-05,2.1689e-05,12,1,12,12,12,8,1,8,8,8,0,1,0,0,0
9,90,34,1,34,34,34,1.7077e-05,1,1.7077e-05,1.7077e-05,1.7077e-05,11,1,11,11,11,9,1,9,9,9,0,1,0,0,0
9,90,31,1,31,31,31,2.4663e-05,1,2.4663e-05,2.4663e-05,2.4663e-05,15,1,15,15,15,7,1,7,7,7,0,1,0,0,0
9,90,33,1,33,33,33,2.5477e-05,1,2.5477e-05,2.5477e-05,2.5477e-05,16,1,16,16,16,8,1,8,8,8,0,1,0,0,0
9,90,30,1,30,30,30,2.7037e-05,1,2.7037e-05,2.7037e-05,2.7037e-05,20,1,20,20,20,6,1,6,6,6,0,1,0,0,0
9,90,31,1,31,31,31,2.4966e-05,1,2.4966e-05,2.4966e-05,2.4966e-05,15,1,15,15,15,8,1,8,8,8,0,1,0,0,0
9,90,33,1,33,33,33,2.2609e-05,1,2.2609e-05,2.2609e-05,2.2609e-05,13,1,13,13,13,8,1,8,8,8,0,1,0,0,0
9,90,34,1,34,34,34,2.2634e-05,1,2.2634e-05,2.2634e-05,2.2634e-05,13,1,13,13,13,8,1,8,8,8,0,1,0,0,0
9,90,32,1,32,32,32,2.3217e-05,1,2.3217e-05,2.3217e-05,2.3217e-05,15,1,15,15,15,7,1,7,7,7,0,1,0,0,0
9,90,31,1,31,31,31,3.1185e-05,1,3.1185e-05,3.1185e-05,3.1185e-05,18,1,18,18,18,7,1,7,7,7,0,1,0,0,0
9,90,33,1,33,33,33,4.2523e-05,1,4.2523e-05,4.2523e-05,4.2523e-05,26,1,26,26,26,7,1,7,7,7,0,1,0,0,0
9,90,31,1,31,31,31,2.9254e-05,1,2.9254e-05,2.9254e-05,2.9254e-05,18,1,18,18,18,7,1,7,7,7,0,1,0,0,0
9,90,32,1,32,32,32,2.3893e-05,1,2.3893e-05,2.3893e-05,2.3893e-05,13,1,13,13,13,8,1,8,8,8,0,1,0,0,0
9,90,29,1,29,29,29,2.941e-05,1,2.941e-05,2.941e-05,2.941e-05,19,1,19,19,19,6,1,6,6,6,0,1,0,0,0
9,90,33,1,33,33,33,2.5913e-05,1,2.5913e-05,2.5913e-05,2.5913e-05,16,1,16,16,16,8,1,8,8,8,0,1,0,0,0
9,90,32,1,32,32,32,1.6778e-05,1,1.6778e-05,1.6778e-05,1.6778e-05,10,1,10,10,10,9,1,9,9,9,0,1,0,0,0
9,90,34,1,34,34,34,1.6977e-05,1,1.6977e-05,1.6977e-05,1.6977e-05,11,1,11,11,11,9,1,9,9,9,0,1,0,0,0
9,90,32,1,32,32,32,4.5452e-05,1,4.5452e-05,4.5452e-05,4.5452e-05,30,1,30,30,30,6,1,6,6,6,0,1,0,0,0
9,90,33,1,33,33,33,2.2123e-05,1,2.2123e-05,2.2123e-05,2.2123e-05,12,1,12,12,12,8,1,8,8,8,0,1,0,0,0
9,90,32,1,32,32,32,2.3752e-05,1,2.3752e-05,2.3752e-05,2.3752e-05,15,1,15,15,15,8,1,8,8,8,0,1,0,0,0
9,90,30,1,30,30,30,3.9273e-05,1,3.9273e-05,3.9273e-05,3.9273e-05,24,1,24,24,24,6,1,6,6,6,0,1,0,0,0
9,90,33,1,33,33,33,2.1891e-05,1,2.1891e-05,2.1891e-05,2.1891e-05,12,1,12,12,12,8,1,8,8,8,0,1,0,0,0
9,90,36,1,36,36,36,1.7128e-05,1,1.7128e-05,1.7128e-05,1.7128e-05,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
