n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,cliques_total,cliques_count,cliques_mean,cliques_min,cliques_max
17,40,50,1,50,50,50,0.000127365,1,0.000127365,0.000127365,0.000127365,56,1,56,56,56,5,1,5,5,5,0,1,0,0,0
17,40,54,1,54,54,54,8.3364e-05,1,8.3364e-05,8.3364e-05,8.3364e-05,43,1,43,43,43,5,1,5,5,5,0,1,0,0,0
17,40,53,1,53,53,53,0.000113653,1,0.000113653,0.000113653,0.000113653,63,1,63,63,63,5,1,5,5,5,0,1,0,0,0
17,40,54,1,54,54,54,8.5958e-05,1,8.5958e-05,8.5958e-05,8.5958e-05,48,1,48,48,48,5,1,5,5,5,0,1,0,0,0
17,40,55,1,55,55,55,9.9612e-05,1,9.9612e-05,9.9612e-05,9.9612e-05,58,1,58,58,58,5,1,5,5,5,0,1,0,0,0
17,40,52,1,52,52,52,9.6204e-05,1,9.6204e-05,9.6204e-05,9.6204e-05,51,1,51,51,51,5,1,5,5,5,0,1,0,0,0
17,40,45,1,45,45,45,7.5861e-05,1,7.5861e-05,7.5861e-05,7.5861e-05,40,1,40,40,40,5,1,5,5,5,0,1,0,0,0
17,40,56,1,56,56,56,8.1259e-05,1,8.1259e-05,8.1259e-05,8.1259e-05,39,1,39,39,39,6,1,6,6,6,0,1,0,0,0
17,40,50,1,50,50,50,9.4123e-05,1,9.4123e-05,9.4123e-05,9.4123e-05,55,1,55,55,55,5,1,5,5,5,0,1,0,0,0
17,40,59,1,59,59,59,0.000115828,1,0.000115828,0.000115828,0.000115828,65,1,65,65,65,5,1,5,5,5,0,1,0,0,0
17,40,55,1,55,55,55,0.000104461,1,0.000104461,0.000104461,0.000104461,54,1,54,54,54,6,1,6,6,6,0,1,0,0,0
17,40,48,1,48,48,48,7.3802e-05,1,7.3802e-05,7.3802e-05,7.3802e-05,41,1,41,41,41,5,1,5,5,5,0,1,0,0,0
17,40,44,1,44,44,44,7.9658e-05,1,7.9658e-05,7.9658e-05,7.9658e-05,50,1,50,50,50,4,1,4,4,4,0,1,0,0,0
17,40,59,1,59,59,59,0.000113485,1,0.000113485,0.000113485,0.000113485,56,1,56,56,56,6,1,6,6,6,0,1,0,0,0
