n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,cliques_total,cliques_count,cliques_mean,cliques_min,cliques_max
19,90,154,1,154,154,154,0.000291067,1,0.000291067,0.000291067,0.000291067,85,1,85,85,85,13,1,13,13,13,0,1,0,0,0
19,90,153,1,153,153,153,0.000282489,1,0.000282489,0.000282489,0.000282489,87,1,87,87,87,13,1,13,13,13,0,1,0,0,0
19,90,154,1,154,154,154,0.000314014,1,0.000314014,0.000314014,0.000314014,126,1,126,126,126,13,1,13,13,13,0,1,0,0,0
19,90,160,1,160,160,160,0.000474669,1,0.000474669,0.000474669,0.000474669,149,1,149,149,149,13,1,13,13,13,0,1,0,0,0
19,90,153,1,153,153,153,0.000610599,1,0.000610599,0.000610599,0.000610599,191,1,191,191,191,11,1,11,11,11,0,1,0,0,0
19,90,150,1,150,150,150,0.000528139,1,0.000528139,0.000528139,0.000528139,174,1,174,174,174,11,1,11,11,11,0,1,0,0,0
19,90,158,1,158,158,158,0.000300669,1,0.000300669,0.000300669,0.000300669,107,1,107,107,107,14,1,14,14,14,0,1,0,0,0
19,90,158,1,158,158,158,0.00072382,1,0.00072382,0.00072382,0.00072382,195,1,195,195,195,13,1,13,13,13,0,1,0,0,0
19,90,148,1,148,148,148,0.000276121,1,0.000276121,0.000276121,0.000276121,82,1,82,82,82,12,1,12,12,12,0,1,0,0,0
19,90,154,1,154,154,154,0.000429849,1,0.000429849,0.000429849,0.000429849,131,1,131,131,131,13,1,13,13,13,0,1,0,0,0
19,90,156,1,156,156,156,0.000298045,1,0.000298045,0.000298045,0.000298045,97,1,97,97,97,13,1,13,13,13,0,1,0,0,0
19,90,152,1,152,152,152,0.000287863,1,0.000287863,0.000287863,0.000287863,93,1,93,93,93,13,1,13,13,13,0,1,0,0,0
19,90,158,1,158,158,158,0.000227148,1,0.000227148,0.000227148,0.000227148,88,1,88,88,88,14,1,14,14,14,0,1,0,0,0
