n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
19,90,0.0045795,1,0.0045795,0.0045795,0.0045795,269,1,269,269,269,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
19,90,0.00685214,1,0.00685214,0.00685214,0.00685214,282,1,282,282,282,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
19,90,0.00641569,1,0.00641569,0.00641569,0.00641569,283,1,283,283,283,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
19,90,0.00107587,1,0.00107587,0.00107587,0.00107587,294,1,294,294,294,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
19,90,0.00265253,1,0.00265253,0.00265253,0.00265253,301,1,301,301,301,14,1,14,14,14,14,1,14,14,14,0,1,0,0,0
19,90,0.00788047,1,0.00788047,0.00788047,0.00788047,261,1,261,261,261,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
19,90,0.0020979,1,0.0020979,0.0020979,0.0020979,293,1,293,293,293,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
19,90,0.00324254,1,0.00324254,0.00324254,0.00324254,257,1,257,257,257,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
19,90,0.00247893,1,0.00247893,0.00247893,0.00247893,301,1,301,301,301,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
19,90,0.00595802,1,0.00595802,0.00595802,0.00595802,302,1,302,302,302,14,1,14,14,14,14,1,14,14,14,0,1,0,0,0
19,90,0.0293844,1,0.0293844,0.0293844,0.0293844,245,1,245,245,245,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
19,90,0.0154475,1,0.0154475,0.0154475,0.0154475,293,1,293,293,293,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
19,90,0.0187307,1,0.0187307,0.0187307,0.0187307,271,1,271,271,271,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
19,90,0.0116317,1,0.0116317,0.0116317,0.0116317,266,1,266,266,266,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
19,90,0.0042811,1,0.0042811,0.0042811,0.0042811,296,1,296,296,296,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
19,90,0.00546619,1,0.00546619,0.00546619,0.00546619,252,1,252,252,252,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
19,90,0.00534383,1,0.00534383,0.00534383,0.00534383,267,1,267,267,267,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
19,90,0.00332419,1,0.00332419,0.00332419,0.00332419,266,1,266,266,266,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
19,90,0.00108868,1,0.00108868,0.00108868,0.00108868,284,1,284,284,284,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
19,90,0.00282405,1,0.00282405,0.00282405,0.00282405,287,1,287,287,287,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
19,90,0.00366347,1,0.00366347,0.00366347,0.00366347,283,1,283,283,283,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
19,90,0.00579724,1,0.00579724,0.00579724,0.00579724,270,1,270,270,270,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
19,90,0.00197881,1,0.00197881,0.00197881,0.00197881,264,1,264,264,264,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
19,90,0.00701005,1,0.00701005,0.00701005,0.00701005,270,1,270,270,270,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
