n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
17,30,0.0113789,1,0.0113789,0.0113789,0.0113789,158,1,158,158,158,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0391987,1,0.0391987,0.0391987,0.0391987,159,1,159,159,159,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.00476796,1,0.00476796,0.00476796,0.00476796,156,1,156,156,156,4,1,4,4,4,3,1,3,3,3,1,1,1,1,1
17,30,0.0289426,1,0.0289426,0.0289426,0.0289426,159,1,159,159,159,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.00535773,1,0.00535773,0.00535773,0.00535773,155,1,155,155,155,4,1,4,4,4,3,1,3,3,3,1,1,1,1,1
17,30,0.0255751,1,0.0255751,0.0255751,0.0255751,153,1,153,153,153,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0205783,1,0.0205783,0.0205783,0.0205783,150,1,150,150,150,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
17,30,0.015196,1,0.015196,0.015196,0.015196,157,1,157,157,157,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.00640818,1,0.00640818,0.00640818,0.00640818,152,1,152,152,152,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
17,30,0.0103492,1,0.0103492,0.0103492,0.0103492,157,1,157,157,157,4,1,4,4,4,3,1,3,3,3,1,1,1,1,1
17,30,0.0227018,1,0.0227018,0.0227018,0.0227018,159,1,159,159,159,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.01162,1,0.01162,0.01162,0.01162,156,1,156,156,156,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0340125,1,0.0340125,0.0340125,0.0340125,159,1,159,159,159,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0398196,1,0.0398196,0.0398196,0.0398196,161,1,161,161,161,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0224061,1,0.0224061,0.0224061,0.0224061,161,1,161,161,161,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0387674,1,0.0387674,0.0387674,0.0387674,156,1,156,156,156,4,1,4,4,4,3,1,3,3,3,1,1,1,1,1
17,30,0.0345633,1,0.0345633,0.0345633,0.0345633,163,1,163,163,163,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
17,30,0.0103016,1,0.0103016,0.0103016,0.0103016,155,1,155,155,155,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.036201,1,0.036201,0.036201,0.036201,157,1,157,157,157,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0299726,1,0.0299726,0.0299726,0.0299726,153,1,153,153,153,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0314354,1,0.0314354,0.0314354,0.0314354,155,1,155,155,155,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0269913,1,0.0269913,0.0269913,0.0269913,159,1,159,159,159,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
17,30,0.0224106,1,0.0224106,0.0224106,0.0224106,162,1,162,162,162,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
17,30,0.0217859,1,0.0217859,0.0217859,0.0217859,155,1,155,155,155,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
17,30,0.0296933,1,0.0296933,0.0296933,0.0296933,164,1,164,164,164,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0309946,1,0.0309946,0.0309946,0.0309946,166,1,166,166,166,6,1,6,6,6,5,1,5,5,5,1,1,1,1,1
17,30,0.0380624,1,0.0380624,0.0380624,0.0380624,159,1,159,159,159,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.00889547,1,0.00889547,0.00889547,0.00889547,151,1,151,151,151,4,1,4,4,4,3,1,3,3,3,1,1,1,1,1
17,30,0.0135818,1,0.0135818,0.0135818,0.0135818,156,1,156,156,156,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0602039,1,0.0602039,0.0602039,0.0602039,156,1,156,156,156,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0320947,1,0.0320947,0.0320947,0.0320947,159,1,159,159,159,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0328469,1,0.0328469,0.0328469,0.0328469,156,1,156,156,156,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0141308,1,0.0141308,0.0141308,0.0141308,159,1,159,159,159,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0271782,1,0.0271782,0.0271782,0.0271782,159,1,159,159,159,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
17,30,0.0199419,1,0.0199419,0.0199419,0.0199419,153,1,153,153,153,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
17,30,0.0130429,1,0.0130429,0.0130429,0.0130429,159,1,159,159,159,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.00535105,1,0.00535105,0.00535105,0.00535105,157,1,157,157,157,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.00935248,1,0.00935248,0.00935248,0.00935248,153,1,153,153,153,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.00840706,1,0.00840706,0.00840706,0.00840706,161,1,161,161,161,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0188955,1,0.0188955,0.0188955,0.0188955,162,1,162,162,162,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
17,30,0.0465611,1,0.0465611,0.0465611,0.0465611,162,1,162,162,162,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
17,30,0.0269416,1,0.0269416,0.0269416,0.0269416,160,1,160,160,160,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0400996,1,0.0400996,0.0400996,0.0400996,160,1,160,160,160,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0329472,1,0.0329472,0.0329472,0.0329472,160,1,160,160,160,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.011608,1,0.011608,0.011608,0.011608,163,1,163,163,163,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
17,30,0.0223863,1,0.0223863,0.0223863,0.0223863,151,1,151,151,151,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
17,30,0.0518596,1,0.0518596,0.0518596,0.0518596,160,1,160,160,160,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0115914,1,0.0115914,0.0115914,0.0115914,161,1,161,161,161,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
17,30,0.0256097,1,0.0256097,0.0256097,0.0256097,162,1,162,162,162,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
17,30,0.0250172,1,0.0250172,0.0250172,0.0250172,156,1,156,156,156,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.056806,1,0.056806,0.056806,0.056806,159,1,159,159,159,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
17,30,0.0120447,1,0.0120447,0.0120447,0.0120447,162,1,162,162,162,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
17,30,0.0511537,1,0.0511537,0.0511537,0.0511537,159,1,159,159,159,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
17,30,0.0138029,1,0.0138029,0.0138029,0.0138029,160,1,160,160,160,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
