n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
8,40,0.000381131,1,0.000381131,0.000381131,0.000381131,38,1,38,38,38,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
8,40,0.000476875,1,0.000476875,0.000476875,0.000476875,34,1,34,34,34,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
8,40,0.000325024,1,0.000325024,0.000325024,0.000325024,35,1,35,35,35,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
8,40,0.000402412,1,0.000402412,0.000402412,0.000402412,39,1,39,39,39,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
8,40,0.000304655,1,0.000304655,0.000304655,0.000304655,37,1,37,37,37,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
8,40,0.000303378,1,0.000303378,0.000303378,0.000303378,34,1,34,34,34,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
8,40,0.00026113,1,0.00026113,0.00026113,0.00026113,37,1,37,37,37,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
8,40,0.000321895,1,0.000321895,0.000321895,0.000321895,38,1,38,38,38,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
8,40,0.000355814,1,0.000355814,0.000355814,0.000355814,37,1,37,37,37,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
8,40,0.000591762,1,0.000591762,0.000591762,0.000591762,38,1,38,38,38,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
8,40,0.000273662,1,0.000273662,0.000273662,0.000273662,38,1,38,38,38,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
8,40,0.000311143,1,0.000311143,0.000311143,0.000311143,32,1,32,32,32,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
8,40,0.000257652,1,0.000257652,0.000257652,0.000257652,32,1,32,32,32,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
8,40,0.000494844,1,0.000494844,0.000494844,0.000494844,34,1,34,34,34,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
8,40,0.00030913,1,0.00030913,0.00030913,0.00030913,37,1,37,37,37,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
8,40,0.000230523,1,0.000230523,0.000230523,0.000230523,37,1,37,37,37,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
8,40,0.000278276,1,0.000278276,0.000278276,0.000278276,36,1,36,36,36,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
