n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
15,80,0.00368918,1,0.00368918,0.00368918,0.00368918,160,1,160,160,160,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.0022043,1,0.0022043,0.0022043,0.0022043,162,1,162,162,162,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.0108367,1,0.0108367,0.0108367,0.0108367,152,1,152,152,152,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00644818,1,0.00644818,0.00644818,0.00644818,169,1,169,169,169,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00130185,1,0.00130185,0.00130185,0.00130185,160,1,160,160,160,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.0119517,1,0.0119517,0.0119517,0.0119517,157,1,157,157,157,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00379558,1,0.00379558,0.00379558,0.00379558,152,1,152,152,152,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00163573,1,0.00163573,0.00163573,0.00163573,167,1,167,167,167,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.0129268,1,0.0129268,0.0129268,0.0129268,144,1,144,144,144,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
15,80,0.00584992,1,0.00584992,0.00584992,0.00584992,177,1,177,177,177,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
15,80,0.00697242,1,0.00697242,0.00697242,0.00697242,153,1,153,153,153,8,1,8,8,8,7,1,7,7,7,1,1,1,1,1
15,80,0.00253767,1,0.00253767,0.00253767,0.00253767,158,1,158,158,158,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.00060875,1,0.00060875,0.00060875,0.00060875,154,1,154,154,154,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00335123,1,0.00335123,0.00335123,0.00335123,154,1,154,154,154,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00287642,1,0.00287642,0.00287642,0.00287642,154,1,154,154,154,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00215199,1,0.00215199,0.00215199,0.00215199,150,1,150,150,150,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.00291574,1,0.00291574,0.00291574,0.00291574,163,1,163,163,163,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00380446,1,0.00380446,0.00380446,0.00380446,153,1,153,153,153,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00477735,1,0.00477735,0.00477735,0.00477735,155,1,155,155,155,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00192647,1,0.00192647,0.00192647,0.00192647,156,1,156,156,156,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00910433,1,0.00910433,0.00910433,0.00910433,152,1,152,152,152,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.00154068,1,0.00154068,0.00154068,0.00154068,154,1,154,154,154,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00170115,1,0.00170115,0.00170115,0.00170115,170,1,170,170,170,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00252716,1,0.00252716,0.00252716,0.00252716,166,1,166,166,166,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00192709,1,0.00192709,0.00192709,0.00192709,151,1,151,151,151,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.00226432,1,0.00226432,0.00226432,0.00226432,148,1,148,148,148,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00406869,1,0.00406869,0.00406869,0.00406869,154,1,154,154,154,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00195273,1,0.00195273,0.00195273,0.00195273,166,1,166,166,166,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.000669863,1,0.000669863,0.000669863,0.000669863,159,1,159,159,159,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00612551,1,0.00612551,0.00612551,0.00612551,150,1,150,150,150,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.00147825,1,0.00147825,0.00147825,0.00147825,168,1,168,168,168,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00213595,1,0.00213595,0.00213595,0.00213595,163,1,163,163,163,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00218182,1,0.00218182,0.00218182,0.00218182,154,1,154,154,154,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00554855,1,0.00554855,0.00554855,0.00554855,160,1,160,160,160,8,1,8,8,8,7,1,7,7,7,1,1,1,1,1
15,80,0.00350748,1,0.00350748,0.00350748,0.00350748,145,1,145,145,145,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.00343456,1,0.00343456,0.00343456,0.00343456,152,1,152,152,152,8,1,8,8,8,7,1,7,7,7,1,1,1,1,1
15,80,0.00154268,1,0.00154268,0.00154268,0.00154268,174,1,174,174,174,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00397102,1,0.00397102,0.00397102,0.00397102,154,1,154,154,154,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00405964,1,0.00405964,0.00405964,0.00405964,153,1,153,153,153,8,1,8,8,8,7,1,7,7,7,1,1,1,1,1
15,80,0.00217517,1,0.00217517,0.00217517,0.00217517,149,1,149,149,149,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.00351814,1,0.00351814,0.00351814,0.00351814,160,1,160,160,160,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00385372,1,0.00385372,0.00385372,0.00385372,154,1,154,154,154,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.0136133,1,0.0136133,0.0136133,0.0136133,154,1,154,154,154,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00341134,1,0.00341134,0.00341134,0.00341134,170,1,170,170,170,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.0036101,1,0.0036101,0.0036101,0.0036101,159,1,159,159,159,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.000621387,1,0.000621387,0.000621387,0.000621387,167,1,167,167,167,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00468808,1,0.00468808,0.00468808,0.00468808,161,1,161,161,161,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.0036144,1,0.0036144,0.0036144,0.0036144,152,1,152,152,152,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.00375693,1,0.00375693,0.00375693,0.00375693,157,1,157,157,157,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00882477,1,0.00882477,0.00882477,0.00882477,171,1,171,171,171,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00704268,1,0.00704268,0.00704268,0.00704268,160,1,160,160,160,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00461682,1,0.00461682,0.00461682,0.00461682,153,1,153,153,153,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.00177749,1,0.00177749,0.00177749,0.00177749,162,1,162,162,162,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00144025,1,0.00144025,0.00144025,0.00144025,165,1,165,165,165,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00298836,1,0.00298836,0.00298836,0.00298836,156,1,156,156,156,8,1,8,8,8,7,1,7,7,7,1,1,1,1,1
15,80,0.00369386,1,0.00369386,0.00369386,0.00369386,162,1,162,162,162,9,1,9,9,9,8,1,8,8,8,1,1,1,1,1
15,80,0.00286523,1,0.00286523,0.00286523,0.00286523,161,1,161,161,161,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.0117695,1,0.0117695,0.0117695,0.0117695,153,1,153,153,153,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.00408532,1,0.00408532,0.00408532,0.00408532,152,1,152,152,152,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.0059227,1,0.0059227,0.0059227,0.0059227,158,1,158,158,158,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00247189,1,0.00247189,0.00247189,0.00247189,159,1,159,159,159,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00215759,1,0.00215759,0.00215759,0.00215759,161,1,161,161,161,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00501004,1,0.00501004,0.00501004,0.00501004,147,1,147,147,147,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.0160993,1,0.0160993,0.0160993,0.0160993,146,1,146,146,146,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.00527029,1,0.00527029,0.00527029,0.00527029,159,1,159,159,159,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00319058,1,0.00319058,0.00319058,0.00319058,151,1,151,151,151,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00380372,1,0.00380372,0.00380372,0.00380372,163,1,163,163,163,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00660978,1,0.00660978,0.00660978,0.00660978,157,1,157,157,157,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00234132,1,0.00234132,0.00234132,0.00234132,159,1,159,159,159,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.005116,1,0.005116,0.005116,0.005116,156,1,156,156,156,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00254302,1,0.00254302,0.00254302,0.00254302,154,1,154,154,154,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00269316,1,0.00269316,0.00269316,0.00269316,161,1,161,161,161,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.000962578,1,0.000962578,0.000962578,0.000962578,159,1,159,159,159,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00960676,1,0.00960676,0.00960676,0.00960676,152,1,152,152,152,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,80,0.000926427,1,0.000926427,0.000926427,0.000926427,173,1,173,173,173,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,80,0.00220492,1,0.00220492,0.00220492,0.00220492,157,1,157,157,157,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,80,0.00323046,1,0.00323046,0.00323046,0.00323046,144,1,144,144,144,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
15,80,0.00362354,1,0.00362354,0.00362354,0.00362354,147,1,147,147,147,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
