n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
18,90,0.00927083,1,0.00927083,0.00927083,0.00927083,261,1,261,261,261,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
18,90,0.0132222,1,0.0132222,0.0132222,0.0132222,241,1,241,241,241,11,1,11,11,11,10,1,10,10,10,1,1,1,1,1
18,90,0.00610496,1,0.00610496,0.00610496,0.00610496,240,1,240,240,240,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
18,90,0.00272411,1,0.00272411,0.00272411,0.00272411,259,1,259,259,259,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
18,90,0.00214091,1,0.00214091,0.00214091,0.00214091,261,1,261,261,261,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
18,90,0.00233199,1,0.00233199,0.00233199,0.00233199,275,1,275,275,275,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
18,90,0.0028535,1,0.0028535,0.0028535,0.0028535,244,1,244,244,244,11,1,11,11,11,10,1,10,10,10,1,1,1,1,1
18,90,0.00145089,1,0.00145089,0.00145089,0.00145089,277,1,277,277,277,14,1,14,14,14,14,1,14,14,14,0,1,0,0,0
18,90,0.00447777,1,0.00447777,0.00447777,0.00447777,261,1,261,261,261,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
18,90,0.00339814,1,0.00339814,0.00339814,0.00339814,246,1,246,246,246,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
18,90,0.0044023,1,0.0044023,0.0044023,0.0044023,277,1,277,277,277,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
18,90,0.00121597,1,0.00121597,0.00121597,0.00121597,270,1,270,270,270,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
18,90,0.00224152,1,0.00224152,0.00224152,0.00224152,257,1,257,257,257,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
18,90,0.00113265,1,0.00113265,0.00113265,0.00113265,280,1,280,280,280,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
18,90,0.00359128,1,0.00359128,0.00359128,0.00359128,249,1,249,249,249,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
18,90,0.00178886,1,0.00178886,0.00178886,0.00178886,262,1,262,262,262,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
18,90,0.00193042,1,0.00193042,0.00193042,0.00193042,270,1,270,270,270,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
18,90,0.00211138,1,0.00211138,0.00211138,0.00211138,240,1,240,240,240,11,1,11,11,11,10,1,10,10,10,1,1,1,1,1
18,90,0.00576165,1,0.00576165,0.00576165,0.00576165,264,1,264,264,264,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
18,90,0.00230467,1,0.00230467,0.00230467,0.00230467,260,1,260,260,260,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
18,90,0.00352687,1,0.00352687,0.00352687,0.00352687,242,1,242,242,242,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
18,90,0.00239502,1,0.00239502,0.00239502,0.00239502,248,1,248,248,248,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
18,90,0.00483202,1,0.00483202,0.00483202,0.00483202,250,1,250,250,250,12,1,12,12,12,11,1,11,11,11,1,1,1,1,1
18,90,0.0279262,1,0.0279262,0.0279262,0.0279262,236,1,236,236,236,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
