n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,lower_bound_total,lower_bound_count,lower_bound_mean,lower_bound_min,lower_bound_max,upper_bound_total,upper_bound_count,upper_bound_mean,upper_bound_min,upper_bound_max,number_total,number_count,number_mean,number_min,number_max,match_tries,match_hits,match_pct,edge_threshold_tries,edge_threshold_hits,edge_threshold_pct,small_degree_tries,small_degree_hits,small_degree_pct,neighborhood_subset_tries,neighborhood_subset_hits,neighborhood_subset_pct,common_neighbors_tries,common_neighbors_hits,common_neighbors_pct,bounding_tries,bounding_hits,bounding_pct
18,30,43,1,43,43,43,0.00671586,1,0.00671586,0.00671586,0.00671586,655,1,655,655,655,18,1,18,18,18,2,1,2,2,2,3,1,3,3,3,5,1,5,5,5,4,1,4,4,4,1,0,0,89,5,5.6,84,19,22.6,65,53,81.5,12,2,16.7,10,9,90
18,30,42,1,42,42,42,0.000204679,1,0.000204679,0.000204679,0.000204679,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,30,43,1,43,43,43,0.000174163,1,0.000174163,0.000174163,0.000174163,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,4,1,4,4,4,4,1,4,4,4,4,1,4,4,4,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,30,50,1,50,50,50,0.00541135,1,0.00541135,0.00541135,0.00541135,413,1,413,413,413,16,1,16,16,16,5,1,5,5,5,4,1,4,4,4,5,1,5,5,5,4,1,4,4,4,1,0,0,55,4,7.3,51,21,41.2,30,19,63.3,11,0,0,11,5,45.5
18,30,43,1,43,43,43,0.00433242,1,0.00433242,0.00433242,0.00433242,405,1,405,405,405,15,1,15,15,15,2,1,2,2,2,3,1,3,3,3,4,1,4,4,4,4,1,4,4,4,1,0,0,55,5,9.1,50,20,40,30,20,66.7,10,0,0,10,8,80
18,30,44,1,44,44,44,0.0152328,1,0.0152328,0.0152328,0.0152328,1240,1,1240,1240,1240,40,1,40,40,40,7,1,7,7,7,3,1,3,3,3,4,1,4,4,4,4,1,4,4,4,1,0,0,146,0,0,146,19,13,127,87,68.5,40,2,5,38,31,81.6
18,30,40,1,40,40,40,0.00200567,1,0.00200567,0.00200567,0.00200567,44,1,44,44,44,1,1,1,1,1,1,1,1,1,1,4,1,4,4,4,5,1,5,5,5,4,1,4,4,4,1,0,0,6,0,0,6,6,100,0,0,0,0,0,0,0,0,0
18,30,43,1,43,43,43,0.0194666,1,0.0194666,0.0194666,0.0194666,1737,1,1737,1737,1737,47,1,47,47,47,2,1,2,2,2,3,1,3,3,3,4,1,4,4,4,4,1,4,4,4,1,0,0,228,7,3.1,221,44,19.9,177,137,77.4,40,4,10,36,31,86.1
18,30,43,1,43,43,43,0.014948,1,0.014948,0.014948,0.014948,1491,1,1491,1491,1491,48,1,48,48,48,8,1,8,8,8,3,1,3,3,3,4,1,4,4,4,4,1,4,4,4,1,0,0,189,9,4.8,180,29,16.1,151,112,74.2,39,4,10.3,35,21,60
18,30,35,1,35,35,35,0.000127289,1,0.000127289,0.000127289,0.000127289,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,4,1,4,4,4,4,1,4,4,4,4,1,4,4,4,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,30,30,1,30,30,30,0.00275301,1,0.00275301,0.00275301,0.00275301,229,1,229,229,229,9,1,9,9,9,2,1,2,2,2,3,1,3,3,3,4,1,4,4,4,3,1,3,3,3,1,0,0,38,6,15.8,32,23,71.9,9,7,77.8,2,0,0,2,1,50
18,30,43,1,43,43,43,0.00329917,1,0.00329917,0.00329917,0.00329917,81,1,81,81,81,3,1,3,3,3,2,1,2,2,2,3,1,3,3,3,4,1,4,4,4,3,1,3,3,3,1,0,0,9,0,0,9,3,33.3,6,4,66.7,2,1,50,1,0,0
18,30,39,1,39,39,39,0.000135674,1,0.000135674,0.000135674,0.000135674,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,3,1,3,3,3,3,1,3,3,3,3,1,3,3,3,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,30,51,1,51,51,51,0.00020435,1,0.00020435,0.00020435,0.00020435,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,4,1,4,4,4,4,1,4,4,4,4,1,4,4,4,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,30,42,1,42,42,42,0.0105348,1,0.0105348,0.0105348,0.0105348,988,1,988,988,988,40,1,40,40,40,6,1,6,6,6,3,1,3,3,3,4,1,4,4,4,4,1,4,4,4,1,0,0,120,8,6.7,112,21,18.8,91,59,64.8,32,1,3.1,31,20,64.5
18,30,49,1,49,49,49,0.000176838,1,0.000176838,0.000176838,0.000176838,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,4,1,4,4,4,4,1,4,4,4,4,1,4,4,4,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
