n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,lower_bound_total,lower_bound_count,lower_bound_mean,lower_bound_min,lower_bound_max,upper_bound_total,upper_bound_count,upper_bound_mean,upper_bound_min,upper_bound_max,number_total,number_count,number_mean,number_min,number_max,match_tries,match_hits,match_pct,edge_threshold_tries,edge_threshold_hits,edge_threshold_pct,small_degree_tries,small_degree_hits,small_degree_pct,neighborhood_subset_tries,neighborhood_subset_hits,neighborhood_subset_pct,common_neighbors_tries,common_neighbors_hits,common_neighbors_pct,bounding_tries,bounding_hits,bounding_pct
24,50,139,1,139,139,139,0.282293,1,0.282293,0.282293,0.282293,7738,1,7738,7738,7738,378,1,378,378,378,29,1,29,29,29,5,1,5,5,5,7,1,7,7,7,6,1,6,6,6,1,0,0,769,11,1.4,758,3,0.4,755,389,51.5,366,0,0,366,180,49.2
24,50,141,1,141,141,141,0.441728,1,0.441728,0.441728,0.441728,14229,1,14229,14229,14229,656,1,656,656,656,32,1,32,32,32,6,1,6,6,6,7,1,7,7,7,6,1,6,6,6,1,0,0,1514,66,4.4,1448,15,1,1433,844,58.9,589,0,0,589,261,44.3
24,50,112,1,112,112,112,1.10523,1,1.10523,1.10523,1.10523,40404,1,40404,40404,40404,1850,1,1850,1850,1850,28,1,28,28,28,5,1,5,5,5,6,1,6,6,6,6,1,6,6,6,1,0,0,4253,145,3.4,4108,42,1,4066,2361,58.1,1705,0,0,1705,796,46.7
24,50,141,1,141,141,141,3.24594,1,3.24594,3.24594,3.24594,89811,1,89811,89811,89811,4116,1,4116,4116,4116,44,1,44,44,44,6,1,6,6,6,7,1,7,7,7,6,1,6,6,6,1,0,0,9337,249,2.7,9088,19,0.2,9069,5203,57.4,3866,0,0,3866,1810,46.8
24,50,134,1,134,134,134,0.0773461,1,0.0773461,0.0773461,0.0773461,2908,1,2908,2908,2908,128,1,128,128,128,23,1,23,23,23,6,1,6,6,6,7,1,7,7,7,6,1,6,6,6,1,0,0,334,25,7.5,309,12,3.9,297,195,65.7,102,0,0,102,38,37.3
24,50,135,1,135,135,135,0.120328,1,0.120328,0.120328,0.120328,3817,1,3817,3817,3817,169,1,169,169,169,20,1,20,20,20,5,1,5,5,5,8,1,8,8,8,6,1,6,6,6,1,0,0,412,17,4.1,395,2,0.5,393,242,61.6,151,0,0,151,73,48.3
24,50,134,1,134,134,134,0.231009,1,0.231009,0.231009,0.231009,7299,1,7299,7299,7299,347,1,347,347,347,21,1,21,21,21,5,1,5,5,5,7,1,7,7,7,6,1,6,6,6,1,0,0,780,43,5.5,737,10,1.4,727,424,58.3,303,0,0,303,134,44.2
24,50,139,1,139,139,139,2.66532,1,2.66532,2.66532,2.66532,86282,1,86282,86282,86282,3711,1,3711,3711,3711,35,1,35,35,35,6,1,6,6,6,7,1,7,7,7,6,1,6,6,6,1,0,0,9496,465,4.9,9031,59,0.7,8972,5727,63.8,3245,0,0,3245,1395,43
24,50,142,1,142,142,142,0.619619,1,0.619619,0.619619,0.619619,18051,1,18051,18051,18051,879,1,879,879,879,26,1,26,26,26,5,1,5,5,5,8,1,8,8,8,6,1,6,6,6,1,0,0,1843,58,3.1,1785,12,0.7,1773,953,53.8,820,0,0,820,392,47.8
24,50,138,1,138,138,138,0.0764069,1,0.0764069,0.0764069,0.0764069,2255,1,2255,2255,2255,91,1,91,91,91,16,1,16,16,16,6,1,6,6,6,7,1,7,7,7,6,1,6,6,6,1,0,0,250,8,3.2,242,4,1.7,238,156,65.5,82,0,0,82,36,43.9
