n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,lower_bound_total,lower_bound_count,lower_bound_mean,lower_bound_min,lower_bound_max,upper_bound_total,upper_bound_count,upper_bound_mean,upper_bound_min,upper_bound_max,number_total,number_count,number_mean,number_min,number_max,match_tries,match_hits,match_pct,edge_threshold_tries,edge_threshold_hits,edge_threshold_pct,small_degree_tries,small_degree_hits,small_degree_pct,neighborhood_subset_tries,neighborhood_subset_hits,neighborhood_subset_pct,common_neighbors_tries,common_neighbors_hits,common_neighbors_pct,bounding_tries,bounding_hits,bounding_pct
24,80,208,1,208,208,208,0.593539,1,0.593539,0.593539,0.593539,12392,1,12392,12392,12392,462,1,462,462,462,30,1,30,30,30,9,1,9,9,9,11,1,11,11,11,9,1,9,9,9,1,0,0,1458,88,6,1370,5,0.4,1365,992,72.7,373,0,0,373,143,38.3
24,80,216,1,216,216,216,0.0117131,1,0.0117131,0.0117131,0.0117131,216,1,216,216,216,7,1,7,7,7,5,1,5,5,5,9,1,9,9,9,11,1,11,11,11,9,1,9,9,9,1,0,0,24,0,0,24,1,4.2,23,17,73.9,6,0,0,6,2,33.3
24,80,219,1,219,219,219,0.115616,1,0.115616,0.115616,0.115616,2756,1,2756,2756,2756,97,1,97,97,97,14,1,14,14,14,10,1,10,10,10,11,1,11,11,11,10,1,10,10,10,1,0,0,363,44,12.1,319,13,4.1,306,254,83,52,0,0,52,4,7.7
24,80,212,1,212,212,212,0.00189147,1,0.00189147,0.00189147,0.00189147,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,10,1,10,10,10,10,1,10,10,10,10,1,10,10,10,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,80,206,1,206,206,206,0.675797,1,0.675797,0.675797,0.675797,14099,1,14099,14099,14099,573,1,573,573,573,22,1,22,22,22,9,1,9,9,9,10,1,10,10,10,10,1,10,10,10,1,0,0,1609,98,6.1,1511,7,0.5,1504,1029,68.4,475,0,0,475,194,40.8
24,80,222,1,222,222,222,0.139835,1,0.139835,0.139835,0.139835,2796,1,2796,2796,2796,105,1,105,105,105,15,1,15,15,15,10,1,10,10,10,12,1,12,12,12,11,1,11,11,11,1,0,0,335,24,7.2,311,11,3.5,300,220,73.3,80,0,0,80,29,36.3
24,80,223,1,223,223,223,0.0183064,1,0.0183064,0.0183064,0.0183064,344,1,344,344,344,12,1,12,12,12,7,1,7,7,7,11,1,11,11,11,12,1,12,12,12,11,1,11,11,11,1,0,0,47,5,10.6,42,10,23.8,32,26,81.3,6,0,0,6,0,0
24,80,219,1,219,219,219,0.00201298,1,0.00201298,0.00201298,0.00201298,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,10,1,10,10,10,10,1,10,10,10,10,1,10,10,10,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,80,216,1,216,216,216,0.00185645,1,0.00185645,0.00185645,0.00185645,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,12,1,12,12,12,12,1,12,12,12,12,1,12,12,12,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,80,217,1,217,217,217,0.251406,1,0.251406,0.251406,0.251406,6100,1,6100,6100,6100,221,1,221,221,221,17,1,17,17,17,10,1,10,10,10,11,1,11,11,11,10,1,10,10,10,1,0,0,776,79,10.2,697,24,3.4,673,532,79,141,0,0,141,32,22.7
24,80,220,1,220,220,220,0.0637822,1,0.0637822,0.0637822,0.0637822,1383,1,1383,1383,1383,46,1,46,46,46,14,1,14,14,14,10,1,10,10,10,12,1,12,12,12,10,1,10,10,10,1,0,0,176,15,8.5,161,6,3.7,155,125,80.6,30,0,0,30,6,20
24,80,217,1,217,217,217,0.120859,1,0.120859,0.120859,0.120859,2632,1,2632,2632,2632,91,1,91,91,91,14,1,14,14,14,10,1,10,10,10,12,1,12,12,12,11,1,11,11,11,1,0,0,333,28,8.4,305,21,6.9,284,222,78.2,62,0,0,62,20,32.3
24,80,210,1,210,210,210,0.00170442,1,0.00170442,0.00170442,0.00170442,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,10,1,10,10,10,10,1,10,10,10,10,1,10,10,10,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,80,221,1,221,221,221,0.00212937,1,0.00212937,0.00212937,0.00212937,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,12,1,12,12,12,12,1,12,12,12,12,1,12,12,12,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,80,215,1,215,215,215,0.0022203,1,0.0022203,0.0022203,0.0022203,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,10,1,10,10,10,10,1,10,10,10,10,1,10,10,10,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,80,230,1,230,230,230,0.01837,1,0.01837,0.01837,0.01837,378,1,378,378,378,17,1,17,17,17,7,1,7,7,7,11,1,11,11,11,12,1,12,12,12,11,1,11,11,11,1,0,0,47,6,12.8,41,6,14.6,35,25,71.4,10,0,0,10,1,10
24,80,214,1,214,214,214,0.147946,1,0.147946,0.147946,0.147946,2795,1,2795,2795,2795,101,1,101,101,101,17,1,17,17,17,9,1,9,9,9,11,1,11,11,11,10,1,10,10,10,1,0,0,322,13,4,309,3,1,306,219,71.6,87,0,0,87,38,43.7
24,80,223,1,223,223,223,0.00786612,1,0.00786612,0.00786612,0.00786612,87,1,87,87,87,1,1,1,1,1,1,1,1,1,1,11,1,11,11,11,12,1,12,12,12,11,1,11,11,11,1,0,0,11,0,0,11,2,18.2,9,9,100,0,0,0,0,0,0
24,80,220,1,220,220,220,0.00232459,1,0.00232459,0.00232459,0.00232459,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,11,1,11,11,11,11,1,11,11,11,11,1,11,11,11,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,80,215,1,215,215,215,0.44201,1,0.44201,0.44201,0.44201,9750,1,9750,9750,9750,391,1,391,391,391,16,1,16,16,16,10,1,10,10,10,11,1,11,11,11,11,1,11,11,11,1,0,0,1171,102,8.7,1069,40,3.7,1029,740,71.9,289,0,0,289,97,33.6
24,80,223,1,223,223,223,0.0101335,1,0.0101335,0.0101335,0.0101335,96,1,96,96,96,1,1,1,1,1,1,1,1,1,1,10,1,10,10,10,11,1,11,11,11,10,1,10,10,10,1,0,0,12,0,0,12,1,8.3,11,11,100,0,0,0,0,0,0
24,80,223,1,223,223,223,0.0189655,1,0.0189655,0.0189655,0.0189655,390,1,390,390,390,12,1,12,12,12,5,1,5,5,5,10,1,10,10,10,12,1,12,12,12,11,1,11,11,11,1,0,0,51,5,9.8,46,4,8.7,42,36,85.7,6,0,0,6,1,16.7
24,80,213,1,213,213,213,0.0895273,1,0.0895273,0.0895273,0.0895273,2106,1,2106,2106,2106,77,1,77,77,77,13,1,13,13,13,9,1,9,9,9,11,1,11,11,11,10,1,10,10,10,1,0,0,254,19,7.5,235,4,1.7,231,174,75.3,57,0,0,57,19,33.3
24,80,239,1,239,239,239,0.00866886,1,0.00866886,0.00866886,0.00866886,108,1,108,108,108,3,1,3,3,3,2,1,2,2,2,13,1,13,13,13,14,1,14,14,14,14,1,14,14,14,1,0,0,14,2,14.3,12,2,16.7,10,9,90,1,0,0,1,0,0
24,80,237,1,237,237,237,0.00715521,1,0.00715521,0.00715521,0.00715521,64,1,64,64,64,1,1,1,1,1,1,1,1,1,1,13,1,13,13,13,14,1,14,14,14,13,1,13,13,13,1,0,0,8,0,0,8,3,37.5,5,5,100,0,0,0,0,0,0
24,80,231,1,231,231,231,0.03217,1,0.03217,0.03217,0.03217,658,1,658,658,658,20,1,20,20,20,4,1,4,4,4,11,1,11,11,11,12,1,12,12,12,12,1,12,12,12,1,0,0,89,10,11.2,79,8,10.1,71,61,85.9,10,0,0,10,2,20
24,80,222,1,222,222,222,0.023809,1,0.023809,0.023809,0.023809,496,1,496,496,496,18,1,18,18,18,7,1,7,7,7,10,1,10,10,10,11,1,11,11,11,10,1,10,10,10,1,0,0,58,3,5.2,55,1,1.8,54,40,74.1,14,0,0,14,5,35.7
24,80,221,1,221,221,221,0.0442233,1,0.0442233,0.0442233,0.0442233,1145,1,1145,1145,1145,42,1,42,42,42,11,1,11,11,11,9,1,9,9,9,10,1,10,10,10,10,1,10,10,10,1,0,0,148,18,12.2,130,7,5.4,123,99,80.5,24,0,0,24,4,16.7
24,80,214,1,214,214,214,0.0708957,1,0.0708957,0.0708957,0.0708957,1421,1,1421,1421,1421,51,1,51,51,51,13,1,13,13,13,9,1,9,9,9,10,1,10,10,10,10,1,10,10,10,1,0,0,169,11,6.5,158,3,1.9,155,115,74.2,40,0,0,40,16,40
24,80,232,1,232,232,232,0.014845,1,0.014845,0.014845,0.014845,177,1,177,177,177,4,1,4,4,4,1,1,1,1,1,10,1,10,10,10,12,1,12,12,12,11,1,11,11,11,1,0,0,22,1,4.5,21,1,4.8,20,18,90,2,0,0,2,2,100
24,80,230,1,230,230,230,0.0364992,1,0.0364992,0.0364992,0.0364992,756,1,756,756,756,25,1,25,25,25,5,1,5,5,5,10,1,10,10,10,11,1,11,11,11,10,1,10,10,10,1,0,0,99,10,10.1,89,6,6.7,83,69,83.1,14,0,0,14,3,21.4
24,80,211,1,211,211,211,0.491757,1,0.491757,0.491757,0.491757,11570,1,11570,11570,11570,485,1,485,485,485,20,1,20,20,20,9,1,9,9,9,11,1,11,11,11,10,1,10,10,10,1,0,0,1344,104,7.7,1240,28,2.3,1212,832,68.6,380,0,0,380,139,36.6
