n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,lower_bound_total,lower_bound_count,lower_bound_mean,lower_bound_min,lower_bound_max,upper_bound_total,upper_bound_count,upper_bound_mean,upper_bound_min,upper_bound_max,number_total,number_count,number_mean,number_min,number_max,match_tries,match_hits,match_pct,edge_threshold_tries,edge_threshold_hits,edge_threshold_pct,small_degree_tries,small_degree_hits,small_degree_pct,neighborhood_subset_tries,neighborhood_subset_hits,neighborhood_subset_pct,common_neighbors_tries,common_neighbors_hits,common_neighbors_pct,bounding_tries,bounding_hits,bounding_pct
18,40,65,1,65,65,65,0.000267436,1,0.000267436,0.000267436,0.000267436,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,40,62,1,62,62,62,0.0073008,1,0.0073008,0.0073008,0.0073008,550,1,550,550,550,20,1,20,20,20,6,1,6,6,6,4,1,4,4,4,5,1,5,5,5,5,1,5,5,5,1,0,0,67,4,6,63,11,17.5,52,36,69.2,16,0,0,16,10,62.5
18,40,57,1,57,57,57,0.0190927,1,0.0190927,0.0190927,0.0190927,1611,1,1611,1611,1611,72,1,72,72,72,6,1,6,6,6,4,1,4,4,4,5,1,5,5,5,5,1,5,5,5,1,0,0,198,22,11.1,176,24,13.6,152,102,67.1,50,0,0,50,24,48
18,40,52,1,52,52,52,0.000171101,1,0.000171101,0.000171101,0.000171101,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,4,1,4,4,4,4,1,4,4,4,4,1,4,4,4,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,40,57,1,57,57,57,0.0110194,1,0.0110194,0.0110194,0.0110194,978,1,978,978,978,43,1,43,43,43,8,1,8,8,8,4,1,4,4,4,5,1,5,5,5,5,1,5,5,5,1,0,0,130,18,13.8,112,29,25.9,83,58,69.9,25,0,0,25,8,32
18,40,59,1,59,59,59,0.000224034,1,0.000224034,0.000224034,0.000224034,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,4,1,4,4,4,4,1,4,4,4,4,1,4,4,4,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,40,55,1,55,55,55,0.000290859,1,0.000290859,0.000290859,0.000290859,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,40,69,1,69,69,69,0.00022853,1,0.00022853,0.00022853,0.00022853,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,40,56,1,56,56,56,0.00286297,1,0.00286297,0.00286297,0.00286297,70,1,70,70,70,2,1,2,2,2,2,1,2,2,2,4,1,4,4,4,5,1,5,5,5,4,1,4,4,4,1,0,0,8,0,0,8,3,37.5,5,4,80,1,0,0,1,0,0
18,40,59,1,59,59,59,0.00604695,1,0.00604695,0.00604695,0.00604695,363,1,363,363,363,10,1,10,10,10,3,1,3,3,3,4,1,4,4,4,5,1,5,5,5,4,1,4,4,4,1,0,0,50,4,8,46,10,21.7,36,31,86.1,5,0,0,5,2,40
