n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,lower_bound_total,lower_bound_count,lower_bound_mean,lower_bound_min,lower_bound_max,upper_bound_total,upper_bound_count,upper_bound_mean,upper_bound_min,upper_bound_max,number_total,number_count,number_mean,number_min,number_max,match_tries,match_hits,match_pct,edge_threshold_tries,edge_threshold_hits,edge_threshold_pct,small_degree_tries,small_degree_hits,small_degree_pct,neighborhood_subset_tries,neighborhood_subset_hits,neighborhood_subset_pct,common_neighbors_tries,common_neighbors_hits,common_neighbors_pct
15,10,1073,100,10.73,5,17,0.0161523,100,0.000161523,8.4489e-05,0.00256224,2324,100,23.24,3,637,110,100,1.1,0,37,49,100,0.49,0,9,234,100,2.34,2,3,254,100,2.54,2,3,246,100,2.46,2,3,100,80,80,301,46,15.3,255,110,43.1,145,89,61.4,56,11,19.6
15,20,2069,100,20.69,13,29,0.0234185,100,0.000234185,9.8299e-05,0.00430503,2765,100,27.65,3,647,123,100,1.23,0,33,60,100,0.6,0,8,297,100,2.97,2,4,322,100,3.22,3,4,307,100,3.07,3,4,100,75,75,375,53,14.1,322,139,43.2,183,128,69.9,55,5,9.1
15,30,3188,100,31.88,21,43,0.414325,100,0.00414325,0.000113526,0.124986,48088,100,480.88,3,11550,2853,100,28.53,0,739,312,100,3.12,0,24,353,100,3.53,2,5,394,100,3.94,3,5,373,100,3.73,3,5,100,59,59,6540,1418,21.7,5122,380,7.4,4742,3328,70.2,1414,4,0.3
15,40,4111,100,41.11,26,55,0.295242,100,0.00295242,0.0001306,0.0316553,33336,100,333.36,3,3290,1849,100,18.49,0,192,320,100,3.2,0,16,399,100,3.99,3,6,438,100,4.38,3,6,413,100,4.13,3,6,100,61,61,4578,908,19.8,3670,407,11.1,3263,2347,71.9,916,0,0
15,50,5228,100,52.28,41,66,0.992603,100,0.00992603,0.000159422,0.135603,86977,100,869.77,3,12037,4737,100,47.37,0,681,470,100,4.7,0,23,474,100,4.74,4,6,520,100,5.2,4,7,496,100,4.96,4,6,100,56,56,11862,2359,19.9,9503,486,5.1,9017,6662,73.9,2355,0,0
15,60,6220,100,62.2,51,76,0.555223,100,0.00555223,0.000188299,0.0997769,42143,100,421.43,3,7643,2254,100,22.54,0,415,323,100,3.23,0,22,549,100,5.49,4,7,598,100,5.98,5,8,574,100,5.74,5,7,100,55,55,5764,1117,19.4,4647,333,7.2,4314,3201,74.2,1113,0,0
15,70,7301,100,73.01,63,85,0.220632,100,0.00220632,0.000210986,0.0431316,12947,100,129.47,3,2571,606,100,6.06,0,131,186,100,1.86,0,14,648,100,6.48,5,8,690,100,6.9,5,9,666,100,6.66,5,9,100,62,62,1781,294,16.5,1487,182,12.2,1305,1017,77.9,288,0,0
15,80,8421,100,84.21,70,93,0.056286,100,0.00056286,0.000234298,0.0092411,1899,100,18.99,3,567,67,100,0.67,0,25,38,100,0.38,0,8,774,100,7.74,6,10,791,100,7.91,6,10,782,100,7.82,6,10,100,83,83,231,31,13.4,200,32,16,168,141,83.9,27,0,0
15,90,9512,100,95.12,87,101,0.0311782,100,0.000311782,0.000250817,0.00103772,366,100,3.66,3,42,2,100,0.02,0,1,2,100,0.02,0,1,1008,100,10.08,7,12,1010,100,10.1,7,12,1008,100,10.08,7,12,100,98,98,10,0,0,10,3,30,7,7,100,0,0,0
