n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,lower_bound_total,lower_bound_count,lower_bound_mean,lower_bound_min,lower_bound_max,upper_bound_total,upper_bound_count,upper_bound_mean,upper_bound_min,upper_bound_max,number_total,number_count,number_mean,number_min,number_max,match_tries,match_hits,match_pct,bounding_tries,bounding_hits,bounding_pct,edge_threshold_tries,edge_threshold_hits,edge_threshold_pct,small_degree_tries,small_degree_hits,small_degree_pct,neighborhood_subset_tries,neighborhood_subset_hits,neighborhood_subset_pct,common_neighbors_tries,common_neighbors_hits,common_neighbors_pct
10,10,4359,1000,4.359,0,11,0.0574425,1000,5.74425e-05,4.4354e-05,0.000353117,3900,1000,3.9,3,90,64,1000,0.064,0,5,46,1000,0.046,0,3,2091,1000,2.091,1,3,2119,1000,2.119,1,3,2107,1000,2.107,1,3,1000,972,97.2,43,17,39.5,132,17,12.9,115,72,62.6,26,8,30.8,18,0,0
10,20,9050,1000,9.05,1,18,0.0839662,1000,8.39662e-05,4.731e-05,0.000984001,7584,1000,7.584,3,183,290,1000,0.29,0,11,191,1000,0.191,0,4,2536,1000,2.536,2,4,2632,1000,2.632,2,4,2606,1000,2.606,2,4,1000,904,90.4,275,93,33.8,629,74,11.8,555,280,50.5,182,85,46.7,97,0,0
10,30,13583,1000,13.583,5,25,0.108452,1000,0.000108452,5.3924e-05,0.00110358,9054,1000,9.054,3,143,361,1000,0.361,0,11,241,1000,0.241,0,6,3008,1000,3.008,2,5,3125,1000,3.125,2,5,3065,1000,3.065,2,5,1000,883,88.3,382,112,29.3,808,63,7.8,745,363,48.7,270,144,53.3,126,0,0
10,40,17892,1000,17.892,8,28,0.155172,1000,0.000155172,6.2229e-05,0.00165194,14023,1000,14.023,3,211,682,1000,0.682,0,15,420,1000,0.42,0,7,3392,1000,3.392,2,5,3570,1000,3.57,2,5,3467,1000,3.467,2,5,1000,823,82.3,779,240,30.8,1377,81,5.9,1296,517,39.9,539,281,52.1,258,0,0
10,50,22291,1000,22.291,11,33,0.191065,1000,0.000191065,6.9418e-05,0.00202527,14917,1000,14.917,3,230,738,1000,0.738,0,17,438,1000,0.438,0,7,3892,1000,3.892,2,6,4058,1000,4.058,3,6,3983,1000,3.983,3,6,1000,836,83.6,949,290,30.6,1400,81,5.8,1319,370,28.1,659,367,55.7,292,0,0
10,60,27147,1000,27.147,15,37,0.201216,1000,0.000201216,7.9248e-05,0.00187936,12090,1000,12.09,3,201,526,1000,0.526,0,15,339,1000,0.339,0,7,4478,1000,4.478,3,7,4634,1000,4.634,3,7,4546,1000,4.546,3,7,1000,844,84.4,718,196,27.3,1094,53,4.8,1041,323,31,522,333,63.8,189,0,0
10,70,31600,1000,31.6,23,40,0.21923,1000,0.00021923,9.0508e-05,0.00151001,10308,1000,10.308,3,158,455,1000,0.455,0,11,288,1000,0.288,0,6,5149,1000,5.149,4,8,5272,1000,5.272,4,8,5215,1000,5.215,4,8,1000,878,87.8,614,190,30.9,839,38,4.5,801,187,23.3,424,254,59.9,170,0,0
10,80,36097,1000,36.097,27,43,0.228207,1000,0.000228207,0.00012226,0.00139592,4705,1000,4.705,3,95,102,1000,0.102,0,7,75,1000,0.075,0,4,6087,1000,6.087,4,9,6129,1000,6.129,4,9,6104,1000,6.104,4,9,1000,958,95.8,131,29,22.1,209,15,7.2,194,63,32.5,102,69,67.6,33,0,0
10,90,40615,1000,40.615,33,45,0.27322,1000,0.00027322,0.000158713,0.000645881,3186,1000,3.186,3,52,11,1000,0.011,0,3,8,1000,0.008,0,2,7368,1000,7.368,5,10,7373,1000,7.373,5,10,7371,1000,7.371,5,10,1000,995,99.5,15,3,20,23,3,13,20,5,25,12,9,75,3,0,0
