n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,lower_bound_total,lower_bound_count,lower_bound_mean,lower_bound_min,lower_bound_max,upper_bound_total,upper_bound_count,upper_bound_mean,upper_bound_min,upper_bound_max,number_total,number_count,number_mean,number_min,number_max,match_tries,match_hits,match_pct,edge_threshold_tries,edge_threshold_hits,edge_threshold_pct,small_degree_tries,small_degree_hits,small_degree_pct,neighborhood_subset_tries,neighborhood_subset_hits,neighborhood_subset_pct,common_neighbors_tries,common_neighbors_hits,common_neighbors_pct,bounding_tries,bounding_hits,bounding_pct
17,10,13537,1000,13.537,4,28,0.470728,1000,0.000470728,7.8137e-05,0.0115587,51212,1000,51.212,3,1864,2716,1000,2.716,0,66,162,1000,0.162,0,2,2443,1000,2.443,2,4,2604,1000,2.604,2,4,2580,1000,2.58,2,4,1000,839,83.9,7332,1457,19.9,5875,2659,45.3,3216,1981,61.6,1235,1234,99.9,1,0,0
17,20,27357,1000,27.357,12,40,1.20392,1000,0.00120392,8.7956e-05,0.021813,92038,1000,92.038,3,2782,3615,1000,3.615,0,120,557,1000,0.557,0,6,3107,1000,3.107,2,5,3437,1000,3.437,2,5,3197,1000,3.197,2,5,1000,672,67.2,12518,1434,11.5,11084,4584,41.4,6500,4559,70.1,1941,439,22.6,1502,895,59.6
17,30,40875,1000,40.875,25,60,2.62723,1000,0.00262723,0.000100201,0.03456,230893,1000,230.893,3,2968,8450,1000,8.45,0,140,1269,1000,1.269,0,12,3646,1000,3.646,3,5,4153,1000,4.153,3,6,3884,1000,3.884,3,5,1000,526,52.6,30017,2408,8,27609,7762,28.1,19847,14070,70.9,5777,544,9.4,5233,3248,62.1
17,40,54278,1000,54.278,37,74,5.26117,1000,0.00526117,0.00013035,0.1378,396297,1000,396.297,3,10357,16600,1000,16.6,0,473,2721,1000,2.721,0,19,4269,1000,4.269,3,6,4900,1000,4.9,3,7,4516,1000,4.516,3,6,1000,417,41.7,48166,4346,9,43820,7233,16.5,36587,24703,67.5,11884,35,0.3,11849,5314,44.8
17,50,68293,1000,68.293,44,87,6.54438,1000,0.00654438,0.000190898,0.166874,419232,1000,419.232,3,10739,17651,1000,17.651,0,506,3446,1000,3.446,0,18,4963,1000,4.963,3,7,5727,1000,5.727,4,8,5270,1000,5.27,4,7,1000,339,33.9,50426,4710,9.3,45716,5671,12.4,40045,27542,68.8,12503,2,0,12501,5188,41.5
17,60,81573,1000,81.573,63,97,6.75599,1000,0.00675599,0.000210242,0.131935,362702,1000,362.702,3,7274,15510,1000,15.51,0,334,3295,1000,3.295,0,21,5844,1000,5.844,4,8,6522,1000,6.522,5,9,6105,1000,6.105,5,8,1000,413,41.3,43305,4253,9.8,39052,4122,10.6,34930,24068,68.9,10862,0,0,10862,4093,37.7
17,70,94847,1000,94.847,77,111,4.9236,1000,0.0049236,0.000272762,0.0727203,221619,1000,221.619,3,4292,8882,1000,8.882,0,198,2389,1000,2.389,0,15,6884,1000,6.884,5,10,7489,1000,7.489,5,10,7132,1000,7.132,5,10,1000,466,46.6,27287,3016,11.1,24271,2717,11.2,21554,16033,74.4,5521,0,0,5521,1791,32.4
17,80,108623,1000,108.623,94,122,2.19883,1000,0.00219883,0.000427458,0.0339947,68416,1000,68.416,3,1551,2345,1000,2.345,0,74,910,1000,0.91,0,13,8402,1000,8.402,6,12,8780,1000,8.78,7,12,8530,1000,8.53,6,12,1000,651,65.1,8546,1004,11.7,7542,1222,16.2,6320,5221,82.6,1099,0,0,1099,249,22.7
17,90,122485,1000,122.485,108,134,0.99155,1000,0.00099155,0.000531564,0.00818355,8793,1000,8.793,3,323,182,1000,0.182,0,12,105,1000,0.105,0,5,10818,1000,10.818,8,15,10889,1000,10.889,8,15,10841,1000,10.841,8,15,1000,929,92.9,756,90,11.9,666,144,21.6,522,478,91.6,44,0,0,44,4,9.1
