n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,lower_bound_total,lower_bound_count,lower_bound_mean,lower_bound_min,lower_bound_max,upper_bound_total,upper_bound_count,upper_bound_mean,upper_bound_min,upper_bound_max,number_total,number_count,number_mean,number_min,number_max,match_tries,match_hits,match_pct,edge_threshold_tries,edge_threshold_hits,edge_threshold_pct,small_degree_tries,small_degree_hits,small_degree_pct,neighborhood_subset_tries,neighborhood_subset_hits,neighborhood_subset_pct,common_neighbors_tries,common_neighbors_hits,common_neighbors_pct,bounding_tries,bounding_hits,bounding_pct
30,70,312,1,312,312,312,1.99215,1,1.99215,1.99215,1.99215,19867,1,19867,19867,19867,1040,1,1040,1040,1040,41,1,41,41,41,9,1,9,9,9,10,1,10,10,10,10,1,10,10,10,1,0,0,1884,10,0.5,1874,0,0,1874,844,45,1030,0,0,1030,514,49.9
30,70,313,1,313,313,313,6.22639,1,6.22639,6.22639,6.22639,70501,1,70501,70501,70501,2991,1,2991,2991,2991,39,1,39,39,39,9,1,9,9,9,10,1,10,10,10,10,1,10,10,10,1,0,0,7450,122,1.6,7328,0,0,7328,4459,60.8,2869,0,0,2869,1379,48.1
30,70,305,1,305,305,305,33.8707,1,33.8707,33.8707,33.8707,452468,1,452468,452468,452468,17867,1,17867,17867,17867,56,1,56,56,56,10,1,10,10,10,12,1,12,12,12,11,1,11,11,11,1,0,0,50365,1794,3.6,48571,39,0.1,48532,32460,66.9,16072,0,0,16072,7142,44.4
30,70,318,1,318,318,318,22.2698,1,22.2698,22.2698,22.2698,267081,1,267081,267081,267081,11591,1,11591,11591,11591,49,1,49,49,49,10,1,10,10,10,12,1,12,12,12,11,1,11,11,11,1,0,0,28483,845,3,27638,18,0.1,27620,16875,61.1,10745,0,0,10745,4953,46.1
30,70,304,1,304,304,304,28.731,1,28.731,28.731,28.731,371525,1,371525,371525,371525,16612,1,16612,16612,16612,55,1,55,55,55,9,1,9,9,9,11,1,11,11,11,10,1,10,10,10,1,0,0,39088,1098,2.8,37990,79,0.2,37911,22398,59.1,15513,0,0,15513,7207,46.5
30,70,289,1,289,289,289,34.0344,1,34.0344,34.0344,34.0344,442640,1,442640,442640,442640,22385,1,22385,22385,22385,47,1,47,47,47,8,1,8,8,8,11,1,11,11,11,9,1,9,9,9,1,0,0,43734,983,2.2,42751,65,0.2,42686,21285,49.9,21401,0,0,21401,10214,47.7
30,70,305,1,305,305,305,2.01894,1,2.01894,2.01894,2.01894,30389,1,30389,30389,30389,1264,1,1264,1264,1264,33,1,33,33,33,9,1,9,9,9,11,1,11,11,11,10,1,10,10,10,1,0,0,3309,102,3.1,3207,34,1.1,3173,2012,63.4,1161,0,0,1161,536,46.2
30,70,313,1,313,313,313,0.585051,1,0.585051,0.585051,0.585051,10270,1,10270,10270,10270,388,1,388,388,388,22,1,22,22,22,10,1,10,10,10,11,1,11,11,11,10,1,10,10,10,1,0,0,1220,81,6.6,1139,30,2.6,1109,803,72.4,306,0,0,306,111,36.3
30,70,308,1,308,308,308,71.2484,1,71.2484,71.2484,71.2484,950265,1,950265,950265,950265,38625,1,38625,38625,38625,58,1,58,58,58,10,1,10,10,10,12,1,12,12,12,11,1,11,11,11,1,0,0,104691,3711,3.5,100980,118,0.1,100862,65949,65.4,34913,0,0,34913,15606,44.7
30,70,304,1,304,304,304,4.84559,1,4.84559,4.84559,4.84559,61619,1,61619,61619,61619,2496,1,2496,2496,2496,51,1,51,51,51,9,1,9,9,9,13,1,13,13,13,10,1,10,10,10,1,0,0,6682,149,2.2,6533,4,0.1,6529,4183,64.1,2346,0,0,2346,1102,47
30,70,311,1,311,311,311,25.8805,1,25.8805,25.8805,25.8805,306309,1,306309,306309,306309,13797,1,13797,13797,13797,54,1,54,54,54,10,1,10,10,10,12,1,12,12,12,11,1,11,11,11,1,0,0,32057,853,2.7,31204,37,0.1,31167,18224,58.5,12943,0,0,12943,6046,46.7
30,70,307,1,307,307,307,16.8807,1,16.8807,16.8807,16.8807,235123,1,235123,235123,235123,9565,1,9565,9565,9565,53,1,53,53,53,10,1,10,10,10,13,1,13,13,13,11,1,11,11,11,1,0,0,25986,959,3.7,25027,158,0.6,24869,16264,65.4,8605,0,0,8605,3823,44.4
30,70,308,1,308,308,308,6.14756,1,6.14756,6.14756,6.14756,74270,1,74270,74270,74270,3312,1,3312,3312,3312,43,1,43,43,43,9,1,9,9,9,12,1,12,12,12,10,1,10,10,10,1,0,0,7789,194,2.5,7595,11,0.1,7584,4467,58.9,3117,0,0,3117,1465,47
30,70,325,1,325,325,325,16.6915,1,16.6915,16.6915,16.6915,193652,1,193652,193652,193652,9494,1,9494,9494,9494,39,1,39,39,39,10,1,10,10,10,12,1,12,12,12,11,1,11,11,11,1,0,0,19498,502,2.6,18996,13,0.1,18983,9992,52.6,8991,0,0,8991,4247,47.2
30,70,310,1,310,310,310,25.3812,1,25.3812,25.3812,25.3812,319101,1,319101,319101,319101,12686,1,12686,12686,12686,57,1,57,57,57,10,1,10,10,10,13,1,13,13,13,11,1,11,11,11,1,0,0,35170,1051,3,34119,44,0.1,34075,22441,65.9,11634,0,0,11634,5295,45.5
30,70,301,1,301,301,301,23.2184,1,23.2184,23.2184,23.2184,301668,1,301668,301668,301668,12948,1,12948,12948,12948,49,1,49,49,49,9,1,9,9,9,11,1,11,11,11,10,1,10,10,10,1,0,0,32089,781,2.4,31308,44,0.1,31264,19098,61.1,12166,0,0,12166,5693,46.8
30,70,299,1,299,299,299,54.6053,1,54.6053,54.6053,54.6053,707834,1,707834,707834,707834,30804,1,30804,30804,30804,56,1,56,56,56,9,1,9,9,9,12,1,12,12,12,10,1,10,10,10,1,0,0,75301,2132,2.8,73169,142,0.2,73027,44356,60.7,28671,0,0,28671,13274,46.3
30,70,313,1,313,313,313,0.676826,1,0.676826,0.676826,0.676826,9857,1,9857,9857,9857,415,1,415,415,415,29,1,29,29,29,10,1,10,10,10,12,1,12,12,12,11,1,11,11,11,1,0,0,1072,37,3.5,1035,7,0.7,1028,651,63.3,377,0,0,377,171,45.4
30,70,305,1,305,305,305,53.8135,1,53.8135,53.8135,53.8135,711744,1,711744,711744,711744,30011,1,30011,30011,30011,55,1,55,55,55,10,1,10,10,10,12,1,12,12,12,11,1,11,11,11,1,0,0,76969,2436,3.2,74533,89,0.1,74444,46870,63,27574,0,0,27574,12571,45.6
30,70,282,1,282,282,282,12.5063,1,12.5063,12.5063,12.5063,141135,1,141135,141135,141135,7108,1,7108,7108,7108,59,1,59,59,59,8,1,8,8,8,10,1,10,10,10,9,1,9,9,9,1,0,0,13718,116,0.8,13602,16,0.1,13586,6595,48.5,6991,0,0,6991,3438,49.2
30,70,292,1,292,292,292,1.61824,1,1.61824,1.61824,1.61824,30321,1,30321,30321,30321,1097,1,1097,1097,1097,33,1,33,33,33,10,1,10,10,10,11,1,11,11,11,10,1,10,10,10,1,0,0,3653,251,6.9,3402,55,1.6,3347,2502,74.8,845,0,0,845,296,35
30,70,303,1,303,303,303,2.76436,1,2.76436,2.76436,2.76436,47670,1,47670,47670,47670,1764,1,1764,1764,1764,40,1,40,40,40,9,1,9,9,9,12,1,12,12,12,10,1,10,10,10,1,0,0,5589,313,5.6,5276,47,0.9,5229,3779,72.3,1450,0,0,1450,570,39.3
30,70,315,1,315,315,315,22.5429,1,22.5429,22.5429,22.5429,314392,1,314392,314392,314392,12189,1,12189,12189,12189,48,1,48,48,48,10,1,10,10,10,12,1,12,12,12,11,1,11,11,11,1,0,0,35582,1527,4.3,34055,82,0.2,33973,23312,68.6,10661,0,0,10661,4566,42.8
30,70,313,1,313,313,313,0.0867695,1,0.0867695,0.0867695,0.0867695,1502,1,1502,1502,1502,46,1,46,46,46,9,1,9,9,9,10,1,10,10,10,12,1,12,12,12,10,1,10,10,10,1,0,0,196,18,9.2,178,4,2.2,174,147,84.5,27,0,0,27,5,18.5
30,70,301,1,301,301,301,2.83808,1,2.83808,2.83808,2.83808,45874,1,45874,45874,45874,1953,1,1953,1953,1953,38,1,38,38,38,9,1,9,9,9,11,1,11,11,11,10,1,10,10,10,1,0,0,5078,255,5,4823,28,0.6,4795,3098,64.6,1697,0,0,1697,727,42.8
30,70,293,1,293,293,293,85.8115,1,85.8115,85.8115,85.8115,1125646,1,1.12565e+06,1125646,1125646,53771,1,53771,53771,53771,59,1,59,59,59,8,1,8,8,8,12,1,12,12,12,9,1,9,9,9,1,0,0,113788,2247,2,111541,74,0.1,111467,59944,53.8,51523,0,0,51523,24643,47.8
30,70,287,1,287,287,287,19.2157,1,19.2157,19.2157,19.2157,334944,1,334944,334944,334944,13894,1,13894,13894,13894,52,1,52,52,52,9,1,9,9,9,11,1,11,11,11,9,1,9,9,9,1,0,0,37094,1644,4.4,35450,112,0.3,35338,23089,65.3,12249,0,0,12249,5301,43.3
30,70,303,1,303,303,303,3.28121,1,3.28121,3.28121,3.28121,45065,1,45065,45065,45065,2084,1,2084,2084,2084,33,1,33,33,33,8,1,8,8,8,11,1,11,11,11,9,1,9,9,9,1,0,0,4651,111,2.4,4540,8,0.2,4532,2560,56.5,1972,0,0,1972,934,47.4
30,70,314,1,314,314,314,29.2411,1,29.2411,29.2411,29.2411,381688,1,381688,381688,381688,16586,1,16586,16586,16586,52,1,52,52,52,10,1,10,10,10,11,1,11,11,11,11,1,11,11,11,1,0,0,40727,1235,3,39492,52,0.1,39440,24089,61.1,15351,0,0,15351,7062,46
30,70,292,1,292,292,292,84.7574,1,84.7574,84.7574,84.7574,1075986,1,1.07599e+06,1075986,1075986,48709,1,48709,48709,48709,56,1,56,56,56,9,1,9,9,9,11,1,11,11,11,10,1,10,10,10,1,0,0,111432,2269,2,109163,110,0.1,109053,62614,57.4,46439,0,0,46439,22090,47.6
30,70,289,1,289,289,289,34.3472,1,34.3472,34.3472,34.3472,449140,1,449140,449140,449140,19908,1,19908,19908,19908,64,1,64,64,64,8,1,8,8,8,10,1,10,10,10,10,1,10,10,10,1,0,0,46901,949,2,45952,15,0,45937,26978,58.7,18959,0,0,18959,9018,47.6
30,70,316,1,316,316,316,3.06024,1,3.06024,3.06024,3.06024,32578,1,32578,32578,32578,1657,1,1657,1657,1657,34,1,34,34,34,9,1,9,9,9,12,1,12,12,12,10,1,10,10,10,1,0,0,3158,32,1,3126,1,0,3125,1501,48,1624,0,0,1624,797,49.1
30,70,304,1,304,304,304,141.043,1,141.043,141.043,141.043,1686165,1,1.68616e+06,1686165,1686165,77375,1,77375,77375,77375,65,1,65,65,65,9,1,9,9,9,12,1,12,12,12,11,1,11,11,11,1,0,0,174788,4450,2.5,170338,114,0.1,170224,97300,57.2,72924,0,0,72924,34239,47
30,70,305,1,305,305,305,36.366,1,36.366,36.366,36.366,430806,1,430806,430806,430806,19499,1,19499,19499,19499,51,1,51,51,51,8,1,8,8,8,12,1,12,12,12,10,1,10,10,10,1,0,0,44379,727,1.6,43652,19,0,43633,24862,57,18771,0,0,18771,9031,48.1
30,70,302,1,302,302,302,3.46183,1,3.46183,3.46183,3.46183,51081,1,51081,51081,51081,2238,1,2238,2238,2238,35,1,35,35,35,8,1,8,8,8,11,1,11,11,11,9,1,9,9,9,1,0,0,5448,170,3.1,5278,26,0.5,5252,3185,60.6,2067,0,0,2067,952,46.1
30,70,289,1,289,289,289,0.635854,1,0.635854,0.635854,0.635854,10663,1,10663,10663,10663,422,1,422,422,422,34,1,34,34,34,10,1,10,10,10,11,1,11,11,11,10,1,10,10,10,1,0,0,1221,65,5.3,1156,14,1.2,1142,786,68.8,356,0,0,356,144,40.4
30,70,314,1,314,314,314,0.0040413,1,0.0040413,0.0040413,0.0040413,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,11,1,11,11,11,11,1,11,11,11,11,1,11,11,11,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
