n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,lower_bound_total,lower_bound_count,lower_bound_mean,lower_bound_min,lower_bound_max,upper_bound_total,upper_bound_count,upper_bound_mean,upper_bound_min,upper_bound_max,number_total,number_count,number_mean,number_min,number_max,match_tries,match_hits,match_pct,edge_threshold_tries,edge_threshold_hits,edge_threshold_pct,small_degree_tries,small_degree_hits,small_degree_pct,neighborhood_subset_tries,neighborhood_subset_hits,neighborhood_subset_pct,common_neighbors_tries,common_neighbors_hits,common_neighbors_pct,bounding_tries,bounding_hits,bounding_pct
27,90,321,1,321,321,321,0.015268,1,0.015268,0.015268,0.015268,85,1,85,85,85,1,1,1,1,1,1,1,1,1,1,14,1,14,14,14,15,1,15,15,15,14,1,14,14,14,1,0,0,11,0,0,11,3,27.3,8,8,100,0,0,0,0,0,0
27,90,311,1,311,311,311,0.0119793,1,0.0119793,0.0119793,0.0119793,88,1,88,88,88,2,1,2,2,2,2,1,2,2,2,15,1,15,15,15,16,1,16,16,16,15,1,15,15,15,1,0,0,10,0,0,10,1,10,9,8,88.9,1,0,0,1,0,0
27,90,315,1,315,315,315,0.0137504,1,0.0137504,0.0137504,0.0137504,89,1,89,89,89,1,1,1,1,1,1,1,1,1,1,15,1,15,15,15,16,1,16,16,16,15,1,15,15,15,1,0,0,11,0,0,11,1,9.1,10,10,100,0,0,0,0,0,0
27,90,319,1,319,319,319,0.00634673,1,0.00634673,0.00634673,0.00634673,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,14,1,14,14,14,14,1,14,14,14,14,1,14,14,14,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,306,1,306,306,306,0.00447067,1,0.00447067,0.00447067,0.00447067,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,14,1,14,14,14,14,1,14,14,14,14,1,14,14,14,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,313,1,313,313,313,0.0177282,1,0.0177282,0.0177282,0.0177282,177,1,177,177,177,2,1,2,2,2,1,1,1,1,1,13,1,13,13,13,14,1,14,14,14,13,1,13,13,13,1,0,0,24,1,4.2,23,1,4.3,22,22,100,0,0,0,0,0,0
27,90,320,1,320,320,320,0.00398768,1,0.00398768,0.00398768,0.00398768,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,17,1,17,17,17,17,1,17,17,17,17,1,17,17,17,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,304,1,304,304,304,0.00417813,1,0.00417813,0.00417813,0.00417813,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,14,1,14,14,14,14,1,14,14,14,14,1,14,14,14,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,329,1,329,329,329,0.0101468,1,0.0101468,0.0101468,0.0101468,75,1,75,75,75,1,1,1,1,1,1,1,1,1,1,17,1,17,17,17,18,1,18,18,18,17,1,17,17,17,1,0,0,9,0,0,9,1,11.1,8,8,100,0,0,0,0,0,0
27,90,317,1,317,317,317,0.0162881,1,0.0162881,0.0162881,0.0162881,168,1,168,168,168,5,1,5,5,5,3,1,3,3,3,13,1,13,13,13,14,1,14,14,14,14,1,14,14,14,1,0,0,22,3,13.6,19,2,10.5,17,15,88.2,2,0,0,2,0,0
27,90,308,1,308,308,308,0.0291853,1,0.0291853,0.0291853,0.0291853,314,1,314,314,314,10,1,10,10,10,4,1,4,4,4,13,1,13,13,13,15,1,15,15,15,14,1,14,14,14,1,0,0,41,4,9.8,37,5,13.5,32,27,84.4,5,0,0,5,2,40
27,90,321,1,321,321,321,0.0039499,1,0.0039499,0.0039499,0.0039499,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,17,1,17,17,17,17,1,17,17,17,17,1,17,17,17,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,309,1,309,309,309,0.00489371,1,0.00489371,0.00489371,0.00489371,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,14,1,14,14,14,14,1,14,14,14,14,1,14,14,14,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,317,1,317,317,317,0.00376703,1,0.00376703,0.00376703,0.00376703,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,16,1,16,16,16,16,1,16,16,16,16,1,16,16,16,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,313,1,313,313,313,0.0124064,1,0.0124064,0.0124064,0.0124064,80,1,80,80,80,1,1,1,1,1,1,1,1,1,1,14,1,14,14,14,15,1,15,15,15,14,1,14,14,14,1,0,0,10,0,0,10,2,20,8,8,100,0,0,0,0,0,0
27,90,317,1,317,317,317,0.0178071,1,0.0178071,0.0178071,0.0178071,96,1,96,96,96,1,1,1,1,1,1,1,1,1,1,13,1,13,13,13,14,1,14,14,14,13,1,13,13,13,1,0,0,12,0,0,12,1,8.3,11,11,100,0,0,0,0,0,0
27,90,319,1,319,319,319,0.0037761,1,0.0037761,0.0037761,0.0037761,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,17,1,17,17,17,17,1,17,17,17,17,1,17,17,17,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,323,1,323,323,323,0.00449566,1,0.00449566,0.00449566,0.00449566,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,18,1,18,18,18,18,1,18,18,18,18,1,18,18,18,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,315,1,315,315,315,0.00412053,1,0.00412053,0.00412053,0.00412053,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,16,1,16,16,16,16,1,16,16,16,16,1,16,16,16,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,318,1,318,318,318,0.00477202,1,0.00477202,0.00477202,0.00477202,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,15,1,15,15,15,15,1,15,15,15,15,1,15,15,15,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,309,1,309,309,309,0.00625842,1,0.00625842,0.00625842,0.00625842,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,13,1,13,13,13,13,1,13,13,13,13,1,13,13,13,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,321,1,321,321,321,0.00398386,1,0.00398386,0.00398386,0.00398386,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,18,1,18,18,18,18,1,18,18,18,18,1,18,18,18,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,317,1,317,317,317,0.00478023,1,0.00478023,0.00478023,0.00478023,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,16,1,16,16,16,16,1,16,16,16,16,1,16,16,16,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,322,1,322,322,322,0.00422551,1,0.00422551,0.00422551,0.00422551,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,16,1,16,16,16,16,1,16,16,16,16,1,16,16,16,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,315,1,315,315,315,0.00437522,1,0.00437522,0.00437522,0.00437522,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,16,1,16,16,16,16,1,16,16,16,16,1,16,16,16,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,323,1,323,323,323,0.0117661,1,0.0117661,0.0117661,0.0117661,81,1,81,81,81,2,1,2,2,2,2,1,2,2,2,16,1,16,16,16,17,1,17,17,17,16,1,16,16,16,1,0,0,9,0,0,9,1,11.1,8,7,87.5,1,0,0,1,0,0
27,90,320,1,320,320,320,0.0206005,1,0.0206005,0.0206005,0.0206005,194,1,194,194,194,7,1,7,7,7,4,1,4,4,4,14,1,14,14,14,15,1,15,15,15,15,1,15,15,15,1,0,0,26,4,15.4,22,5,22.7,17,14,82.4,3,0,0,3,0,0
27,90,322,1,322,322,322,0.00483722,1,0.00483722,0.00483722,0.00483722,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,17,1,17,17,17,17,1,17,17,17,17,1,17,17,17,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,310,1,310,310,310,0.0260437,1,0.0260437,0.0260437,0.0260437,353,1,353,353,353,14,1,14,14,14,6,1,6,6,6,14,1,14,14,14,15,1,15,15,15,14,1,14,14,14,1,0,0,47,6,12.8,41,8,19.5,33,26,78.8,7,0,0,7,0,0
27,90,317,1,317,317,317,0.00807911,1,0.00807911,0.00807911,0.00807911,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,14,1,14,14,14,14,1,14,14,14,14,1,14,14,14,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,90,314,1,314,314,314,0.00643134,1,0.00643134,0.00643134,0.00643134,3,1,3,3,3,0,1,0,0,0,0,1,0,0,0,14,1,14,14,14,14,1,14,14,14,14,1,14,14,14,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
