n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,lower_bound_total,lower_bound_count,lower_bound_mean,lower_bound_min,lower_bound_max,upper_bound_total,upper_bound_count,upper_bound_mean,upper_bound_min,upper_bound_max,number_total,number_count,number_mean,number_min,number_max,match_tries,match_hits,match_pct,edge_threshold_tries,edge_threshold_hits,edge_threshold_pct,small_degree_tries,small_degree_hits,small_degree_pct,neighborhood_subset_tries,neighborhood_subset_hits,neighborhood_subset_pct,common_neighbors_tries,common_neighbors_hits,common_neighbors_pct,bounding_tries,bounding_hits,bounding_pct
29,70,277,1,277,277,277,1.89888,1,1.89888,1.89888,1.89888,25345,1,25345,25345,25345,1203,1,1203,1203,1203,41,1,41,41,41,8,1,8,8,8,11,1,11,11,11,9,1,9,9,9,1,0,0,2589,64,2.5,2525,4,0.2,2521,1383,54.9,1138,0,0,1138,539,47.4
29,70,274,1,274,274,274,5.14199,1,5.14199,5.14199,5.14199,65947,1,65947,65947,65947,3039,1,3039,3039,3039,44,1,44,44,44,8,1,8,8,8,11,1,11,11,11,9,1,9,9,9,1,0,0,6705,80,1.2,6625,7,0.1,6618,3660,55.3,2958,0,0,2958,1443,48.8
29,70,287,1,287,287,287,0.0382196,1,0.0382196,0.0382196,0.0382196,646,1,646,646,646,18,1,18,18,18,10,1,10,10,10,9,1,9,9,9,11,1,11,11,11,9,1,9,9,9,1,0,0,83,5,6,78,3,3.8,75,63,84,12,0,0,12,3,25
29,70,273,1,273,273,273,10.3441,1,10.3441,10.3441,10.3441,147141,1,147141,147141,147141,6246,1,6246,6246,6246,55,1,55,55,55,8,1,8,8,8,10,1,10,10,10,9,1,9,9,9,1,0,0,15850,482,3,15368,23,0.1,15345,9582,62.4,5763,0,0,5763,2644,45.9
29,70,285,1,285,285,285,1.55315,1,1.55315,1.55315,1.55315,23735,1,23735,23735,23735,873,1,873,873,873,34,1,34,34,34,9,1,9,9,9,10,1,10,10,10,10,1,10,10,10,1,0,0,2725,109,4,2616,21,0.8,2595,1831,70.6,764,0,0,764,332,43.5
29,70,278,1,278,278,278,18.8265,1,18.8265,18.8265,18.8265,299630,1,299630,299630,299630,13836,1,13836,13836,13836,41,1,41,41,41,9,1,9,9,9,12,1,12,12,12,10,1,10,10,10,1,0,0,31329,1059,3.4,30270,38,0.1,30232,17456,57.7,12776,0,0,12776,5860,45.9
29,70,297,1,297,297,297,22.0622,1,22.0622,22.0622,22.0622,301437,1,301437,301437,301437,13158,1,13158,13158,13158,42,1,42,42,42,10,1,10,10,10,13,1,13,13,13,11,1,11,11,11,1,0,0,32555,1298,4,31257,138,0.4,31119,19260,61.9,11859,0,0,11859,5281,44.5
29,70,279,1,279,279,279,67.387,1,67.387,67.387,67.387,910092,1,910092,910092,910092,41587,1,41587,41587,41587,54,1,54,54,54,8,1,8,8,8,11,1,11,11,11,10,1,10,10,10,1,0,0,94192,2159,2.3,92033,68,0.1,91965,52538,57.1,39427,0,0,39427,18640,47.3
29,70,276,1,276,276,276,2.63446,1,2.63446,2.63446,2.63446,40845,1,40845,40845,40845,1646,1,1646,1646,1646,41,1,41,41,41,8,1,8,8,8,11,1,11,11,11,9,1,9,9,9,1,0,0,4539,169,3.7,4370,40,0.9,4330,2854,65.9,1476,0,0,1476,656,44.4
29,70,260,1,260,260,260,0.0292917,1,0.0292917,0.0292917,0.0292917,706,1,706,706,706,29,1,29,29,29,10,1,10,10,10,9,1,9,9,9,10,1,10,10,10,9,1,9,9,9,1,0,0,92,13,14.1,79,5,6.3,74,59,79.7,15,0,0,15,0,0
29,70,293,1,293,293,293,0.0909491,1,0.0909491,0.0909491,0.0909491,1637,1,1637,1637,1637,61,1,61,61,61,18,1,18,18,18,9,1,9,9,9,11,1,11,11,11,9,1,9,9,9,1,0,0,192,10,5.2,182,2,1.1,180,130,72.2,50,0,0,50,20,40
29,70,276,1,276,276,276,9.80536,1,9.80536,9.80536,9.80536,139411,1,139411,139411,139411,6484,1,6484,6484,6484,40,1,40,40,40,8,1,8,8,8,10,1,10,10,10,9,1,9,9,9,1,0,0,14377,366,2.5,14011,28,0.2,13983,7866,56.3,6117,0,0,6117,2880,47.1
29,70,267,1,267,267,267,32.5867,1,32.5867,32.5867,32.5867,465587,1,465587,465587,465587,21768,1,21768,21768,21768,52,1,52,52,52,8,1,8,8,8,10,1,10,10,10,9,1,9,9,9,1,0,0,47911,1239,2.6,46672,55,0.1,46617,26089,56,20528,0,0,20528,9652,47
29,70,291,1,291,291,291,2.99542,1,2.99542,2.99542,2.99542,45775,1,45775,45775,45775,1779,1,1779,1779,1779,37,1,37,37,37,10,1,10,10,10,12,1,12,12,12,10,1,10,10,10,1,0,0,5237,262,5,4975,34,0.7,4941,3425,69.3,1516,0,0,1516,628,41.4
29,70,279,1,279,279,279,1.93713,1,1.93713,1.93713,1.93713,24399,1,24399,24399,24399,1198,1,1198,1198,1198,39,1,39,39,39,8,1,8,8,8,11,1,11,11,11,9,1,9,9,9,1,0,0,2423,36,1.5,2387,4,0.2,2383,1222,51.3,1161,0,0,1161,566,48.8
29,70,272,1,272,272,272,5.78578,1,5.78578,5.78578,5.78578,84848,1,84848,84848,84848,4128,1,4128,4128,4128,50,1,50,50,50,8,1,8,8,8,10,1,10,10,10,9,1,9,9,9,1,0,0,8505,166,2,8339,6,0.1,8333,4372,52.5,3961,0,0,3961,1898,47.9
29,70,270,1,270,270,270,11.4189,1,11.4189,11.4189,11.4189,166325,1,166325,166325,166325,7494,1,7494,7494,7494,59,1,59,59,59,8,1,8,8,8,10,1,10,10,10,9,1,9,9,9,1,0,0,17179,291,1.7,16888,7,0,16881,9679,57.3,7202,0,0,7202,3456,48
29,70,282,1,282,282,282,24.2567,1,24.2567,24.2567,24.2567,415502,1,415502,415502,415502,16775,1,16775,16775,16775,44,1,44,44,44,8,1,8,8,8,11,1,11,11,11,10,1,10,10,10,1,0,0,46523,2102,4.5,44421,136,0.3,44285,29613,66.9,14672,0,0,14672,6291,42.9
29,70,283,1,283,283,283,17.8264,1,17.8264,17.8264,17.8264,267060,1,267060,267060,267060,11523,1,11523,11523,11523,43,1,43,43,43,9,1,9,9,9,11,1,11,11,11,9,1,9,9,9,1,0,0,28420,738,2.6,27682,61,0.2,27621,16837,61,10784,0,0,10784,5026,46.6
29,70,292,1,292,292,292,21.1658,1,21.1658,21.1658,21.1658,330722,1,330722,330722,330722,14044,1,14044,14044,14044,49,1,49,49,49,10,1,10,10,10,12,1,12,12,12,10,1,10,10,10,1,0,0,36355,1648,4.5,34707,99,0.3,34608,22213,64.2,12395,0,0,12395,5374,43.4
29,70,301,1,301,301,301,0.277604,1,0.277604,0.277604,0.277604,5056,1,5056,5056,5056,175,1,175,175,175,17,1,17,17,17,10,1,10,10,10,11,1,11,11,11,10,1,10,10,10,1,0,0,623,45,7.2,578,17,2.9,561,432,77,129,0,0,129,41,31.8
