n,p,quick_total,quick_count,quick_mean,quick_min,quick_max,wang_total,wang_count,wang_mean,wang_min,wang_max,zykov_total,zykov_count,zykov_mean,zykov_min,zykov_max
11,30,0.00783248,1,0.00783248,0.00783248,0.00783248,0.00691773,1,0.00691773,0.00691773,0.00691773,0.00514953,1,0.00514953,0.00514953,0.00514953
11,30,0.00761665,1,0.00761665,0.00761665,0.00761665,0.00704571,1,0.00704571,0.00704571,0.00704571,0.00527567,1,0.00527567,0.00527567,0.00527567
11,30,0.0101954,1,0.0101954,0.0101954,0.0101954,0.00805986,1,0.00805986,0.00805986,0.00805986,0.00502412,1,0.00502412,0.00502412,0.00502412
11,30,0.00374733,1,0.00374733,0.00374733,0.00374733,0.0025628,1,0.0025628,0.0025628,0.0025628,0.000662042,1,0.000662042,0.000662042,0.000662042
11,30,0.00641899,1,0.00641899,0.00641899,0.00641899,0.00568994,1,0.00568994,0.00568994,0.00568994,0.00366354,1,0.00366354,0.00366354,0.00366354
11,30,0.00256129,1,0.00256129,0.00256129,0.00256129,0.00178089,1,0.00178089,0.00178089,0.00178089,0.000646044,1,0.000646044,0.000646044,0.000646044
11,30,0.00314583,1,0.00314583,0.00314583,0.00314583,0.00257862,1,0.00257862,0.00257862,0.00257862,0.00179401,1,0.00179401,0.00179401,0.00179401
11,30,0.00205711,1,0.00205711,0.00205711,0.00205711,0.00143134,1,0.00143134,0.00143134,0.00143134,0.00051838,1,0.00051838,0.00051838,0.00051838
11,30,0.00193301,1,0.00193301,0.00193301,0.00193301,0.00129178,1,0.00129178,0.00129178,0.00129178,0.000512764,1,0.000512764,0.000512764,0.000512764
11,30,0.00300458,1,0.00300458,0.00300458,0.00300458,0.00183296,1,0.00183296,0.00183296,0.00183296,0.000287689,1,0.000287689,0.000287689,0.000287689
11,30,0.00164008,1,0.00164008,0.00164008,0.00164008,0.000965642,1,0.000965642,0.000965642,0.000965642,0.00018414,1,0.00018414,0.00018414,0.00018414
11,30,0.00561042,1,0.00561042,0.00561042,0.00561042,0.00515102,1,0.00515102,0.00515102,0.00515102,0.00456039,1,0.00456039,0.00456039,0.00456039
11,30,0.00405482,1,0.00405482,0.00405482,0.00405482,0.00349813,1,0.00349813,0.00349813,0.00349813,0.00220038,1,0.00220038,0.00220038,0.00220038
11,30,0.00482259,1,0.00482259,0.00482259,0.00482259,0.00439009,1,0.00439009,0.00439009,0.00439009,0.00373977,1,0.00373977,0.00373977,0.00373977
11,30,0.0161878,1,0.0161878,0.0161878,0.0161878,0.0155833,1,0.0155833,0.0155833,0.0155833,0.0145356,1,0.0145356,0.0145356,0.0145356
11,30,0.0284973,1,0.0284973,0.0284973,0.0284973,0.0280747,1,0.0280747,0.0280747,0.0280747,0.0274805,1,0.0274805,0.0274805,0.0274805
11,30,0.00853421,1,0.00853421,0.00853421,0.00853421,0.00813658,1,0.00813658,0.00813658,0.00813658,0.00762087,1,0.00762087,0.00762087,0.00762087
11,30,0.0092663,1,0.0092663,0.0092663,0.0092663,0.00879821,1,0.00879821,0.00879821,0.00879821,0.00796764,1,0.00796764,0.00796764,0.00796764
11,30,0.00547433,1,0.00547433,0.00547433,0.00547433,0.00417852,1,0.00417852,0.00417852,0.00417852,0.00214957,1,0.00214957,0.00214957,0.00214957
11,30,0.00305823,1,0.00305823,0.00305823,0.00305823,0.00267322,1,0.00267322,0.00267322,0.00267322,0.00205875,1,0.00205875,0.00205875,0.00205875
11,30,0.00831304,1,0.00831304,0.00831304,0.00831304,0.00771939,1,0.00771939,0.00771939,0.00771939,0.00661587,1,0.00661587,0.00661587,0.00661587
11,30,0.00427825,1,0.00427825,0.00427825,0.00427825,0.002789,1,0.002789,0.002789,0.002789,0.000937254,1,0.000937254,0.000937254,0.000937254
