n,p,quick_total,quick_count,quick_mean,quick_min,quick_max,wang_total,wang_count,wang_mean,wang_min,wang_max,zykov_total,zykov_count,zykov_mean,zykov_min,zykov_max
15,90,0.00921164,1,0.00921164,0.00921164,0.00921164,0.00642528,1,0.00642528,0.00642528,0.00642528,0.00378415,1,0.00378415,0.00378415,0.00378415
15,90,0.00507441,1,0.00507441,0.00507441,0.00507441,0.0033904,1,0.0033904,0.0033904,0.0033904,0.00248694,1,0.00248694,0.00248694,0.00248694
15,90,0.00702726,1,0.00702726,0.00702726,0.00702726,0.00442309,1,0.00442309,0.00442309,0.00442309,0.00328164,1,0.00328164,0.00328164,0.00328164
15,90,0.00420512,1,0.00420512,0.00420512,0.00420512,0.00267453,1,0.00267453,0.00267453,0.00267453,0.00140468,1,0.00140468,0.00140468,0.00140468
15,90,0.0193326,1,0.0193326,0.0193326,0.0193326,0.0169588,1,0.0169588,0.0169588,0.0169588,0.0137376,1,0.0137376,0.0137376,0.0137376
15,90,0.0110587,1,0.0110587,0.0110587,0.0110587,0.00942684,1,0.00942684,0.00942684,0.00942684,0.00720023,1,0.00720023,0.00720023,0.00720023
15,90,0.00726565,1,0.00726565,0.00726565,0.00726565,0.00547351,1,0.00547351,0.00547351,0.00547351,0.0035701,1,0.0035701,0.0035701,0.0035701
15,90,0.00590574,1,0.00590574,0.00590574,0.00590574,0.00297389,1,0.00297389,0.00297389,0.00297389,0.00163732,1,0.00163732,0.00163732,0.00163732
15,90,0.00733323,1,0.00733323,0.00733323,0.00733323,0.00575634,1,0.00575634,0.00575634,0.00575634,0.00344478,1,0.00344478,0.00344478,0.00344478
15,90,0.0058613,1,0.0058613,0.0058613,0.0058613,0.00406335,1,0.00406335,0.00406335,0.00406335,0.00324741,1,0.00324741,0.00324741,0.00324741
15,90,0.00814683,1,0.00814683,0.00814683,0.00814683,0.00534585,1,0.00534585,0.00534585,0.00534585,0.00318125,1,0.00318125,0.00318125,0.00318125
15,90,0.00811138,1,0.00811138,0.00811138,0.00811138,0.00683657,1,0.00683657,0.00683657,0.00683657,0.00413462,1,0.00413462,0.00413462,0.00413462
15,90,0.00865853,1,0.00865853,0.00865853,0.00865853,0.00711494,1,0.00711494,0.00711494,0.00711494,0.00527182,1,0.00527182,0.00527182,0.00527182
15,90,0.00603418,1,0.00603418,0.00603418,0.00603418,0.0038398,1,0.0038398,0.0038398,0.0038398,0.000873712,1,0.000873712,0.000873712,0.000873712
15,90,0.00675148,1,0.00675148,0.00675148,0.00675148,0.00463879,1,0.00463879,0.00463879,0.00463879,0.00327605,1,0.00327605,0.00327605,0.00327605
15,90,0.00838341,1,0.00838341,0.00838341,0.00838341,0.00591066,1,0.00591066,0.00591066,0.00591066,0.00328356,1,0.00328356,0.00328356,0.00328356
15,90,0.0786025,1,0.0786025,0.0786025,0.0786025,0.0752895,1,0.0752895,0.0752895,0.0752895,0.0673956,1,0.0673956,0.0673956,0.0673956
15,90,0.0049205,1,0.0049205,0.0049205,0.0049205,0.00278333,1,0.00278333,0.00278333,0.00278333,0.00145054,1,0.00145054,0.00145054,0.00145054
15,90,0.0149738,1,0.0149738,0.0149738,0.0149738,0.0132019,1,0.0132019,0.0132019,0.0132019,0.0110794,1,0.0110794,0.0110794,0.0110794
15,90,0.00964248,1,0.00964248,0.00964248,0.00964248,0.00647247,1,0.00647247,0.00647247,0.00647247,0.00348472,1,0.00348472,0.00348472,0.00348472
15,90,0.00470829,1,0.00470829,0.00470829,0.00470829,0.00320612,1,0.00320612,0.00320612,0.00320612,0.00261909,1,0.00261909,0.00261909,0.00261909
15,90,0.00456344,1,0.00456344,0.00456344,0.00456344,0.00272597,1,0.00272597,0.00272597,0.00272597,0.00103591,1,0.00103591,0.00103591,0.00103591
15,90,0.0077971,1,0.0077971,0.0077971,0.0077971,0.00564176,1,0.00564176,0.00564176,0.00564176,0.00358466,1,0.00358466,0.00358466,0.00358466
15,90,0.00998727,1,0.00998727,0.00998727,0.00998727,0.00815517,1,0.00815517,0.00815517,0.00815517,0.00523114,1,0.00523114,0.00523114,0.00523114
15,90,0.00452624,1,0.00452624,0.00452624,0.00452624,0.00238991,1,0.00238991,0.00238991,0.00238991,0.000781471,1,0.000781471,0.000781471,0.000781471
