n,p,quick_total,quick_count,quick_mean,quick_min,quick_max,wang_total,wang_count,wang_mean,wang_min,wang_max,zykov_total,zykov_count,zykov_mean,zykov_min,zykov_max
17,60,0.0574363,1,0.0574363,0.0574363,0.0574363,0.0307877,1,0.0307877,0.0307877,0.0307877,0.004166,1,0.004166,0.004166,0.004166
17,60,0.160171,1,0.160171,0.160171,0.160171,0.158548,1,0.158548,0.158548,0.158548,0.156666,1,0.156666,0.156666,0.156666
17,60,0.0561331,1,0.0561331,0.0561331,0.0561331,0.0519382,1,0.0519382,0.0519382,0.0519382,0.042226,1,0.042226,0.042226,0.042226
17,60,0.180053,1,0.180053,0.180053,0.180053,0.163137,1,0.163137,0.163137,0.163137,0.133745,1,0.133745,0.133745,0.133745
17,60,0.0531504,1,0.0531504,0.0531504,0.0531504,0.035391,1,0.035391,0.035391,0.035391,0.0176416,1,0.0176416,0.0176416,0.0176416
17,60,0.387683,1,0.387683,0.387683,0.387683,0.382317,1,0.382317,0.382317,0.382317,0.355807,1,0.355807,0.355807,0.355807
17,60,0.0411299,1,0.0411299,0.0411299,0.0411299,0.0311568,1,0.0311568,0.0311568,0.0311568,0.0152766,1,0.0152766,0.0152766,0.0152766
17,60,0.0789603,1,0.0789603,0.0789603,0.0789603,0.0663592,1,0.0663592,0.0663592,0.0663592,0.0315742,1,0.0315742,0.0315742,0.0315742
17,60,0.145284,1,0.145284,0.145284,0.145284,0.143763,1,0.143763,0.143763,0.143763,0.13566,1,0.13566,0.13566,0.13566
17,60,0.042624,1,0.042624,0.042624,0.042624,0.0365106,1,0.0365106,0.0365106,0.0365106,0.0233394,1,0.0233394,0.0233394,0.0233394
17,60,0.193767,1,0.193767,0.193767,0.193767,0.190684,1,0.190684,0.190684,0.190684,0.16537,1,0.16537,0.16537,0.16537
17,60,0.335714,1,0.335714,0.335714,0.335714,0.328578,1,0.328578,0.328578,0.328578,0.310528,1,0.310528,0.310528,0.310528
17,60,0.0953154,1,0.0953154,0.0953154,0.0953154,0.0897782,1,0.0897782,0.0897782,0.0897782,0.0735244,1,0.0735244,0.0735244,0.0735244
17,60,0.234302,1,0.234302,0.234302,0.234302,0.215397,1,0.215397,0.215397,0.215397,0.195552,1,0.195552,0.195552,0.195552
17,60,0.548748,1,0.548748,0.548748,0.548748,0.546419,1,0.546419,0.546419,0.546419,0.535875,1,0.535875,0.535875,0.535875
17,60,0.198029,1,0.198029,0.198029,0.198029,0.195933,1,0.195933,0.195933,0.195933,0.183428,1,0.183428,0.183428,0.183428
17,60,0.469324,1,0.469324,0.469324,0.469324,0.46753,1,0.46753,0.46753,0.46753,0.411681,1,0.411681,0.411681,0.411681
17,60,0.183899,1,0.183899,0.183899,0.183899,0.180088,1,0.180088,0.180088,0.180088,0.147632,1,0.147632,0.147632,0.147632
17,60,0.0169463,1,0.0169463,0.0169463,0.0169463,0.0135168,1,0.0135168,0.0135168,0.0135168,0.000770635,1,0.000770635,0.000770635,0.000770635
17,60,0.0525666,1,0.0525666,0.0525666,0.0525666,0.0441522,1,0.0441522,0.0441522,0.0441522,0.0289848,1,0.0289848,0.0289848,0.0289848
17,60,0.121182,1,0.121182,0.121182,0.121182,0.11893,1,0.11893,0.11893,0.11893,0.0934824,1,0.0934824,0.0934824,0.0934824
17,60,0.0566123,1,0.0566123,0.0566123,0.0566123,0.0524368,1,0.0524368,0.0524368,0.0524368,0.0310555,1,0.0310555,0.0310555,0.0310555
17,60,0.241282,1,0.241282,0.241282,0.241282,0.238779,1,0.238779,0.238779,0.238779,0.21653,1,0.21653,0.21653,0.21653
17,60,0.0827401,1,0.0827401,0.0827401,0.0827401,0.0807582,1,0.0807582,0.0807582,0.0807582,0.0746259,1,0.0746259,0.0746259,0.0746259
17,60,0.0431125,1,0.0431125,0.0431125,0.0431125,0.0354228,1,0.0354228,0.0354228,0.0354228,0.0166175,1,0.0166175,0.0166175,0.0166175
17,60,0.0723435,1,0.0723435,0.0723435,0.0723435,0.0648237,1,0.0648237,0.0648237,0.0648237,0.0123036,1,0.0123036,0.0123036,0.0123036
17,60,0.0469571,1,0.0469571,0.0469571,0.0469571,0.0427597,1,0.0427597,0.0427597,0.0427597,0.0116369,1,0.0116369,0.0116369,0.0116369
17,60,0.0405467,1,0.0405467,0.0405467,0.0405467,0.0364993,1,0.0364993,0.0364993,0.0364993,0.0244803,1,0.0244803,0.0244803,0.0244803
17,60,0.0642718,1,0.0642718,0.0642718,0.0642718,0.045435,1,0.045435,0.045435,0.045435,0.0145353,1,0.0145353,0.0145353,0.0145353
17,60,0.580222,1,0.580222,0.580222,0.580222,0.5701,1,0.5701,0.5701,0.5701,0.54971,1,0.54971,0.54971,0.54971
17,60,0.185632,1,0.185632,0.185632,0.185632,0.183911,1,0.183911,0.183911,0.183911,0.172264,1,0.172264,0.172264,0.172264
17,60,0.115529,1,0.115529,0.115529,0.115529,0.0736552,1,0.0736552,0.0736552,0.0736552,0.0386896,1,0.0386896,0.0386896,0.0386896
17,60,0.0293181,1,0.0293181,0.0293181,0.0293181,0.0275989,1,0.0275989,0.0275989,0.0275989,0.0194534,1,0.0194534,0.0194534,0.0194534
17,60,0.0367141,1,0.0367141,0.0367141,0.0367141,0.028749,1,0.028749,0.028749,0.028749,0.0133206,1,0.0133206,0.0133206,0.0133206
17,60,0.0517589,1,0.0517589,0.0517589,0.0517589,0.044864,1,0.044864,0.044864,0.044864,0.0104551,1,0.0104551,0.0104551,0.0104551
17,60,0.0194972,1,0.0194972,0.0194972,0.0194972,0.011693,1,0.011693,0.011693,0.011693,0.00181587,1,0.00181587,0.00181587,0.00181587
17,60,0.0339645,1,0.0339645,0.0339645,0.0339645,0.0228106,1,0.0228106,0.0228106,0.0228106,0.00915868,1,0.00915868,0.00915868,0.00915868
17,60,0.0564061,1,0.0564061,0.0564061,0.0564061,0.0547467,1,0.0547467,0.0547467,0.0547467,0.0508402,1,0.0508402,0.0508402,0.0508402
17,60,0.0379103,1,0.0379103,0.0379103,0.0379103,0.0361527,1,0.0361527,0.0361527,0.0361527,0.0195462,1,0.0195462,0.0195462,0.0195462
17,60,0.412895,1,0.412895,0.412895,0.412895,0.411307,1,0.411307,0.411307,0.411307,0.391445,1,0.391445,0.391445,0.391445
17,60,0.0717795,1,0.0717795,0.0717795,0.0717795,0.0697727,1,0.0697727,0.0697727,0.0697727,0.0604685,1,0.0604685,0.0604685,0.0604685
17,60,0.0210193,1,0.0210193,0.0210193,0.0210193,0.0139283,1,0.0139283,0.0139283,0.0139283,0.00281959,1,0.00281959,0.00281959,0.00281959
17,60,0.173551,1,0.173551,0.173551,0.173551,0.171871,1,0.171871,0.171871,0.171871,0.129382,1,0.129382,0.129382,0.129382
17,60,0.0517879,1,0.0517879,0.0517879,0.0517879,0.0481388,1,0.0481388,0.0481388,0.0481388,0.0195535,1,0.0195535,0.0195535,0.0195535
17,60,0.0449822,1,0.0449822,0.0449822,0.0449822,0.0334641,1,0.0334641,0.0334641,0.0334641,0.00779444,1,0.00779444,0.00779444,0.00779444
17,60,0.190519,1,0.190519,0.190519,0.190519,0.183632,1,0.183632,0.183632,0.183632,0.171291,1,0.171291,0.171291,0.171291
17,60,0.115883,1,0.115883,0.115883,0.115883,0.109203,1,0.109203,0.109203,0.109203,0.0931348,1,0.0931348,0.0931348,0.0931348
17,60,0.0534889,1,0.0534889,0.0534889,0.0534889,0.0488402,1,0.0488402,0.0488402,0.0488402,0.0249855,1,0.0249855,0.0249855,0.0249855
17,60,0.0919569,1,0.0919569,0.0919569,0.0919569,0.0849592,1,0.0849592,0.0849592,0.0849592,0.0487422,1,0.0487422,0.0487422,0.0487422
17,60,0.125593,1,0.125593,0.125593,0.125593,0.122022,1,0.122022,0.122022,0.122022,0.0978747,1,0.0978747,0.0978747,0.0978747
17,60,0.111808,1,0.111808,0.111808,0.111808,0.0970489,1,0.0970489,0.0970489,0.0970489,0.00677541,1,0.00677541,0.00677541,0.00677541
17,60,0.0245438,1,0.0245438,0.0245438,0.0245438,0.0178877,1,0.0178877,0.0178877,0.0178877,0.00572555,1,0.00572555,0.00572555,0.00572555
17,60,0.0662379,1,0.0662379,0.0662379,0.0662379,0.0546991,1,0.0546991,0.0546991,0.0546991,0.00580668,1,0.00580668,0.00580668,0.00580668
17,60,0.23722,1,0.23722,0.23722,0.23722,0.235685,1,0.235685,0.235685,0.235685,0.226922,1,0.226922,0.226922,0.226922
17,60,0.145802,1,0.145802,0.145802,0.145802,0.118685,1,0.118685,0.118685,0.118685,0.0134181,1,0.0134181,0.0134181,0.0134181
17,60,0.134678,1,0.134678,0.134678,0.134678,0.132424,1,0.132424,0.132424,0.132424,0.105123,1,0.105123,0.105123,0.105123
17,60,0.358577,1,0.358577,0.358577,0.358577,0.356379,1,0.356379,0.356379,0.356379,0.331927,1,0.331927,0.331927,0.331927
17,60,0.065376,1,0.065376,0.065376,0.065376,0.0634773,1,0.0634773,0.0634773,0.0634773,0.0280662,1,0.0280662,0.0280662,0.0280662
17,60,0.0503263,1,0.0503263,0.0503263,0.0503263,0.0451022,1,0.0451022,0.0451022,0.0451022,0.00672705,1,0.00672705,0.00672705,0.00672705
17,60,0.062215,1,0.062215,0.062215,0.062215,0.0482109,1,0.0482109,0.0482109,0.0482109,0.0130049,1,0.0130049,0.0130049,0.0130049
17,60,0.120266,1,0.120266,0.120266,0.120266,0.116182,1,0.116182,0.116182,0.116182,0.094697,1,0.094697,0.094697,0.094697
17,60,0.077621,1,0.077621,0.077621,0.077621,0.0733598,1,0.0733598,0.0733598,0.0733598,0.043559,1,0.043559,0.043559,0.043559
17,60,0.0847472,1,0.0847472,0.0847472,0.0847472,0.0821017,1,0.0821017,0.0821017,0.0821017,0.0638944,1,0.0638944,0.0638944,0.0638944
17,60,0.206955,1,0.206955,0.206955,0.206955,0.192924,1,0.192924,0.192924,0.192924,0.166854,1,0.166854,0.166854,0.166854
17,60,0.0741144,1,0.0741144,0.0741144,0.0741144,0.0665243,1,0.0665243,0.0665243,0.0665243,0.030144,1,0.030144,0.030144,0.030144
17,60,0.989494,1,0.989494,0.989494,0.989494,0.981691,1,0.981691,0.981691,0.981691,0.940555,1,0.940555,0.940555,0.940555
17,60,0.300054,1,0.300054,0.300054,0.300054,0.291117,1,0.291117,0.291117,0.291117,0.256714,1,0.256714,0.256714,0.256714
17,60,0.101385,1,0.101385,0.101385,0.101385,0.0980935,1,0.0980935,0.0980935,0.0980935,0.0689979,1,0.0689979,0.0689979,0.0689979
17,60,0.448585,1,0.448585,0.448585,0.448585,0.419034,1,0.419034,0.419034,0.419034,0.382827,1,0.382827,0.382827,0.382827
17,60,0.263419,1,0.263419,0.263419,0.263419,0.23255,1,0.23255,0.23255,0.23255,0.189217,1,0.189217,0.189217,0.189217
17,60,0.0372266,1,0.0372266,0.0372266,0.0372266,0.0273354,1,0.0273354,0.0273354,0.0273354,0.00694321,1,0.00694321,0.00694321,0.00694321
17,60,0.0806084,1,0.0806084,0.0806084,0.0806084,0.056413,1,0.056413,0.056413,0.056413,0.0259812,1,0.0259812,0.0259812,0.0259812
17,60,0.132571,1,0.132571,0.132571,0.132571,0.0973832,1,0.0973832,0.0973832,0.0973832,0.0282742,1,0.0282742,0.0282742,0.0282742
17,60,0.046869,1,0.046869,0.046869,0.046869,0.0368127,1,0.0368127,0.0368127,0.0368127,0.00537685,1,0.00537685,0.00537685,0.00537685
17,60,0.168738,1,0.168738,0.168738,0.168738,0.158412,1,0.158412,0.158412,0.158412,0.134369,1,0.134369,0.134369,0.134369
17,60,0.0893436,1,0.0893436,0.0893436,0.0893436,0.0802543,1,0.0802543,0.0802543,0.0802543,0.0679113,1,0.0679113,0.0679113,0.0679113
17,60,0.0812984,1,0.0812984,0.0812984,0.0812984,0.0654957,1,0.0654957,0.0654957,0.0654957,0.0188161,1,0.0188161,0.0188161,0.0188161
17,60,0.167975,1,0.167975,0.167975,0.167975,0.156612,1,0.156612,0.156612,0.156612,0.127091,1,0.127091,0.127091,0.127091
17,60,0.390369,1,0.390369,0.390369,0.390369,0.385795,1,0.385795,0.385795,0.385795,0.353428,1,0.353428,0.353428,0.353428
17,60,0.0718352,1,0.0718352,0.0718352,0.0718352,0.0690307,1,0.0690307,0.0690307,0.0690307,0.0552961,1,0.0552961,0.0552961,0.0552961
17,60,0.0955497,1,0.0955497,0.0955497,0.0955497,0.0869078,1,0.0869078,0.0869078,0.0869078,0.0767739,1,0.0767739,0.0767739,0.0767739
17,60,0.0332525,1,0.0332525,0.0332525,0.0332525,0.019877,1,0.019877,0.019877,0.019877,0.00842704,1,0.00842704,0.00842704,0.00842704
17,60,0.0886043,1,0.0886043,0.0886043,0.0886043,0.0808085,1,0.0808085,0.0808085,0.0808085,0.0501646,1,0.0501646,0.0501646,0.0501646
17,60,0.0679513,1,0.0679513,0.0679513,0.0679513,0.0633562,1,0.0633562,0.0633562,0.0633562,0.0545473,1,0.0545473,0.0545473,0.0545473
17,60,0.0963132,1,0.0963132,0.0963132,0.0963132,0.0929646,1,0.0929646,0.0929646,0.0929646,0.0309377,1,0.0309377,0.0309377,0.0309377
17,60,0.0333445,1,0.0333445,0.0333445,0.0333445,0.0240708,1,0.0240708,0.0240708,0.0240708,0.0128534,1,0.0128534,0.0128534,0.0128534
17,60,0.08642,1,0.08642,0.08642,0.08642,0.0785937,1,0.0785937,0.0785937,0.0785937,0.0618732,1,0.0618732,0.0618732,0.0618732
17,60,0.0753429,1,0.0753429,0.0753429,0.0753429,0.0679507,1,0.0679507,0.0679507,0.0679507,0.025738,1,0.025738,0.025738,0.025738
17,60,0.0172969,1,0.0172969,0.0172969,0.0172969,0.0120452,1,0.0120452,0.0120452,0.0120452,0.00298399,1,0.00298399,0.00298399,0.00298399
17,60,0.0612223,1,0.0612223,0.0612223,0.0612223,0.0595448,1,0.0595448,0.0595448,0.0595448,0.0448706,1,0.0448706,0.0448706,0.0448706
17,60,0.126147,1,0.126147,0.126147,0.126147,0.123092,1,0.123092,0.123092,0.123092,0.085069,1,0.085069,0.085069,0.085069
17,60,0.0488756,1,0.0488756,0.0488756,0.0488756,0.0429,1,0.0429,0.0429,0.0429,0.0232723,1,0.0232723,0.0232723,0.0232723
17,60,0.0805194,1,0.0805194,0.0805194,0.0805194,0.0786244,1,0.0786244,0.0786244,0.0786244,0.0724841,1,0.0724841,0.0724841,0.0724841
17,60,0.0312541,1,0.0312541,0.0312541,0.0312541,0.0281665,1,0.0281665,0.0281665,0.0281665,0.00732791,1,0.00732791,0.00732791,0.00732791
17,60,0.0253155,1,0.0253155,0.0253155,0.0253155,0.0200825,1,0.0200825,0.0200825,0.0200825,0.00164518,1,0.00164518,0.00164518,0.00164518
17,60,0.269627,1,0.269627,0.269627,0.269627,0.263541,1,0.263541,0.263541,0.263541,0.228859,1,0.228859,0.228859,0.228859
17,60,1.41765,1,1.41765,1.41765,1.41765,1.41296,1,1.41296,1.41296,1.41296,1.36111,1,1.36111,1.36111,1.36111
17,60,0.273927,1,0.273927,0.273927,0.273927,0.267872,1,0.267872,0.267872,0.267872,0.247569,1,0.247569,0.247569,0.247569
17,60,0.0222449,1,0.0222449,0.0222449,0.0222449,0.0152499,1,0.0152499,0.0152499,0.0152499,0.00534731,1,0.00534731,0.00534731,0.00534731
17,60,0.0614241,1,0.0614241,0.0614241,0.0614241,0.04584,1,0.04584,0.04584,0.04584,0.0110278,1,0.0110278,0.0110278,0.0110278
