n,p,quick_total,quick_count,quick_mean,quick_min,quick_max,wang_total,wang_count,wang_mean,wang_min,wang_max,zykov_total,zykov_count,zykov_mean,zykov_min,zykov_max
22,10,6637.36,100,66.3736,0.0277935,1004.13,6636,100,66.36,0.0198391,1004.12,6631.17,100,66.3117,0.000612206,1004.01
22,20,8329.74,100,83.2974,0.0975557,1297.23,8327.64,100,83.2764,0.07409,1297.23,8307.77,100,83.0777,0.00106111,1297.11
22,30,3950.86,100,39.5086,0.246479,544.763,3941.6,100,39.416,0.214216,544.661,3886.68,100,38.8668,0.00175813,544.283
22,40,3853.47,100,38.5347,0.171413,791.61,3836.15,100,38.3615,0.117149,791.329,3778.76,100,37.7876,0.00317486,790.854
22,50,1166.44,100,11.6644,0.288682,127.854,1143.69,100,11.4369,0.212773,126.506,1090.8,100,10.908,0.0288026,124.734
22,60,543.983,100,5.43983,0.416292,48.2722,520.004,100,5.20004,0.269779,46.8779,466.268,100,4.66268,0.0128107,46.3273
22,70,147.237,100,1.47237,0.105479,8.46382,137.192,100,1.37192,0.0944326,8.33215,108.575,100,1.08575,0.00514514,8.09181
22,80,45.5733,100,0.455733,0.0391405,3.68578,41.8855,100,0.418855,0.0302758,3.48196,27.7436,100,0.277436,0.00369879,3.27213
22,90,9.27544,100,0.0927544,0.0185941,1.26935,8.42115,100,0.0842115,0.0130118,1.25069,6.09196,100,0.0609196,0.0051255,1.18006
