n,p,quick_total,quick_count,quick_mean,quick_min,quick_max,wang_total,wang_count,wang_mean,wang_min,wang_max,zykov_total,zykov_count,zykov_mean,zykov_min,zykov_max
14,10,0.00917311,1,0.00917311,0.00917311,0.00917311,0.00572728,1,0.00572728,0.00572728,0.00572728,0.000325504,1,0.000325504,0.000325504,0.000325504
14,10,0.00368783,1,0.00368783,0.00368783,0.00368783,0.00303694,1,0.00303694,0.00303694,0.00303694,0.00215608,1,0.00215608,0.00215608,0.00215608
14,10,0.041455,1,0.041455,0.041455,0.041455,0.0409963,1,0.0409963,0.0409963,0.0409963,0.040517,1,0.040517,0.040517,0.040517
14,10,0.00653523,1,0.00653523,0.00653523,0.00653523,0.00535069,1,0.00535069,0.00535069,0.00535069,0.00342979,1,0.00342979,0.00342979,0.00342979
14,10,0.00457061,1,0.00457061,0.00457061,0.00457061,0.0033828,1,0.0033828,0.0033828,0.0033828,0.000956693,1,0.000956693,0.000956693,0.000956693
14,10,0.00695563,1,0.00695563,0.00695563,0.00695563,0.00531972,1,0.00531972,0.00531972,0.00531972,0.00276934,1,0.00276934,0.00276934,0.00276934
14,10,0.0082443,1,0.0082443,0.0082443,0.0082443,0.00708422,1,0.00708422,0.00708422,0.00708422,0.00435167,1,0.00435167,0.00435167,0.00435167
14,10,0.001594,1,0.001594,0.001594,0.001594,0.000991377,1,0.000991377,0.000991377,0.000991377,0.000191642,1,0.000191642,0.000191642,0.000191642
14,10,0.00754766,1,0.00754766,0.00754766,0.00754766,0.0066488,1,0.0066488,0.0066488,0.0066488,0.00507169,1,0.00507169,0.00507169,0.00507169
14,10,0.00521806,1,0.00521806,0.00521806,0.00521806,0.00391011,1,0.00391011,0.00391011,0.00391011,0.00135946,1,0.00135946,0.00135946,0.00135946
14,10,0.0720815,1,0.0720815,0.0720815,0.0720815,0.0709864,1,0.0709864,0.0709864,0.0709864,0.0690396,1,0.0690396,0.0690396,0.0690396
14,10,0.0111724,1,0.0111724,0.0111724,0.0111724,0.01048,1,0.01048,0.01048,0.01048,0.00947415,1,0.00947415,0.00947415,0.00947415
14,10,0.0158642,1,0.0158642,0.0158642,0.0158642,0.0148625,1,0.0148625,0.0148625,0.0148625,0.0131975,1,0.0131975,0.0131975,0.0131975
14,10,0.0165036,1,0.0165036,0.0165036,0.0165036,0.0151404,1,0.0151404,0.0151404,0.0151404,0.012198,1,0.012198,0.012198,0.012198
14,10,0.00526977,1,0.00526977,0.00526977,0.00526977,0.00405909,1,0.00405909,0.00405909,0.00405909,0.00231035,1,0.00231035,0.00231035,0.00231035
14,10,0.00963778,1,0.00963778,0.00963778,0.00963778,0.00811035,1,0.00811035,0.00811035,0.00811035,0.00497701,1,0.00497701,0.00497701,0.00497701
14,10,0.00978025,1,0.00978025,0.00978025,0.00978025,0.00851371,1,0.00851371,0.00851371,0.00851371,0.00599872,1,0.00599872,0.00599872,0.00599872
14,10,0.0189234,1,0.0189234,0.0189234,0.0189234,0.0179092,1,0.0179092,0.0179092,0.0179092,0.0161317,1,0.0161317,0.0161317,0.0161317
14,10,0.447464,1,0.447464,0.447464,0.447464,0.446879,1,0.446879,0.446879,0.446879,0.445838,1,0.445838,0.445838,0.445838
14,10,0.811194,1,0.811194,0.811194,0.811194,0.810467,1,0.810467,0.810467,0.810467,0.809106,1,0.809106,0.809106,0.809106
14,10,0.00723857,1,0.00723857,0.00723857,0.00723857,0.00596372,1,0.00596372,0.00596372,0.00596372,0.00387794,1,0.00387794,0.00387794,0.00387794
14,10,0.0261206,1,0.0261206,0.0261206,0.0261206,0.0255137,1,0.0255137,0.0255137,0.0255137,0.0246662,1,0.0246662,0.0246662,0.0246662
14,10,0.017763,1,0.017763,0.017763,0.017763,0.0167573,1,0.0167573,0.0167573,0.0167573,0.0149511,1,0.0149511,0.0149511,0.0149511
14,10,0.00861412,1,0.00861412,0.00861412,0.00861412,0.00794845,1,0.00794845,0.00794845,0.00794845,0.00706119,1,0.00706119,0.00706119,0.00706119
14,10,0.0528824,1,0.0528824,0.0528824,0.0528824,0.0512423,1,0.0512423,0.0512423,0.0512423,0.0478847,1,0.0478847,0.0478847,0.0478847
14,10,0.00680154,1,0.00680154,0.00680154,0.00680154,0.00588265,1,0.00588265,0.00588265,0.00588265,0.00435897,1,0.00435897,0.00435897,0.00435897
14,10,0.009463,1,0.009463,0.009463,0.009463,0.00773559,1,0.00773559,0.00773559,0.00773559,0.00449932,1,0.00449932,0.00449932,0.00449932
14,10,0.0104939,1,0.0104939,0.0104939,0.0104939,0.00947223,1,0.00947223,0.00947223,0.00947223,0.00796807,1,0.00796807,0.00796807,0.00796807
14,10,0.0592466,1,0.0592466,0.0592466,0.0592466,0.0585237,1,0.0585237,0.0585237,0.0585237,0.0573964,1,0.0573964,0.0573964,0.0573964
14,10,0.00448737,1,0.00448737,0.00448737,0.00448737,0.0037924,1,0.0037924,0.0037924,0.0037924,0.00281135,1,0.00281135,0.00281135,0.00281135
14,10,0.00929064,1,0.00929064,0.00929064,0.00929064,0.00817825,1,0.00817825,0.00817825,0.00817825,0.00627576,1,0.00627576,0.00627576,0.00627576
14,10,0.0183811,1,0.0183811,0.0183811,0.0183811,0.0176151,1,0.0176151,0.0176151,0.0176151,0.0165992,1,0.0165992,0.0165992,0.0165992
14,10,0.00721563,1,0.00721563,0.00721563,0.00721563,0.00481343,1,0.00481343,0.00481343,0.00481343,0.000968199,1,0.000968199,0.000968199,0.000968199
14,10,0.0672929,1,0.0672929,0.0672929,0.0672929,0.066574,1,0.066574,0.066574,0.066574,0.0656052,1,0.0656052,0.0656052,0.0656052
14,10,0.0061582,1,0.0061582,0.0061582,0.0061582,0.00472587,1,0.00472587,0.00472587,0.00472587,0.00213613,1,0.00213613,0.00213613,0.00213613
14,10,0.699183,1,0.699183,0.699183,0.699183,0.698185,1,0.698185,0.698185,0.698185,0.695977,1,0.695977,0.695977,0.695977
14,10,0.0481982,1,0.0481982,0.0481982,0.0481982,0.0476593,1,0.0476593,0.0476593,0.0476593,0.0470349,1,0.0470349,0.0470349,0.0470349
14,10,0.011266,1,0.011266,0.011266,0.011266,0.0105161,1,0.0105161,0.0105161,0.0105161,0.00946057,1,0.00946057,0.00946057,0.00946057
14,10,0.00451014,1,0.00451014,0.00451014,0.00451014,0.00298443,1,0.00298443,0.00298443,0.00298443,0.000215438,1,0.000215438,0.000215438,0.000215438
14,10,0.00573864,1,0.00573864,0.00573864,0.00573864,0.00465959,1,0.00465959,0.00465959,0.00465959,0.00283433,1,0.00283433,0.00283433,0.00283433
14,10,0.00680417,1,0.00680417,0.00680417,0.00680417,0.00528837,1,0.00528837,0.00528837,0.00528837,0.00253034,1,0.00253034,0.00253034,0.00253034
14,10,0.00637456,1,0.00637456,0.00637456,0.00637456,0.00506496,1,0.00506496,0.00506496,0.00506496,0.0025314,1,0.0025314,0.0025314,0.0025314
14,10,0.0273439,1,0.0273439,0.0273439,0.0273439,0.0265181,1,0.0265181,0.0265181,0.0265181,0.0253063,1,0.0253063,0.0253063,0.0253063
14,10,0.00621417,1,0.00621417,0.00621417,0.00621417,0.00458223,1,0.00458223,0.00458223,0.00458223,0.0019493,1,0.0019493,0.0019493,0.0019493
14,10,0.00390162,1,0.00390162,0.00390162,0.00390162,0.0026683,1,0.0026683,0.0026683,0.0026683,0.000881589,1,0.000881589,0.000881589,0.000881589
14,10,0.00338688,1,0.00338688,0.00338688,0.00338688,0.00239341,1,0.00239341,0.00239341,0.00239341,0.000896946,1,0.000896946,0.000896946,0.000896946
14,10,0.00482024,1,0.00482024,0.00482024,0.00482024,0.00299842,1,0.00299842,0.00299842,0.00299842,0.000226142,1,0.000226142,0.000226142,0.000226142
14,10,0.003668,1,0.003668,0.003668,0.003668,0.00255167,1,0.00255167,0.00255167,0.00255167,0.00071768,1,0.00071768,0.00071768,0.00071768
14,10,0.0154382,1,0.0154382,0.0154382,0.0154382,0.0138755,1,0.0138755,0.0138755,0.0138755,0.0108699,1,0.0108699,0.0108699,0.0108699
14,10,0.0126032,1,0.0126032,0.0126032,0.0126032,0.0112613,1,0.0112613,0.0112613,0.0112613,0.00891679,1,0.00891679,0.00891679,0.00891679
14,10,0.00882643,1,0.00882643,0.00882643,0.00882643,0.00703477,1,0.00703477,0.00703477,0.00703477,0.00345546,1,0.00345546,0.00345546,0.00345546
14,10,0.0041124,1,0.0041124,0.0041124,0.0041124,0.00300298,1,0.00300298,0.00300298,0.00300298,0.00114765,1,0.00114765,0.00114765,0.00114765
14,10,0.0104019,1,0.0104019,0.0104019,0.0104019,0.00819872,1,0.00819872,0.00819872,0.00819872,0.0041165,1,0.0041165,0.0041165,0.0041165
14,10,0.00255058,1,0.00255058,0.00255058,0.00255058,0.00167388,1,0.00167388,0.00167388,0.00167388,0.00018437,1,0.00018437,0.00018437,0.00018437
14,10,0.00834622,1,0.00834622,0.00834622,0.00834622,0.00643919,1,0.00643919,0.00643919,0.00643919,0.00315408,1,0.00315408,0.00315408,0.00315408
14,10,0.0153448,1,0.0153448,0.0153448,0.0153448,0.0143865,1,0.0143865,0.0143865,0.0143865,0.0128243,1,0.0128243,0.0128243,0.0128243
14,10,0.0109748,1,0.0109748,0.0109748,0.0109748,0.00955029,1,0.00955029,0.00955029,0.00955029,0.00672988,1,0.00672988,0.00672988,0.00672988
14,10,0.0019075,1,0.0019075,0.0019075,0.0019075,0.00129768,1,0.00129768,0.00129768,0.00129768,0.00045628,1,0.00045628,0.00045628,0.00045628
14,10,0.0183127,1,0.0183127,0.0183127,0.0183127,0.0169441,1,0.0169441,0.0169441,0.0169441,0.0141419,1,0.0141419,0.0141419,0.0141419
14,10,0.0257027,1,0.0257027,0.0257027,0.0257027,0.0247266,1,0.0247266,0.0247266,0.0247266,0.0234033,1,0.0234033,0.0234033,0.0234033
14,10,0.00476918,1,0.00476918,0.00476918,0.00476918,0.00337651,1,0.00337651,0.00337651,0.00337651,0.000808867,1,0.000808867,0.000808867,0.000808867
14,10,0.00180559,1,0.00180559,0.00180559,0.00180559,0.00110884,1,0.00110884,0.00110884,0.00110884,0.000220612,1,0.000220612,0.000220612,0.000220612
14,10,0.00628088,1,0.00628088,0.00628088,0.00628088,0.00410643,1,0.00410643,0.00410643,0.00410643,0.000653024,1,0.000653024,0.000653024,0.000653024
14,10,0.0946718,1,0.0946718,0.0946718,0.0946718,0.0941379,1,0.0941379,0.0941379,0.0941379,0.09345,1,0.09345,0.09345,0.09345
14,10,0.0103161,1,0.0103161,0.0103161,0.0103161,0.00810863,1,0.00810863,0.00810863,0.00810863,0.00380391,1,0.00380391,0.00380391,0.00380391
14,10,0.00395441,1,0.00395441,0.00395441,0.00395441,0.00321526,1,0.00321526,0.00321526,0.00321526,0.0021,1,0.0021,0.0021,0.0021
14,10,0.0054636,1,0.0054636,0.0054636,0.0054636,0.00458666,1,0.00458666,0.00458666,0.00458666,0.00305692,1,0.00305692,0.00305692,0.00305692
14,10,0.00642258,1,0.00642258,0.00642258,0.00642258,0.00571895,1,0.00571895,0.00571895,0.00571895,0.00472033,1,0.00472033,0.00472033,0.00472033
14,10,0.00277419,1,0.00277419,0.00277419,0.00277419,0.00208438,1,0.00208438,0.00208438,0.00208438,0.00103441,1,0.00103441,0.00103441,0.00103441
14,10,0.0194883,1,0.0194883,0.0194883,0.0194883,0.0188243,1,0.0188243,0.0188243,0.0188243,0.017782,1,0.017782,0.017782,0.017782
14,10,0.0219732,1,0.0219732,0.0219732,0.0219732,0.0210822,1,0.0210822,0.0210822,0.0210822,0.0197929,1,0.0197929,0.0197929,0.0197929
14,10,0.0209018,1,0.0209018,0.0209018,0.0209018,0.018374,1,0.018374,0.018374,0.018374,0.0130422,1,0.0130422,0.0130422,0.0130422
14,10,0.00565449,1,0.00565449,0.00565449,0.00565449,0.0045621,1,0.0045621,0.0045621,0.0045621,0.00244909,1,0.00244909,0.00244909,0.00244909
14,10,0.0136331,1,0.0136331,0.0136331,0.0136331,0.0129942,1,0.0129942,0.0129942,0.0129942,0.0120166,1,0.0120166,0.0120166,0.0120166
14,10,0.01338,1,0.01338,0.01338,0.01338,0.0121975,1,0.0121975,0.0121975,0.0121975,0.0100104,1,0.0100104,0.0100104,0.0100104
14,10,0.0387857,1,0.0387857,0.0387857,0.0387857,0.0380916,1,0.0380916,0.0380916,0.0380916,0.0372144,1,0.0372144,0.0372144,0.0372144
14,10,0.0150518,1,0.0150518,0.0150518,0.0150518,0.0126981,1,0.0126981,0.0126981,0.0126981,0.00753446,1,0.00753446,0.00753446,0.00753446
14,10,0.00301861,1,0.00301861,0.00301861,0.00301861,0.0021718,1,0.0021718,0.0021718,0.0021718,0.00075682,1,0.00075682,0.00075682,0.00075682
14,10,0.0115359,1,0.0115359,0.0115359,0.0115359,0.010998,1,0.010998,0.010998,0.010998,0.0103017,1,0.0103017,0.0103017,0.0103017
14,10,0.00604248,1,0.00604248,0.00604248,0.00604248,0.0051345,1,0.0051345,0.0051345,0.0051345,0.00351644,1,0.00351644,0.00351644,0.00351644
14,10,0.0223046,1,0.0223046,0.0223046,0.0223046,0.021406,1,0.021406,0.021406,0.021406,0.0199725,1,0.0199725,0.0199725,0.0199725
14,10,0.0282592,1,0.0282592,0.0282592,0.0282592,0.027242,1,0.027242,0.027242,0.027242,0.0255481,1,0.0255481,0.0255481,0.0255481
14,10,0.0175038,1,0.0175038,0.0175038,0.0175038,0.0167247,1,0.0167247,0.0167247,0.0167247,0.0155527,1,0.0155527,0.0155527,0.0155527
14,10,0.0096129,1,0.0096129,0.0096129,0.0096129,0.00877259,1,0.00877259,0.00877259,0.00877259,0.00748187,1,0.00748187,0.00748187,0.00748187
14,10,0.0144532,1,0.0144532,0.0144532,0.0144532,0.0132598,1,0.0132598,0.0132598,0.0132598,0.0111609,1,0.0111609,0.0111609,0.0111609
14,10,0.0045289,1,0.0045289,0.0045289,0.0045289,0.0036848,1,0.0036848,0.0036848,0.0036848,0.00242704,1,0.00242704,0.00242704,0.00242704
14,10,0.00829203,1,0.00829203,0.00829203,0.00829203,0.00739692,1,0.00739692,0.00739692,0.00739692,0.00588962,1,0.00588962,0.00588962,0.00588962
14,10,0.021619,1,0.021619,0.021619,0.021619,0.0204909,1,0.0204909,0.0204909,0.0204909,0.0183357,1,0.0183357,0.0183357,0.0183357
14,10,0.0110128,1,0.0110128,0.0110128,0.0110128,0.00941838,1,0.00941838,0.00941838,0.00941838,0.00637003,1,0.00637003,0.00637003,0.00637003
14,10,0.0189517,1,0.0189517,0.0189517,0.0189517,0.0181806,1,0.0181806,0.0181806,0.0181806,0.0170896,1,0.0170896,0.0170896,0.0170896
14,10,0.0293604,1,0.0293604,0.0293604,0.0293604,0.0285081,1,0.0285081,0.0285081,0.0285081,0.0270701,1,0.0270701,0.0270701,0.0270701
14,10,0.00662656,1,0.00662656,0.00662656,0.00662656,0.00492233,1,0.00492233,0.00492233,0.00492233,0.00206769,1,0.00206769,0.00206769,0.00206769
14,10,0.0137876,1,0.0137876,0.0137876,0.0137876,0.0130802,1,0.0130802,0.0130802,0.0130802,0.0120489,1,0.0120489,0.0120489,0.0120489
14,10,0.0098564,1,0.0098564,0.0098564,0.0098564,0.00833027,1,0.00833027,0.00833027,0.00833027,0.00547317,1,0.00547317,0.00547317,0.00547317
14,10,0.0165408,1,0.0165408,0.0165408,0.0165408,0.0156935,1,0.0156935,0.0156935,0.0156935,0.0142349,1,0.0142349,0.0142349,0.0142349
14,10,0.0220143,1,0.0220143,0.0220143,0.0220143,0.0207776,1,0.0207776,0.0207776,0.0207776,0.0186286,1,0.0186286,0.0186286,0.0186286
14,10,0.0138108,1,0.0138108,0.0138108,0.0138108,0.0130165,1,0.0130165,0.0130165,0.0130165,0.0118185,1,0.0118185,0.0118185,0.0118185
14,10,0.00818231,1,0.00818231,0.00818231,0.00818231,0.00676147,1,0.00676147,0.00676147,0.00676147,0.0043495,1,0.0043495,0.0043495,0.0043495
14,10,0.00463055,1,0.00463055,0.00463055,0.00463055,0.00314777,1,0.00314777,0.00314777,0.00314777,0.000730384,1,0.000730384,0.000730384,0.000730384
14,10,0.0948208,1,0.0948208,0.0948208,0.0948208,0.0943481,1,0.0943481,0.0943481,0.0943481,0.0937806,1,0.0937806,0.0937806,0.0937806
