n,p,quick_total,quick_count,quick_mean,quick_min,quick_max,wang_total,wang_count,wang_mean,wang_min,wang_max,zykov_total,zykov_count,zykov_mean,zykov_min,zykov_max
10,40,0.00500712,1,0.00500712,0.00500712,0.00500712,0.00357699,1,0.00357699,0.00357699,0.00357699,0.00185625,1,0.00185625,0.00185625,0.00185625
10,40,0.00656857,1,0.00656857,0.00656857,0.00656857,0.00610074,1,0.00610074,0.00610074,0.00610074,0.00496802,1,0.00496802,0.00496802,0.00496802
10,40,0.00496375,1,0.00496375,0.00496375,0.00496375,0.00417074,1,0.00417074,0.00417074,0.00417074,0.00278919,1,0.00278919,0.00278919,0.00278919
10,40,0.0048358,1,0.0048358,0.0048358,0.0048358,0.00435096,1,0.00435096,0.00435096,0.00435096,0.00343462,1,0.00343462,0.00343462,0.00343462
10,40,0.00772969,1,0.00772969,0.00772969,0.00772969,0.00722619,1,0.00722619,0.00722619,0.00722619,0.00625229,1,0.00625229,0.00625229,0.00625229
10,40,0.00350872,1,0.00350872,0.00350872,0.00350872,0.00242871,1,0.00242871,0.00242871,0.00242871,0.00128965,1,0.00128965,0.00128965,0.00128965
10,40,0.00197906,1,0.00197906,0.00197906,0.00197906,0.00161527,1,0.00161527,0.00161527,0.00161527,0.00102881,1,0.00102881,0.00102881,0.00102881
10,40,0.00363053,1,0.00363053,0.00363053,0.00363053,0.00321861,1,0.00321861,0.00321861,0.00321861,0.00261443,1,0.00261443,0.00261443,0.00261443
10,40,0.00193512,1,0.00193512,0.00193512,0.00193512,0.00119535,1,0.00119535,0.00119535,0.00119535,0.00038195,1,0.00038195,0.00038195,0.00038195
10,40,0.00397627,1,0.00397627,0.00397627,0.00397627,0.00357941,1,0.00357941,0.00357941,0.00357941,0.0026863,1,0.0026863,0.0026863,0.0026863
10,40,0.00181584,1,0.00181584,0.00181584,0.00181584,0.0011787,1,0.0011787,0.0011787,0.0011787,0.000424346,1,0.000424346,0.000424346,0.000424346
10,40,0.00235163,1,0.00235163,0.00235163,0.00235163,0.00167925,1,0.00167925,0.00167925,0.00167925,0.000765634,1,0.000765634,0.000765634,0.000765634
10,40,0.00225814,1,0.00225814,0.00225814,0.00225814,0.00169822,1,0.00169822,0.00169822,0.00169822,0.00075427,1,0.00075427,0.00075427,0.00075427
10,40,0.00449857,1,0.00449857,0.00449857,0.00449857,0.00399685,1,0.00399685,0.00399685,0.00399685,0.00295496,1,0.00295496,0.00295496,0.00295496
10,40,0.0037396,1,0.0037396,0.0037396,0.0037396,0.00333909,1,0.00333909,0.00333909,0.00333909,0.00278041,1,0.00278041,0.00278041,0.00278041
10,40,0.00243639,1,0.00243639,0.00243639,0.00243639,0.00143639,1,0.00143639,0.00143639,0.00143639,0.000524744,1,0.000524744,0.000524744,0.000524744
10,40,0.0061435,1,0.0061435,0.0061435,0.0061435,0.00578089,1,0.00578089,0.00578089,0.00578089,0.00515851,1,0.00515851,0.00515851,0.00515851
10,40,0.00213965,1,0.00213965,0.00213965,0.00213965,0.00139916,1,0.00139916,0.00139916,0.00139916,0.000556449,1,0.000556449,0.000556449,0.000556449
10,40,0.00164927,1,0.00164927,0.00164927,0.00164927,0.00109272,1,0.00109272,0.00109272,0.00109272,0.000231125,1,0.000231125,0.000231125,0.000231125
10,40,0.00155834,1,0.00155834,0.00155834,0.00155834,0.00102334,1,0.00102334,0.00102334,0.00102334,0.000450114,1,0.000450114,0.000450114,0.000450114
10,40,0.002767,1,0.002767,0.002767,0.002767,0.00239764,1,0.00239764,0.00239764,0.00239764,0.00196155,1,0.00196155,0.00196155,0.00196155
10,40,0.00418777,1,0.00418777,0.00418777,0.00418777,0.00383921,1,0.00383921,0.00383921,0.00383921,0.00342824,1,0.00342824,0.00342824,0.00342824
10,40,0.00268812,1,0.00268812,0.00268812,0.00268812,0.00218686,1,0.00218686,0.00218686,0.00218686,0.00159343,1,0.00159343,0.00159343,0.00159343
10,40,0.00222281,1,0.00222281,0.00222281,0.00222281,0.00177353,1,0.00177353,0.00177353,0.00177353,0.000954803,1,0.000954803,0.000954803,0.000954803
10,40,0.00237052,1,0.00237052,0.00237052,0.00237052,0.00172915,1,0.00172915,0.00172915,0.00172915,0.00086779,1,0.00086779,0.00086779,0.00086779
10,40,0.0026445,1,0.0026445,0.0026445,0.0026445,0.00197989,1,0.00197989,0.00197989,0.00197989,0.00104731,1,0.00104731,0.00104731,0.00104731
10,40,0.00532521,1,0.00532521,0.00532521,0.00532521,0.00495428,1,0.00495428,0.00495428,0.00495428,0.0045273,1,0.0045273,0.0045273,0.0045273
10,40,0.00350009,1,0.00350009,0.00350009,0.00350009,0.00315513,1,0.00315513,0.00315513,0.00315513,0.00272309,1,0.00272309,0.00272309,0.00272309
