n,p,quick_total,quick_count,quick_mean,quick_min,quick_max,wang_total,wang_count,wang_mean,wang_min,wang_max,zykov_total,zykov_count,zykov_mean,zykov_min,zykov_max
18,10,137.126,100,1.37126,0.00795863,64.0857,136.787,100,1.36787,0.0055914,64.0838,135.998,100,1.35998,0.000311261,64.0781
18,20,93.9346,100,0.939346,0.0246269,10.6314,93.4825,100,0.934825,0.0170748,10.6293,91.2653,100,0.912653,0.0021793,10.617
18,30,166.924,100,1.66924,0.0211243,26.7148,166.127,100,1.66127,0.0163299,26.7103,161.934,100,1.61934,0.000610406,26.6681
18,40,137.309,100,1.37309,0.0338377,28.6184,135.875,100,1.35875,0.0299226,28.6019,130.5,100,1.305,0.00114213,28.5607
18,50,39.2434,100,0.392434,0.0299072,3.22623,37.3131,100,0.373131,0.0246162,3.19033,32.3877,100,0.323877,0.00352508,3.14033
18,60,41.8665,100,0.418665,0.026139,4.18316,40.0709,100,0.400709,0.0216494,4.15217,34.8925,100,0.348925,0.00252538,4.07353
18,70,19.1228,100,0.191228,0.0116957,1.83778,17.8698,100,0.178698,0.00816428,1.75766,14.7368,100,0.147368,0.000847042,1.70343
18,80,8.65427,100,0.0865427,0.00751613,0.509378,7.8913,100,0.078913,0.00363857,0.492702,6.14473,100,0.0614473,0.0016184,0.435506
18,90,2.31005,100,0.0231005,0.00695476,0.211623,1.93727,100,0.0193727,0.00348439,0.197171,1.46625,100,0.0146625,0.00147984,0.183741
