n,p,quick_total,quick_count,quick_mean,quick_min,quick_max,wang_total,wang_count,wang_mean,wang_min,wang_max,zykov_total,zykov_count,zykov_mean,zykov_min,zykov_max
11,20,0.0042406,1,0.0042406,0.0042406,0.0042406,0.00355197,1,0.00355197,0.00355197,0.00355197,0.00231946,1,0.00231946,0.00231946,0.00231946
11,20,0.00343651,1,0.00343651,0.00343651,0.00343651,0.00278565,1,0.00278565,0.00278565,0.00278565,0.00171441,1,0.00171441,0.00171441,0.00171441
11,20,0.00185345,1,0.00185345,0.00185345,0.00185345,0.00114885,1,0.00114885,0.00114885,0.00114885,0.000187616,1,0.000187616,0.000187616,0.000187616
11,20,0.00200448,1,0.00200448,0.00200448,0.00200448,0.00132954,1,0.00132954,0.00132954,0.00132954,0.000400479,1,0.000400479,0.000400479,0.000400479
11,20,0.00452467,1,0.00452467,0.00452467,0.00452467,0.00330333,1,0.00330333,0.00330333,0.00330333,0.00138254,1,0.00138254,0.00138254,0.00138254
11,20,0.00327351,1,0.00327351,0.00327351,0.00327351,0.0027066,1,0.0027066,0.0027066,0.0027066,0.0017923,1,0.0017923,0.0017923,0.0017923
11,20,0.00262122,1,0.00262122,0.00262122,0.00262122,0.00195655,1,0.00195655,0.00195655,0.00195655,0.00111989,1,0.00111989,0.00111989,0.00111989
11,20,0.0034536,1,0.0034536,0.0034536,0.0034536,0.00301703,1,0.00301703,0.00301703,0.00301703,0.00247293,1,0.00247293,0.00247293,0.00247293
11,20,0.00925854,1,0.00925854,0.00925854,0.00925854,0.00868264,1,0.00868264,0.00868264,0.00868264,0.00765602,1,0.00765602,0.00765602,0.00765602
11,20,0.022726,1,0.022726,0.022726,0.022726,0.0221515,1,0.0221515,0.0221515,0.0221515,0.0212664,1,0.0212664,0.0212664,0.0212664
11,20,0.00188166,1,0.00188166,0.00188166,0.00188166,0.00120162,1,0.00120162,0.00120162,0.00120162,0.00033863,1,0.00033863,0.00033863,0.00033863
11,20,0.0015884,1,0.0015884,0.0015884,0.0015884,0.00122274,1,0.00122274,0.00122274,0.00122274,0.000819876,1,0.000819876,0.000819876,0.000819876
11,20,0.00188245,1,0.00188245,0.00188245,0.00188245,0.00133095,1,0.00133095,0.00133095,0.00133095,0.000695632,1,0.000695632,0.000695632,0.000695632
11,20,0.00991117,1,0.00991117,0.00991117,0.00991117,0.00952916,1,0.00952916,0.00952916,0.00952916,0.00912859,1,0.00912859,0.00912859,0.00912859
11,20,0.000777795,1,0.000777795,0.000777795,0.000777795,0.000470773,1,0.000470773,0.000470773,0.000470773,0.000141741,1,0.000141741,0.000141741,0.000141741
11,20,0.00602557,1,0.00602557,0.00602557,0.00602557,0.00549697,1,0.00549697,0.00549697,0.00549697,0.00475461,1,0.00475461,0.00475461,0.00475461
11,20,0.00184952,1,0.00184952,0.00184952,0.00184952,0.00128634,1,0.00128634,0.00128634,0.00128634,0.000447119,1,0.000447119,0.000447119,0.000447119
11,20,0.00541867,1,0.00541867,0.00541867,0.00541867,0.00458609,1,0.00458609,0.00458609,0.00458609,0.00281094,1,0.00281094,0.00281094,0.00281094
11,20,0.0034786,1,0.0034786,0.0034786,0.0034786,0.00232277,1,0.00232277,0.00232277,0.00232277,0.00044074,1,0.00044074,0.00044074,0.00044074
11,20,0.00286246,1,0.00286246,0.00286246,0.00286246,0.00198177,1,0.00198177,0.00198177,0.00198177,0.000719569,1,0.000719569,0.000719569,0.000719569
11,20,0.00231344,1,0.00231344,0.00231344,0.00231344,0.00155767,1,0.00155767,0.00155767,0.00155767,0.000391184,1,0.000391184,0.000391184,0.000391184
11,20,0.00109329,1,0.00109329,0.00109329,0.00109329,0.000671477,1,0.000671477,0.000671477,0.000671477,0.000167899,1,0.000167899,0.000167899,0.000167899
11,20,0.00181135,1,0.00181135,0.00181135,0.00181135,0.00139864,1,0.00139864,0.00139864,0.00139864,0.000838797,1,0.000838797,0.000838797,0.000838797
11,20,0.0024211,1,0.0024211,0.0024211,0.0024211,0.00172082,1,0.00172082,0.00172082,0.00172082,0.000602934,1,0.000602934,0.000602934,0.000602934
11,20,0.00274549,1,0.00274549,0.00274549,0.00274549,0.00193921,1,0.00193921,0.00193921,0.00193921,0.000728604,1,0.000728604,0.000728604,0.000728604
11,20,0.001314,1,0.001314,0.001314,0.001314,0.00084935,1,0.00084935,0.00084935,0.00084935,0.000174569,1,0.000174569,0.000174569,0.000174569
11,20,0.000955086,1,0.000955086,0.000955086,0.000955086,0.000575779,1,0.000575779,0.000575779,0.000575779,0.000168419,1,0.000168419,0.000168419,0.000168419
11,20,0.00343688,1,0.00343688,0.00343688,0.00343688,0.00277178,1,0.00277178,0.00277178,0.00277178,0.00181301,1,0.00181301,0.00181301,0.00181301
11,20,0.00294519,1,0.00294519,0.00294519,0.00294519,0.00226496,1,0.00226496,0.00226496,0.00226496,0.00125899,1,0.00125899,0.00125899,0.00125899
11,20,0.00159311,1,0.00159311,0.00159311,0.00159311,0.00123457,1,0.00123457,0.00123457,0.00123457,0.000820718,1,0.000820718,0.000820718,0.000820718
