n,p,quick_total,quick_count,quick_mean,quick_min,quick_max,wang_total,wang_count,wang_mean,wang_min,wang_max,zykov_total,zykov_count,zykov_mean,zykov_min,zykov_max
17,20,0.0104842,1,0.0104842,0.0104842,0.0104842,0.00743442,1,0.00743442,0.00743442,0.00743442,0.00204131,1,0.00204131,0.00204131,0.00204131
17,20,0.111526,1,0.111526,0.111526,0.111526,0.107996,1,0.107996,0.107996,0.107996,0.0977938,1,0.0977938,0.0977938,0.0977938
17,20,0.0685243,1,0.0685243,0.0685243,0.0685243,0.0651495,1,0.0651495,0.0651495,0.0651495,0.0556133,1,0.0556133,0.0556133,0.0556133
17,20,0.309367,1,0.309367,0.309367,0.309367,0.306267,1,0.306267,0.306267,0.306267,0.299466,1,0.299466,0.299466,0.299466
17,20,0.395382,1,0.395382,0.395382,0.395382,0.393894,1,0.393894,0.393894,0.393894,0.390426,1,0.390426,0.390426,0.390426
17,20,0.114822,1,0.114822,0.114822,0.114822,0.111413,1,0.111413,0.111413,0.111413,0.0918894,1,0.0918894,0.0918894,0.0918894
17,20,0.356037,1,0.356037,0.356037,0.356037,0.354284,1,0.354284,0.354284,0.354284,0.345985,1,0.345985,0.345985,0.345985
17,20,0.0845565,1,0.0845565,0.0845565,0.0845565,0.0819098,1,0.0819098,0.0819098,0.0819098,0.0738099,1,0.0738099,0.0738099,0.0738099
17,20,18.2326,1,18.2326,18.2326,18.2326,18.2299,1,18.2299,18.2299,18.2299,18.207,1,18.207,18.207,18.207
17,20,0.0634453,1,0.0634453,0.0634453,0.0634453,0.0614866,1,0.0614866,0.0614866,0.0614866,0.0484522,1,0.0484522,0.0484522,0.0484522
17,20,0.363424,1,0.363424,0.363424,0.363424,0.360075,1,0.360075,0.360075,0.360075,0.34059,1,0.34059,0.34059,0.34059
17,20,0.332559,1,0.332559,0.332559,0.332559,0.330862,1,0.330862,0.330862,0.330862,0.324838,1,0.324838,0.324838,0.324838
17,20,0.0657716,1,0.0657716,0.0657716,0.0657716,0.0630044,1,0.0630044,0.0630044,0.0630044,0.0552189,1,0.0552189,0.0552189,0.0552189
17,20,0.0257206,1,0.0257206,0.0257206,0.0257206,0.0178481,1,0.0178481,0.0178481,0.0178481,0.00319042,1,0.00319042,0.00319042,0.00319042
17,20,0.774967,1,0.774967,0.774967,0.774967,0.773463,1,0.773463,0.773463,0.773463,0.769425,1,0.769425,0.769425,0.769425
